chr,start,end,annotation,geneName,transcript,distanceToTSS
chr1,114758130,114758130,promoter-TSS,CSDE1,ENST00000339438.10;ENST00000689989.1;ENST00000689217.1;ENST00000438362.7;ENST00000688211.1;ENST00000358528.9;ENST00000692719.1;ENST00000610726.5;ENST00000689732.1;ENST00000693467.1;ENST00000686235.1;ENST00000684913.1;ENST00000686123.1;ENST00000686025.1;ENST00000686781.1;ENST00000687759.1;ENST00000693644.1;ENST00000691377.1;ENST00000692672.1;ENST00000529046.6;ENST00000685676.1;ENST00000686667.1;ENST00000689885.1;ENST00000690013.1;ENST00000690420.1;ENST00000691032.1;ENST00000691403.1;ENST00000692629.1;ENST00000692950.1;ENST00000692044.1;ENST00000688611.1;ENST00000689510.1;ENST00000690207.1;ENST00000693311.1;ENST00000687548.1;ENST00000483030.2;ENST00000686581.1;ENST00000689727.1;ENST00000690784.1;ENST00000261443.9;ENST00000530886.5;ENST00000369530.5;ENST00000534699.5;ENST00000524652.2;ENST00000525132.1;ENST00000525970.5;ENST00000533818.5,146;196;160;146;146;145;142;115;196;165;146;145;130;126;126;153;126;144;144;142;126;126;126;126;126;126;126;126;126;124;126;126;126;126;136;126;126;126;126;155;102;126;147;126;160;142;142
chr1,119140616,119140616,promoter-TSS,,ENST00000670000.1;ENST00000457043.1;ENST00000413531.5;ENST00000418015.1;ENST00000667936.1;ENST00000369426.9;ENST00000235521.5;ENST00000495746.5;ENST00000497761.1,79;91;113;113;124;31;36;37;21
chr1,145927629,145927629,promoter-TSS,LIX1L-AS1,ENST00000421764.1;ENST00000634130.1;ENST00000691760.1;ENST00000583313.7;ENST00000632555.1;ENST00000692065.1;ENST00000369307.4;ENST00000498663.5;ENST00000484825.1;ENST00000634161.1,25;887;152;144;181;164;168;133;133;48
chr1,150363687,150363687,promoter-TSS,,ENST00000369068.5;ENST00000401000.8,459;962
chr1,151399472,151399472,promoter-TSS,PSMB4,ENST00000495288.5;ENST00000290541.7;ENST00000495805.5;ENST00000476467.1;ENST00000493673.1;ENST00000474100.1,87;100;106;114;117;701
chr1,153990635,153990635,promoter-TSS,RPS27,ENST00000392558.4;ENST00000651669.1;ENST00000493224.5;ENST00000643794.1;ENST00000477151.2,126;126;127;127;285
chr1,156601463,156601463,promoter-TSS,,ENST00000368232.9;ENST00000438976.7;ENST00000415314.7;ENST00000463513.5;ENST00000473910.5;ENST00000531129.5;ENST00000474904.5;ENST00000498756.5;ENST00000506832.6;ENST00000527691.5;ENST00000531900.1;ENST00000525375.1,15;6;26;0;7;15;6;2;15;32;6;15
chr1,159077411,159077411,promoter-TSS,,ENST00000368130.9,644
chr1,161046282,161046282,promoter-TSS,USF1,ENST00000368021.7;ENST00000473969.6;ENST00000496363.5;ENST00000491629.5;ENST00000534633.5;ENST00000529476.1,304;319;369;373;408;342
chr1,161153918,161153918,promoter-TSS,,ENST00000368003.6;ENST00000483191.5;ENST00000482672.1;ENST00000473766.5;ENST00000463735.1,59;65;66;75;138
chr1,161226047,161226047,promoter-TSS,TOMM40L,ENST00000474486.5;ENST00000367988.8;ENST00000470426.5;ENST00000465512.5;ENST00000492482.5;ENST00000367987.1,12;12;15;25;34;256
chr10,73626070,73626070,promoter-TSS,,ENST00000595595.1;ENST00000339859.8;ENST00000422491.7;ENST00000685297.1;ENST00000689425.1;ENST00000433394.1;ENST00000474929.1,73;419;75;59;46;116;141
chr11,5632106,5632106,promoter-TSS,TRIM34,ENST00000491385.1,174
chr11,62709603,62709603,promoter-TSS,,ENST00000683892.1;ENST00000405837.5;ENST00000679883.1;ENST00000524862.6;ENST00000531524.5;ENST00000528874.1,83;88;65;66;74;538
chr11,76444597,76444597,promoter-TSS,EMSY,ENST00000427574.6;ENST00000695367.1;ENST00000533988.5;ENST00000524490.5;ENST00000334736.7;ENST00000525959.5;ENST00000533972.5;ENST00000528826.1;ENST00000658868.1;ENST00000663082.3;ENST00000663202.2;ENST00000692765.1;ENST00000530759.1;ENST00000572035.1,325;420;424;427;427;444;446;449;75;90;92;69;22;58
chr11,107565662,107565662,promoter-TSS,,ENST00000428149.7;ENST00000429370.5;ENST00000389568.7;ENST00000260318.6;ENST00000417449.6;ENST00000393100.3;ENST00000530933.1,72;72;143;38;79;71;70
chr11,119102116,119102116,promoter-TSS,C2CD2L,ENST00000534024.1;ENST00000682232.1;ENST00000354202.9;ENST00000392834.7;ENST00000481084.5;ENST00000530052.2;ENST00000683567.1;ENST00000682791.1;ENST00000682811.1;ENST00000682946.1;ENST00000683143.1;ENST00000682192.1;ENST00000683373.1;ENST00000684345.1;ENST00000683955.1;ENST00000682652.1;ENST00000683558.1;ENST00000682326.1;ENST00000684682.1;ENST00000684315.1;ENST00000682517.1;ENST00000684499.1;ENST00000684252.1;ENST00000445653.6;ENST00000684255.1;ENST00000684142.1;ENST00000682691.1;ENST00000682191.1;ENST00000414373.5;ENST00000682665.1;ENST00000639704.1;ENST00000640747.1;ENST00000682883.1;ENST00000682404.1;ENST00000640102.1;ENST00000525456.5;ENST00000460183.1;ENST00000472016.1,81;237;262;237;25;248;589;284;284;284;283;258;258;245;237;19;258;258;258;257;248;248;237;284;252;240;237;258;255;237;278;259;687;248;291;987;255;262
chr12,4649121,4649121,promoter-TSS,NDUFA9,ENST00000539573.5;ENST00000648836.1;ENST00000266544.10;ENST00000542369.5;ENST00000396655.6;ENST00000544679.1;ENST00000545990.6;ENST00000228850.6;ENST00000541484.1;ENST00000544636.1,25;19;6;5;3;1;73;69;73;112
chr12,6970859,6970859,promoter-TSS,EMG1,ENST00000611981.1;ENST00000599672.6;ENST00000607161.5;ENST00000620255.1;ENST00000261406.7;ENST00000539196.2;ENST00000535923.6;ENST00000678829.1;ENST00000440277.6;ENST00000677354.1;ENST00000543465.5;ENST00000399433.7;ENST00000676496.1;ENST00000546111.5;ENST00000542912.5;ENST00000678000.1;ENST00000678983.1;ENST00000676893.1;ENST00000536316.3;ENST00000545167.5;ENST00000544888.5;ENST00000544134.5;ENST00000546217.1;ENST00000542294.1,53;53;61;75;82;201;194;194;105;240;142;135;134;107;209;208;147;174;78;191;178;213;213;156
chr12,12813427,12813427,promoter-TSS,DDX47,ENST00000426619.6;ENST00000544032.5;ENST00000358007.7;ENST00000545038.5;ENST00000544497.1;ENST00000542123.5;ENST00000544400.1,80;80;80;72;71;68;66
chr12,48682107,48682107,promoter-TSS,KANSL2,ENST00000549574.5;ENST00000553086.5;ENST00000547582.5,496;50;690
chr12,56116697,56116697,promoter-TSS,RPL41,ENST00000546485.5;ENST00000358888.7;ENST00000546591.6;ENST00000546654.1;ENST00000552314.1,64;63;63;70;83
chr12,93467584,93467584,promoter-TSS,,ENST00000549982.6;ENST00000552217.6;ENST00000552326.5;ENST00000393128.8;ENST00000547098.5;ENST00000358678.7;ENST00000551396.5,69;69;66;66;65;65;43
chr12,121802850,121802850,promoter-TSS,RHOF,ENST00000541657.5;ENST00000542933.5;ENST00000428029.6;ENST00000541694.5;ENST00000543167.5;ENST00000535643.5;ENST00000543334.5;ENST00000536662.5;ENST00000545885.5,77;59;82;92;447;95;245;94;35
chr12,133181536,133181536,promoter-TSS,ZNF268,ENST00000228289.9;ENST00000537973.5;ENST00000541211.6;ENST00000546126.7;ENST00000536435.7;ENST00000500625.7;ENST00000539248.6;ENST00000542711.6;ENST00000536899.6;ENST00000542986.6;ENST00000611984.4;ENST00000541975.2;ENST00000541009.6;ENST00000588312.2;ENST00000592241.5,61;40;40;40;40;32;24;24;21;21;13;7;22;83;83
chr13,41019282,41019282,promoter-TSS,,ENST00000239882.7,33
chr13,45701582,45701582,promoter-TSS,SPERT,ENST00000533564.1;ENST00000310521.6;ENST00000610924.1;ENST00000435067.3,737;737;886;394
chr14,22766534,22766534,promoter-TSS,OXA1L,ENST00000285848.9;ENST00000483939.6;ENST00000557299.5;ENST00000473744.5;ENST00000612549.6;ENST00000442110.6;ENST00000431881.6;ENST00000412791.5;ENST00000495424.5;ENST00000358043.5;ENST00000556473.1;ENST00000481218.1;ENST00000650620.1;ENST00000554857.5;ENST00000553792.1;ENST00000554194.1;ENST00000554730.1,11;140;153;153;153;155;157;167;168;184;390;747;76;27;25;12;3
chr14,22829810,22829810,promoter-TSS,MRPL52,ENST00000557543.5;ENST00000355151.9;ENST00000556214.1;ENST00000553482.5;ENST00000556654.5;ENST00000397496.7;ENST00000555345.5;ENST00000432849.7;ENST00000553711.5;ENST00000556465.5;ENST00000397505.2;ENST00000557221.1;ENST00000311892.10;ENST00000556840.5;ENST00000461594.5;ENST00000555536.1;ENST00000488800.5,68;72;76;76;76;76;84;92;95;99;102;103;105;110;118;238;9
chr14,49862140,49862140,promoter-TSS,,ENST00000618845.1,931
chr14,69191371,69191371,promoter-TSS,,ENST00000685843.1;ENST00000409018.7;ENST00000492815.5;ENST00000409014.5;ENST00000487724.5;ENST00000409675.5;ENST00000409949.5;ENST00000312994.9;ENST00000409242.5;ENST00000461908.5;ENST00000413191.1;ENST00000653782.1;ENST00000556182.1,126;139;157;159;161;183;394;394;434;441;463;58;48
chr15,40382804,40382804,promoter-TSS,KNSTRN,ENST00000559604.1;ENST00000416151.6;ENST00000560981.5;ENST00000249776.13;ENST00000448395.6;ENST00000560321.5;ENST00000559591.5;ENST00000608100.5;ENST00000561196.5;ENST00000560220.5;ENST00000561169.5;ENST00000559304.5;ENST00000557920.1;ENST00000560673.1;ENST00000559083.1,82;82;82;82;31;134;136;136;171;171;174;175;191;199;450
chr15,40594039,40594039,promoter-TSS,KNL1,ENST00000346991.9;ENST00000528975.5;ENST00000614337.4;ENST00000532056.5;ENST00000399668.7;ENST00000533001.1;ENST00000534204.1,18;4;3;209;209;225;232
chr15,92904070,92904070,promoter-TSS,MIR3175,ENST00000577670.1;ENST00000626782.2,328;402
chr16,28492351,28492351,promoter-TSS,,ENST00000635887.1;ENST00000637376.1;ENST00000636078.1;ENST00000636503.1;ENST00000568224.4;ENST00000636866.1;ENST00000636017.1;ENST00000637299.1;ENST00000636766.1;ENST00000637100.1;ENST00000359984.12;ENST00000636147.2;ENST00000360019.8;ENST00000357857.14;ENST00000333496.14;ENST00000561689.6;ENST00000357806.11;ENST00000395653.9;ENST00000568076.6;ENST00000637184.1;ENST00000636839.1;ENST00000637107.1;ENST00000636977.1;ENST00000637578.1;ENST00000635958.1;ENST00000567963.6;ENST00000568452.6;ENST00000637871.1;ENST00000565316.6;ENST00000628023.3;ENST00000636228.1;ENST00000355477.10;ENST00000565140.5;ENST00000566057.5;ENST00000569030.5;ENST00000637699.1;ENST00000636172.1;ENST00000635861.1;ENST00000568422.6;ENST00000636853.1;ENST00000566824.6;ENST00000635973.1;ENST00000568497.6;ENST00000564574.5;ENST00000568472.6;ENST00000566083.6;ENST00000565778.6;ENST00000565047.1;ENST00000568558.6;ENST00000565688.5;ENST00000567495.6;ENST00000561505.2;ENST00000637985.1;ENST00000568443.2;ENST00000565236.1,309;288;549;560;338;303;252;303;276;280;276;276;48;345;459;306;367;327;280;303;255;48;308;327;296;276;304;276;591;314;494;591;591;591;591;591;292;289;518;515;611;314;354;280;339;102;404;524;303;287;285;539;560;308;308
chr16,29815992,29815992,promoter-TSS,,ENST00000320330.8,159
chr16,30571933,30571933,promoter-TSS,,ENST00000657071.1;ENST00000486926.1;ENST00000492040.1;ENST00000563665.3;ENST00000223459.11;ENST00000562455.1;ENST00000566632.5;ENST00000567855.1;ENST00000563707.1,105;316;321;260;218;405;612;280;297
chr16,30923048,30923048,promoter-TSS,,ENST00000562798.2;ENST00000471231.6;ENST00000338343.10,6;22;523
chr16,48610404,48610404,promoter-TSS,,ENST00000690237.1;ENST00000262384.4,93;223
chr16,53208492,53208492,promoter-TSS,CHD9,ENST00000565442.1,40
chr16,71808933,71808933,promoter-TSS,,ENST00000299980.9;ENST00000565009.5;ENST00000568327.5;ENST00000450149.6;ENST00000563259.5;ENST00000563104.5;ENST00000569185.5;ENST00000567583.1;ENST00000565412.5;ENST00000569975.5;ENST00000570297.5,98;48;98;100;638;119;439;100;118;119;119
chr16,75434020,75434020,promoter-TSS,,ENST00000283882.4;ENST00000566901.5;ENST00000565646.5;ENST00000564286.1;ENST00000566254.1,516;558;546;549;628
chr17,28951999,28951999,promoter-TSS,PIPOX,ENST00000577182.5;ENST00000332830.9;ENST00000577226.5;ENST00000378879.7;ENST00000268756.7;ENST00000583524.5;ENST00000584685.1,439;480;691;641;508;227;392
chr17,30116884,30116884,promoter-TSS,NSRP1,ENST00000612959.4;ENST00000247026.10;ENST00000584154.5;ENST00000577289.6;ENST00000394826.8;ENST00000479218.6;ENST00000475652.5;ENST00000584317.5;ENST00000583301.5;ENST00000585881.5;ENST00000362201.2;ENST00000467446.6;ENST00000580103.6,76;67;64;64;63;56;54;53;44;107;194;269;287
chr17,32350110,32350110,promoter-TSS,MIR632,ENST00000385193.1;ENST00000321233.10;ENST00000394673.6;ENST00000394670.9;ENST00000579634.5;ENST00000580759.5;ENST00000342555.10;ENST00000577908.5;ENST00000394679.9;ENST00000582165.1;ENST00000577324.1;ENST00000578918.1;ENST00000583774.5,0;21;27;46;53;54;64;69;73;75;87;797;86
chr17,34961579,34961579,promoter-TSS,,ENST00000361952.5;ENST00000578339.1;ENST00000421975.7;ENST00000314144.10;ENST00000436961.7,38;785;176;118;120
chr17,35587265,35587265,promoter-TSS,AP2B1,ENST00000621914.4;ENST00000621668.4;ENST00000616681.4;ENST00000620039.4;ENST00000590538.5;ENST00000591610.5;ENST00000612035.4;ENST00000610402.5;ENST00000614600.4;ENST00000590432.5;ENST00000612116.5;ENST00000618940.4;ENST00000588093.1;ENST00000592167.5;ENST00000593014.3,8;48;48;48;56;56;56;56;101;150;186;249;265;300;472
chr17,40054387,40054387,promoter-TSS,MED24,ENST00000394126.5;ENST00000356271.7;ENST00000394128.7;ENST00000394127.6;ENST00000535508.6;ENST00000501516.7;ENST00000535071.6;ENST00000580885.5;ENST00000428757.6;ENST00000479829.5;ENST00000543759.6;ENST00000537674.6;ENST00000580517.5;ENST00000578161.2;ENST00000581054.1,294;19;20;17;17;778;20;20;513;11;25;25;28;28;20
chr17,63827209,63827209,promoter-TSS,PSMC5,ENST00000579708.5;ENST00000310144.11;ENST00000582420.1;ENST00000581842.5;ENST00000582130.5;ENST00000584320.5;ENST00000583283.1;ENST00000581764.1;ENST00000585123.5;ENST00000579147.5;ENST00000580864.5;ENST00000584536.5;ENST00000703608.1;ENST00000585242.5;ENST00000578570.5;ENST00000584880.6;ENST00000375812.8;ENST00000580265.1;ENST00000703609.1;ENST00000703610.1;ENST00000581882.5;ENST00000703611.1;ENST00000579569.5;ENST00000584193.5;ENST00000580272.5;ENST00000577263.5;ENST00000580290.2;ENST00000582476.1,56;221;223;236;243;245;250;250;250;250;250;262;267;269;280;314;474;493;522;637;668;722;298;278;144;110;138;102
chr17,75183296,75183296,promoter-TSS,,ENST00000420826.7;ENST00000314523.7;ENST00000578238.2,336;339;732
chr17,80544854,80544854,promoter-TSS,RPTOR,ENST00000574767.5;ENST00000577161.5;ENST00000306801.8;ENST00000697423.1;ENST00000649732.1;ENST00000570891.5;ENST00000699258.2;ENST00000544334.6;ENST00000573746.1,34;22;15;15;19;22;220;613;811
chr17,81665919,81665919,promoter-TSS,,ENST00000329214.13;ENST00000575223.5;ENST00000574107.1;ENST00000574200.1,817;832;835;852
chr19,507308,507308,promoter-TSS,TPGS1,ENST00000359315.6;ENST00000588278.1,188;191
chr19,797003,797003,promoter-TSS,PTBP1,ENST00000635647.1;ENST00000627714.2;ENST00000592804.2;ENST00000677277.1;ENST00000676227.1;ENST00000590887.5;ENST00000349038.8;ENST00000586481.5;ENST00000586944.5;ENST00000677717.1;ENST00000356948.11;ENST00000394601.8;ENST00000589575.5;ENST00000587191.3,71;388;394;394;394;421;421;423;424;448;448;448;458;486
chr19,11435507,11435507,promoter-TSS,PRKCSH,ENST00000589126.5;ENST00000588269.1;ENST00000587509.5;ENST00000593104.5;ENST00000593053.1;ENST00000591462.6;ENST00000592741.5;ENST00000677123.1;ENST00000593101.5;ENST00000587327.5;ENST00000589838.5;ENST00000591345.5;ENST00000356392.9;ENST00000591179.5;ENST00000593281.1,111;116;119;122;124;127;127;127;232;237;610;328;385;385;607
chr19,12933864,12933864,promoter-TSS,,ENST00000314606.9;ENST00000423140.6;ENST00000586146.5;ENST00000588965.5;ENST00000593021.1;ENST00000592662.5;ENST00000586280.1;ENST00000587981.1,152;149;167;167;183;165;221;152
chr19,41364360,41364360,promoter-TSS,,ENST00000675972.1;ENST00000243578.8;ENST00000594416.1;ENST00000601597.1,429;210;194;267
chr19,47745423,47745423,promoter-TSS,,ENST00000246802.10;ENST00000594525.5;ENST00000598681.5;ENST00000600410.5;ENST00000599253.1;ENST00000599582.1,122;127;141;141;149;467
chr19,48249604,48249604,promoter-TSS,CARD8,ENST00000518622.5;ENST00000518979.5;ENST00000517778.5,63;63;9
chr19,48255927,48255927,promoter-TSS,CARD8,ENST00000517510.5;ENST00000651546.1;ENST00000519940.6;ENST00000520753.5;ENST00000521613.5;ENST00000522068.5;ENST00000522889.5;ENST00000519332.5;ENST00000520007.5;ENST00000521437.1,28;14;53;40;18;15;55;33;28;29
chr19,49818097,49818097,promoter-TSS,MED25,ENST00000593595.1;ENST00000593636.1;ENST00000312865.10;ENST00000593767.3;ENST00000538643.5;ENST00000595185.5;ENST00000529302.1,184;191;191;191;244;244;720
chr19,49876886,49876886,promoter-TSS,TBC1D17,ENST00000535102.6;ENST00000594996.5;ENST00000221543.10;ENST00000391831.5,779;815;815;636
chr19,51571127,51571127,promoter-TSS,,ENST00000262259.7;ENST00000545217.5;ENST00000596504.1;ENST00000702166.1,155;170;176;67
chr19,55599925,55599925,promoter-TSS,ZNF524,ENST00000589521.1;ENST00000301073.4;ENST00000221665.5;ENST00000592585.1,96;362;407;294
chr19,57889079,57889079,promoter-TSS,ZNF814,ENST00000596604.5;ENST00000597342.5;ENST00000597832.5;ENST00000595894.5;ENST00000595295.1;ENST00000597348.5;ENST00000600634.5;ENST00000595048.5;ENST00000594629.1;ENST00000435989.7;ENST00000597807.1,158;120;59;271;257;41;261;298;4;41;109
chr2,70071066,70071066,promoter-TSS,PCBP1-AS1,ENST00000601395.1,263
chr2,70086423,70086423,promoter-TSS,,ENST00000419542.5;ENST00000682294.1;ENST00000630975.3;ENST00000629339.3;ENST00000667874.1;ENST00000625625.2;ENST00000628305.2;ENST00000625447.2;ENST00000626515.2;ENST00000629084.2;ENST00000625215.2;ENST00000627189.2;ENST00000629605.2;ENST00000626495.2;ENST00000627327.2;ENST00000628374.2;ENST00000627918.2;ENST00000627181.2;ENST00000630214.2;ENST00000629533.2;ENST00000628883.2;ENST00000626898.2;ENST00000630457.2;ENST00000629184.2;ENST00000628551.2;ENST00000630746.2;ENST00000627398.2;ENST00000625490.2;ENST00000627050.2;ENST00000630759.2;ENST00000626632.2;ENST00000630985.2;ENST00000629506.2;ENST00000629415.2;ENST00000418564.5;ENST00000628322.2;ENST00000665708.1;ENST00000655086.1;ENST00000420309.6;ENST00000627487.3;ENST00000670036.1;ENST00000655096.1;ENST00000688056.1;ENST00000689138.1;ENST00000702582.1;ENST00000701351.1;ENST00000686517.1;ENST00000702602.1;ENST00000688045.1;ENST00000657291.1;ENST00000664483.1;ENST00000702869.1;ENST00000685803.1;ENST00000690200.1;ENST00000702870.1;ENST00000702715.1;ENST00000627037.2;ENST00000700892.1;ENST00000701533.1;ENST00000456161.5;ENST00000419963.5;ENST00000625227.2;ENST00000629407.2;ENST00000418308.5;ENST00000630283.2;ENST00000627542.2;ENST00000626574.2;ENST00000630685.2;ENST00000629485.2;ENST00000629374.2;ENST00000411429.5;ENST00000626162.2;ENST00000457770.6;ENST00000415742.5;ENST00000627540.2;ENST00000628263.2;ENST00000687961.1;ENST00000425601.7;ENST00000416395.6;ENST00000655140.2;ENST00000686055.1;ENST00000654336.1;ENST00000702556.1;ENST00000630520.3;ENST00000663209.1;ENST00000665172.1;ENST00000670785.1;ENST00000449178.6;ENST00000625955.3;ENST00000661989.1;ENST00000664419.1;ENST00000656308.1;ENST00000658454.1;ENST00000664049.1;ENST00000661703.1;ENST00000429599.6;ENST00000458686.5;ENST00000421843.5;ENST00000432604.5;ENST00000421255.5;ENST00000413069.5;ENST00000702027.1;ENST00000702840.1;ENST00000657164.1;ENST00000665264.1;ENST00000690924.1;ENST00000690464.1;ENST00000688311.2;ENST00000691287.1;ENST00000655481.1;ENST00000655420.1;ENST00000612202.5;ENST00000664958.1;ENST00000416068.6;ENST00000653289.1;ENST00000659531.1;ENST00000653811.1;ENST00000661863.1;ENST00000666074.1;ENST00000702758.1;ENST00000439670.6;ENST00000669812.1;ENST00000670845.1;ENST00000669570.1;ENST00000653114.1;ENST00000422515.6;ENST00000667952.1;ENST00000609543.6;ENST00000664014.1;ENST00000668191.1;ENST00000669896.1;ENST00000663033.1;ENST00000444410.6;ENST00000442040.5;ENST00000629825.2;ENST00000601396.5;ENST00000444320.5;ENST00000630377.2;ENST00000688278.1;ENST00000595459.5;ENST00000437456.5;ENST00000415060.6;ENST00000630206.2;ENST00000627528.2;ENST00000625257.2;ENST00000596665.5;ENST00000439892.6;ENST00000609075.5;ENST00000628757.2;ENST00000625724.1;ENST00000610168.1,136;59;128;130;156;286;225;204;130;151;149;672;868;848;543;271;150;149;149;147;130;23;149;847;149;686;257;224;149;149;6;251;131;149;149;827;149;149;147;149;149;162;149;149;149;147;145;54;149;140;149;140;149;149;147;39;852;153;61;149;149;220;290;149;154;149;149;848;568;488;149;149;148;324;149;149;153;137;149;149;149;60;726;149;149;147;155;149;149;149;149;34;149;149;59;149;168;153;29;849;61;137;137;149;149;146;6;92;61;117;149;149;149;149;149;151;149;149;149;151;61;149;149;129;215;149;59;223;59;59;146;149;149;150;262;149;149;64;155;388;149;528;571;177;149;133;516;140;202;678;149
chr2,86199491,86199491,promoter-TSS,MRPL35,ENST00000605125.5;ENST00000337109.9;ENST00000409180.1,33;33;27
chr2,95165630,95165630,promoter-TSS,ZNF2,ENST00000622059.4;ENST00000614034.5;ENST00000611147.1;ENST00000695456.1;ENST00000695457.1;ENST00000698722.1;ENST00000695481.2;ENST00000447814.1,158;178;186;329;238;238;37;216
chr2,130342782,130342782,promoter-TSS,IMP4,ENST00000409935.5;ENST00000490895.5;ENST00000464432.5;ENST00000462392.5;ENST00000473689.5;ENST00000470672.1;ENST00000477375.5;ENST00000259239.8;ENST00000409649.5;ENST00000456713.1;ENST00000495606.5;ENST00000460766.5;ENST00000428740.5;ENST00000452955.1;ENST00000259229.7;ENST00000442217.5;ENST00000465315.1;ENST00000651709.1;ENST00000409127.1,94;111;111;111;113;114;114;114;127;129;135;139;141;487;617;432;646;82;457
chr2,174597729,174597729,promoter-TSS,,ENST00000679041.1;ENST00000409891.5;ENST00000410117.5;ENST00000480400.1,74;35;39;74
chr2,183124290,183124290,promoter-TSS,NUP35,ENST00000497330.5;ENST00000374930.7;ENST00000479162.5;ENST00000295119.9;ENST00000452137.1,85;121;128;152;167
chr2,197434917,197434917,promoter-TSS,SF3B1,ENST00000414174.1,98
chr2,231707327,231707327,promoter-TSS,PTMA,ENST00000448874.5;ENST00000409321.5;ENST00000691715.2,302;356;291
chr20,5750342,5750342,promoter-TSS,SHLD1,ENST00000378979.8;ENST00000303142.11;ENST00000445603.1;ENST00000442185.1,50;58;94;110
chr20,10435139,10435139,promoter-TSS,,ENST00000334534.10;ENST00000347364.7;ENST00000651692.1;ENST00000652676.1,165;916;924;940
chr20,18507785,18507785,promoter-TSS,SEC23B,ENST00000643747.1;ENST00000474619.1;ENST00000645851.1;ENST00000377465.6;ENST00000650089.1,104;147;154;154;154
chr20,32109531,32109531,promoter-TSS,,ENST00000398022.7;ENST00000442842.5;ENST00000450829.5;ENST00000217315.9;ENST00000417389.1,182;185;196;204;235
chr22,28772600,28772600,promoter-TSS,CCDC117,ENST00000421503.6;ENST00000448492.6;ENST00000249064.9;ENST00000453543.5;ENST00000444523.1;ENST00000432510.1,73;73;94;103;127;640
chr22,40177988,40177988,promoter-TSS,TNRC6B,ENST00000489500.1;ENST00000454349.7;ENST00000335727.13,62;62;45
chr3,4467282,4467282,promoter-TSS,SUMF1,ENST00000448413.5;ENST00000272902.10;ENST00000383843.9;ENST00000458465.6;ENST00000405420.2,20;12;17;12;8
chr3,14651660,14651660,promoter-TSS,,ENST00000383794.7;ENST00000463438.5;ENST00000303688.8;ENST00000465759.1,101;103;103;112
chr3,40457194,40457194,promoter-TSS,RPL14,ENST00000338970.10;ENST00000465325.1;ENST00000396203.7;ENST00000416518.1;ENST00000435633.5;ENST00000479563.5;ENST00000465280.1;ENST00000481798.1,97;108;144;159;168;682;696;737
chr3,57756090,57756090,promoter-TSS,SLMAP,ENST00000295951.7;ENST00000417128.7;ENST00000705628.1;ENST00000670768.2;ENST00000438794.6;ENST00000705648.1;ENST00000705649.1;ENST00000705630.1;ENST00000705629.1;ENST00000705650.1;ENST00000705651.1;ENST00000705652.1;ENST00000659926.1;ENST00000465203.6;ENST00000475055.2;ENST00000705653.1;ENST00000659705.1;ENST00000671191.1;ENST00000667800.1;ENST00000655012.1;ENST00000428312.6,139;153;153;153;191;191;191;191;191;191;191;191;191;191;191;191;218;218;506;841;922
chr3,101686665,101686665,promoter-TSS,,ENST00000667844.1;ENST00000685383.1;ENST00000464595.1;ENST00000394077.8;ENST00000495401.5;ENST00000704284.1;ENST00000488288.2;ENST00000704285.1;ENST00000704286.1;ENST00000469605.2;ENST00000704287.1;ENST00000704288.1;ENST00000470961.1,161;194;46;52;39;46;67;33;16;48;50;74;48
chr3,120742510,120742510,promoter-TSS,GTF2E1,ENST00000484715.1;ENST00000469772.5;ENST00000492959.1;ENST00000283875.6;ENST00000497393.1;ENST00000273375.8;ENST00000648525.1;ENST00000485161.5;ENST00000481015.5;ENST00000465022.5;ENST00000491398.5;ENST00000483733.1,126;221;233;233;251;5;5;3;4;0;22;9
