chr,start,end,annotation,geneName,transcript,distanceToTSS
chr8,6406669,6406669,promoter-TSS,,ENST00000519480.6;ENST00000690826.1;ENST00000692938.1;ENST00000690682.1;ENST00000685179.1;ENST00000684782.1;ENST00000693231.1;ENST00000688452.1;ENST00000688388.1;ENST00000686750.1;ENST00000690518.1;ENST00000688099.1;ENST00000691655.1;ENST00000689736.1;ENST00000690159.1;ENST00000689348.1;ENST00000690708.1;ENST00000344683.10;ENST00000522905.1;ENST00000691435.1;ENST00000689633.1;ENST00000687874.1;ENST00000692836.1;ENST00000688912.1;ENST00000687720.1;ENST00000500118.4;ENST00000606853.2,76;72;59;57;56;55;55;49;46;43;41;41;41;41;41;41;41;41;25;21;21;15;14;11;9;96;88
chr8,6834766,6834766,promoter-TSS,,ENST00000500823.3;ENST00000657010.1;ENST00000655804.1,768;785;785
chr8,9555939,9555939,promoter-TSS,,ENST00000310430.11;ENST00000520408.5;ENST00000522110.1,26;24;6
chr8,11201598,11201598,promoter-TSS,XKR6,ENST00000529336.1;ENST00000297303.4,763;258
chr8,13133243,13133243,promoter-TSS,DLC1,ENST00000515225.1,45
chr8,20197417,20197417,promoter-TSS,,ENST00000276390.7;ENST00000523482.5;ENST00000523478.5;ENST00000520830.1;ENST00000519667.1,35;13;12;6;21
chr8,21919776,21919776,promoter-TSS,XPO7,ENST00000521303.5;ENST00000519769.5,18;15
chr8,22245109,22245109,promoter-TSS,,ENST00000306433.9;ENST00000519237.5;ENST00000397802.8;ENST00000518039.1;ENST00000385302.1,23;56;125;322;65
chr8,23084410,23084410,promoter-TSS,,ENST00000397703.6;ENST00000520607.1,54;6
chr8,26291531,26291531,promoter-TSS,,ENST00000380737.8;ENST00000518254.5;ENST00000520329.5;ENST00000524169.5;ENST00000518397.5;ENST00000522535.5;ENST00000665949.1;ENST00000522150.5;ENST00000523473.5;ENST00000521095.5;ENST00000660435.1,22;2;2;7;82;303;450;581;585;587;753
chr8,27772685,27772685,promoter-TSS,RNU6-1276P,ENST00000365372.1;ENST00000356537.9;ENST00000520486.5;ENST00000520202.5;ENST00000523841.5;ENST00000519509.5;ENST00000522915.5;ENST00000524084.5;ENST00000517979.1,959;44;31;45;77;44;50;57;71
chr8,27774316,27774316,promoter-TSS,,ENST00000305188.13;ENST00000522378.5;ENST00000519637.1,237;237;352
chr8,28701528,28701528,promoter-TSS,,ENST00000696179.1;ENST00000696180.1;ENST00000696181.1;ENST00000220562.9;ENST00000696182.1;ENST00000696183.1;ENST00000696184.1;ENST00000696185.1;ENST00000696186.1;ENST00000519886.5;ENST00000696187.1;ENST00000501224.3;ENST00000659934.1;ENST00000523789.2;ENST00000520023.1;ENST00000519870.1,27;27;27;26;24;14;51;67;69;76;84;208;415;997;63;274
chr8,28890387,28890387,promoter-TSS,HMBOX1,ENST00000519662.5;ENST00000558662.5;ENST00000287701.15;ENST00000523613.5;ENST00000560599.5;ENST00000397358.7;ENST00000560357.5;ENST00000519047.5;ENST00000521516.5;ENST00000560269.1;ENST00000355231.9;ENST00000523303.5;ENST00000521022.6;ENST00000416984.6;ENST00000521777.5;ENST00000522363.5;ENST00000520983.5;ENST00000523436.5;ENST00000518510.5;ENST00000520184.1;ENST00000520831.1,7;7;7;16;16;16;22;237;237;536;928;473;417;144;471;444;465;477;459;452;408
chr8,30082965,30082965,promoter-TSS,,ENST00000256255.11;ENST00000521265.5;ENST00000518340.1;ENST00000522794.1;ENST00000522055.1;ENST00000517569.1;ENST00000521083.1,98;16;0;540;98;5;77
chr8,30156342,30156342,promoter-TSS,DCTN6,ENST00000522141.5;ENST00000522540.5;ENST00000520829.5;ENST00000221114.8;ENST00000523666.5;ENST00000519830.1,22;26;26;26;27;32
chr8,38105554,38105554,promoter-TSS,ASH2L,ENST00000545394.2;ENST00000517719.5;ENST00000343823.11;ENST00000517496.5;ENST00000428278.6;ENST00000521652.5,60;53;24;3;238;384
chr8,42051984,42051984,promoter-TSS,,ENST00000265713.8;ENST00000406337.6;ENST00000396930.4;ENST00000648335.1;ENST00000649827.1;ENST00000485568.5;ENST00000647809.1;ENST00000648030.1;ENST00000650356.1;ENST00000470574.2;ENST00000426524.6,2;9;5;2;2;2;0;2;9;2;2
chr8,42843343,42843343,promoter-TSS,THAP1,ENST00000254250.7;ENST00000345117.2;ENST00000529779.1;ENST00000532093.1,17;37;141;554
chr8,43056287,43056287,promoter-TSS,FNTA,ENST00000526755.5;ENST00000302279.8;ENST00000527153.5;ENST00000533383.5;ENST00000533998.5;ENST00000524546.5;ENST00000531266.5;ENST00000533368.1;ENST00000525699.5;ENST00000529687.5,20;35;40;42;43;67;74;127;304;385
chr8,43093924,43093924,promoter-TSS,,ENST00000675501.1,526
chr8,48008440,48008440,promoter-TSS,UBE2V2,ENST00000523432.5;ENST00000521346.5;ENST00000523111.7;ENST00000518360.5;ENST00000517630.5,24;20;8;1;10
chr8,51899304,51899304,promoter-TSS,,ENST00000656129.1;ENST00000684825.1;ENST00000518942.3;ENST00000423716.1;ENST00000520357.1;ENST00000521612.1;ENST00000544451.2;ENST00000360540.9;ENST00000522514.6;ENST00000519559.1;ENST00000521344.1;ENST00000521046.1,35;20;10;344;410;429;117;205;267;333;190;279
chr8,58411388,58411388,promoter-TSS,UBXN2B,ENST00000522978.1;ENST00000399598.7;ENST00000520732.5;ENST00000523409.5,28;26;6;6
chr8,63168639,63168639,promoter-TSS,YTHDF3,ENST00000617200.1;ENST00000623280.3;ENST00000522282.1;ENST00000519428.5;ENST00000539294.6;ENST00000621957.4;ENST00000517371.5;ENST00000615676.1;ENST00000621413.4;ENST00000612880.4;ENST00000617952.4;ENST00000619337.4;ENST00000621890.4;ENST00000613853.4;ENST00000621820.4;ENST00000603538.2,85;85;76;17;17;12;14;15;21;47;321;363;363;380;382;173
chr8,67062116,67062116,promoter-TSS,,ENST00000674647.1;ENST00000676113.1;ENST00000357849.9;ENST00000521386.5;ENST00000523890.5;ENST00000517406.1,300;309;16;486;86;36
chr8,67343741,67343741,promoter-TSS,,ENST00000607397.1;ENST00000262215.8;ENST00000519436.1,233;39;63
chr8,73008892,73008892,promoter-TSS,,ENST00000678358.1;ENST00000679115.1;ENST00000517390.2;ENST00000522018.2;ENST00000677031.1;ENST00000678860.1;ENST00000678997.1;ENST00000276602.10;ENST00000676483.1;ENST00000678518.1;ENST00000276603.10;ENST00000518874.6;ENST00000518695.2,35;31;31;27;27;27;27;27;27;27;27;14;15
chr8,74350462,74350462,promoter-TSS,,ENST00000675928.1;ENST00000674754.1;ENST00000675706.1;ENST00000676443.1;ENST00000675625.1;ENST00000674934.1;ENST00000676112.1;ENST00000674926.1;ENST00000674710.1;ENST00000675060.1;ENST00000434412.3;ENST00000674944.1;ENST00000675832.1;ENST00000675336.1;ENST00000675633.1;ENST00000675165.1;ENST00000674973.1;ENST00000220822.12;ENST00000675999.1;ENST00000523640.2;ENST00000524195.2;ENST00000675560.1;ENST00000675472.1;ENST00000675463.1;ENST00000676207.1;ENST00000522568.2;ENST00000674865.1;ENST00000524366.6;ENST00000676049.1;ENST00000674756.1;ENST00000676415.1;ENST00000675661.1;ENST00000675007.1;ENST00000674946.1;ENST00000676120.1;ENST00000675265.1;ENST00000520797.6;ENST00000675565.1;ENST00000521872.1,66;66;66;66;66;65;65;65;61;58;58;58;58;58;58;58;58;58;58;58;58;58;52;52;48;45;43;35;27;27;17;17;17;17;15;7;282;877;411
chr8,80030244,80030244,promoter-TSS,,ENST00000276585.9;ENST00000519386.5;ENST00000521434.5;ENST00000521605.1;ENST00000519120.1;ENST00000520946.1;ENST00000518271.1;ENST00000522987.1,14;404;331;44;279;269;11;9
chr8,81721262,81721262,promoter-TSS,,ENST00000220669.10;ENST00000523096.5;ENST00000522520.5;ENST00000519464.5;ENST00000521895.5;ENST00000521287.5;ENST00000523431.5;ENST00000517588.5;ENST00000519523.5;ENST00000517450.5;ENST00000518419.5;ENST00000520076.5;ENST00000524339.5;ENST00000519820.5;ENST00000523012.1,37;37;26;24;19;32;27;0;25;37;20;20;32;37;17
chr8,93740979,93740979,promoter-TSS,,ENST00000523945.1;ENST00000519109.6;ENST00000517700.6;ENST00000518597.2;ENST00000520560.6;ENST00000399300.7,213;260;9;21;29;37
chr1,31065707,31065707,promoter-TSS,PUM1,ENST00000424085.6;ENST00000257075.9;ENST00000373747.7;ENST00000426105.7;ENST00000525843.5;ENST00000440538.6;ENST00000373742.6;ENST00000526215.5;ENST00000525948.5;ENST00000480602.1;ENST00000524516.1,11;8;2;9;18;22;77;30;11;23;11
chr8,94823292,94823292,promoter-TSS,INTS8,ENST00000521860.5;ENST00000523731.6;ENST00000519457.5;ENST00000519053.5;ENST00000524333.5;ENST00000523321.5;ENST00000343161.8;ENST00000523206.5,81;4;1;5;6;14;83;83
chr8,95025003,95025003,promoter-TSS,,ENST00000519804.2;ENST00000396124.9;ENST00000518258.5;ENST00000523337.5;ENST00000517976.5;ENST00000520632.5;ENST00000522683.5;ENST00000518608.5;ENST00000454358.6;ENST00000520757.1,13;13;8;2;17;29;62;64;64;64
chr8,95269177,95269177,promoter-TSS,,ENST00000286688.6,23
chr8,96235521,96235521,promoter-TSS,,ENST00000520575.1;ENST00000671278.1;ENST00000287022.10;ENST00000517603.5;ENST00000521036.5;ENST00000518876.1;ENST00000518406.5;ENST00000523920.1;ENST00000519322.1,93;119;23;21;24;22;17;24;23
chr10,5813629,5813629,promoter-TSS,,ENST00000608273.1;ENST00000380191.9;ENST00000380181.7;ENST00000456041.5;ENST00000418688.5;ENST00000609712.1,355;194;217;241;199;196
chr8,97644205,97644205,promoter-TSS,,ENST00000336273.8;ENST00000519934.5;ENST00000522313.1;ENST00000659172.1,20;340;587;323
chr8,98045521,98045521,promoter-TSS,,ENST00000689912.2;ENST00000518164.5;ENST00000521291.5;ENST00000396070.6;ENST00000287038.8;ENST00000518850.5;ENST00000523172.5;ENST00000517489.1;ENST00000520998.1;ENST00000521112.1,131;26;6;22;23;23;24;28;23;26
chr8,102412692,102412692,promoter-TSS,,ENST00000520539.6;ENST00000220959.8;ENST00000521922.5,7;2;66
chr8,108248717,108248717,promoter-TSS,,ENST00000678042.1;ENST00000678773.1;ENST00000220849.10;ENST00000678937.1;ENST00000523674.2;ENST00000677674.1;ENST00000676892.1;ENST00000676706.1;ENST00000518100.6;ENST00000521297.2;ENST00000522352.6;ENST00000676698.1;ENST00000519627.2;ENST00000519030.6;ENST00000518345.2;ENST00000522445.6;ENST00000677965.1;ENST00000676642.1;ENST00000678901.1;ENST00000678243.1;ENST00000678004.1;ENST00000677590.1;ENST00000677272.1;ENST00000677746.1;ENST00000677447.1;ENST00000676548.1;ENST00000521440.6;ENST00000518442.5;ENST00000522887.1,6;12;0;0;1;1;57;8;0;1;2;12;8;15;12;0;6;0;0;0;0;185;1;11;12;12;9;84;0
chr8,108443652,108443652,promoter-TSS,EMC2,ENST00000524143.5;ENST00000220853.8;ENST00000517593.5;ENST00000517784.5;ENST00000677409.1;ENST00000677084.1;ENST00000677040.1;ENST00000678023.1;ENST00000678334.1;ENST00000677614.1;ENST00000678797.1;ENST00000679198.1;ENST00000676663.1;ENST00000678881.1;ENST00000676487.1;ENST00000677215.1;ENST00000678472.1;ENST00000677458.1;ENST00000678887.1,50;27;18;14;176;198;177;232;155;181;168;213;191;212;177;186;176;163;176
chr10,7818512,7818512,promoter-TSS,,ENST00000687671.1;ENST00000690066.1;ENST00000685647.1;ENST00000686593.1;ENST00000692164.1;ENST00000344293.6;ENST00000692339.1;ENST00000687522.1,14;7;6;6;6;6;3;15
chr8,116755785,116755785,promoter-TSS,,ENST00000521861.6;ENST00000518949.5;ENST00000518995.5;ENST00000522800.5;ENST00000518034.5;ENST00000517974.1;ENST00000522453.1;ENST00000519046.5,37;0;36;43;37;37;19;37
chr8,116874791,116874791,promoter-TSS,,ENST00000687358.1;ENST00000519837.6;ENST00000522699.2;ENST00000517485.6;ENST00000297338.7;ENST00000517749.2;ENST00000520992.6;ENST00000685972.1;ENST00000687902.1;ENST00000523547.2;ENST00000686622.1;ENST00000688033.1;ENST00000689504.1;ENST00000582903.1,462;430;430;262;14;581;366;377;377;350;363;390;350;8
chr8,119832834,119832834,promoter-TSS,,ENST00000665858.1;ENST00000378164.7;ENST00000692916.1;ENST00000685993.1;ENST00000692829.1;ENST00000523904.2;ENST00000685824.1;ENST00000689919.1;ENST00000691880.1;ENST00000684862.1;ENST00000685663.1;ENST00000685755.1;ENST00000686098.1;ENST00000688037.1;ENST00000690922.1;ENST00000691237.1;ENST00000692518.1;ENST00000691057.1;ENST00000685876.1;ENST00000689341.1;ENST00000685684.1;ENST00000689399.1;ENST00000685202.1;ENST00000688645.1;ENST00000692707.1;ENST00000690808.1;ENST00000685503.1;ENST00000686879.1;ENST00000685235.1;ENST00000690144.1;ENST00000689164.1;ENST00000691847.1;ENST00000688215.1;ENST00000690031.1;ENST00000689867.1;ENST00000689873.1;ENST00000521007.2,40;6;193;1;1;0;0;0;0;6;6;6;6;6;6;6;6;10;13;13;19;19;20;20;22;26;28;20;20;20;188;13;13;3;6;0;65
chr8,123274252,123274252,promoter-TSS,ZHX1-C8orf76,ENST00000622816.2;ENST00000395571.8;ENST00000524267.5;ENST00000480132.6,31;33;254;13
chr8,143609535,143609535,promoter-TSS,,ENST00000495276.6;ENST00000220966.10;ENST00000447926.6;ENST00000433751.5;ENST00000482616.1,39;78;33;33;21
