chr,start,end,annotation,geneName,transcript,distanceToTSS
chr16,11689281,11689281,promoter-TSS,TXNDC11,ENST00000575349.1,712
chr16,30585742,30585742,promoter-TSS,,ENST00000563540.1;ENST00000470110.2;ENST00000395216.3;ENST00000567773.1,164;26;44;244
chr16,30650568,30650568,promoter-TSS,PRR14,ENST00000563399.5;ENST00000568754.5;ENST00000563211.5;ENST00000569864.5;ENST00000564946.5;ENST00000565410.5;ENST00000300835.9;ENST00000287463.8;ENST00000542965.2,148;160;209;209;211;367;391;416;621
chr16,57735323,57735323,promoter-TSS,KATNB1,ENST00000562592.5;ENST00000379661.8;ENST00000566726.5;ENST00000566611.5,415;446;467;540
chr16,69131290,69131290,promoter-TSS,UTP4,ENST00000563299.5,0
chr16,74607492,74607492,promoter-TSS,GLG1,ENST00000205061.9;ENST00000422840.7;ENST00000447066.6;ENST00000567951.5;ENST00000562090.5;ENST00000627032.2;ENST00000565260.1,377;377;379;393;386;347;394
chr17,7884016,7884016,promoter-TSS,,ENST00000700753.1;ENST00000380358.9,779;779
chr17,31318526,31318526,promoter-TSS,,ENST00000687027.1;ENST00000693617.1;ENST00000684826.1,69;11;90
chr17,40131438,40131438,promoter-TSS,MSL1,ENST00000583127.1;ENST00000580086.1,341;552
chr17,40219097,40219097,promoter-TSS,WIPF2,ENST00000583268.1;ENST00000323571.9;ENST00000494757.5;ENST00000582781.5;ENST00000585043.5;ENST00000394103.7;ENST00000583130.5;ENST00000584296.1,206;206;224;228;251;259;692;754
chr17,44014963,44014963,promoter-TSS,,ENST00000206380.8;ENST00000587529.1,0;10
chr17,48632615,48632615,promoter-TSS,MIR196A1,ENST00000388006.1,55
chr17,49788464,49788464,promoter-TSS,,ENST00000706506.1;ENST00000503635.2;ENST00000706507.1;ENST00000706508.1;ENST00000706509.1;ENST00000706510.1;ENST00000675278.1;ENST00000706511.1;ENST00000706512.1;ENST00000706513.1;ENST00000706629.1;ENST00000706630.1;ENST00000706637.1;ENST00000706638.1;ENST00000706639.1;ENST00000454930.6;ENST00000259021.9;ENST00000509773.5;ENST00000510819.5;ENST00000706640.1;ENST00000424009.6;ENST00000509124.5;ENST00000506533.6,159;183;183;183;183;183;183;184;210;210;210;210;210;210;210;216;216;217;228;228;241;249;847
chr17,76354053,76354053,promoter-TSS,,ENST00000446526.8;ENST00000436498.6;ENST00000494662.5,136;600;424
chr17,77087950,77087950,promoter-TSS,SNHG20,ENST00000648926.1;ENST00000434411.6;ENST00000649047.1;ENST00000649712.1;ENST00000650557.1;ENST00000647904.1;ENST00000648984.1;ENST00000565256.1;ENST00000566583.5;ENST00000561633.5;ENST00000564509.5;ENST00000561721.6;ENST00000589827.5;ENST00000392476.6;ENST00000648740.1;ENST00000569632.1;ENST00000366365.3,680;680;700;709;715;721;761;798;798;798;798;798;798;798;816;826;827
chr18,4459008,4459008,promoter-TSS,,ENST00000579720.1,221
chr18,23710294,23710294,promoter-TSS,RPL23AP77,ENST00000588044.1,6
chr18,31343568,31343568,promoter-TSS,DSG1,ENST00000462981.2,62
chr18,50288032,50288032,promoter-TSS,CXXC1,ENST00000412036.6;ENST00000589940.5;ENST00000285106.11;ENST00000590901.5;ENST00000589548.6;ENST00000673786.1;ENST00000591474.5;ENST00000586837.1;ENST00000586365.5;ENST00000587396.1,395;380;339;916;192;192;347;461;330;352
chr18,56651174,56651174,promoter-TSS,WDR7,ENST00000589935.1;ENST00000254442.8;ENST00000357574.7;ENST00000593058.1;ENST00000590954.5;ENST00000586079.1,168;184;186;500;45;128
chr18,74574486,74574486,promoter-TSS,CNDP1,ENST00000578498.1,277
chr18,75712652,75712652,promoter-TSS,,ENST00000662237.1;ENST00000564156.1,244;266
chr19,8461524,8461524,promoter-TSS,HNRNPM,ENST00000593293.1,444
chr19,9140245,9140245,promoter-TSS,ZNF317,ENST00000360385.7;ENST00000247956.11;ENST00000591278.5;ENST00000419608.2,151;151;169;183
chr19,12945073,12945073,promoter-TSS,RAD23A,ENST00000591499.5;ENST00000651137.1;ENST00000586534.6;ENST00000588329.5;ENST00000316856.7;ENST00000592268.5;ENST00000593114.5;ENST00000588826.2;ENST00000589120.1,781;785;788;792;802;818;820;931;585
chr19,17932862,17932862,promoter-TSS,,ENST00000445755.7;ENST00000602080.1,152;160
chr19,37172888,37172888,promoter-TSS,ZNF585A,ENST00000587817.5;ENST00000588723.5;ENST00000292841.10;ENST00000356958.8;ENST00000392157.2;ENST00000588354.1,161;195;192;146;451;193
chr19,37210712,37210712,promoter-TSS,,ENST00000590245.5;ENST00000532828.7;ENST00000527838.5;ENST00000591492.5;ENST00000392156.7;ENST00000591273.5;ENST00000526705.1,199;175;227;206;162;180;206
chr19,37506781,37506781,promoter-TSS,,ENST00000627814.3;ENST00000587143.5;ENST00000586138.5;ENST00000588578.5;ENST00000587986.5;ENST00000588845.2;ENST00000585397.1,157;200;347;358;436;156;513
chr19,42512383,42512383,promoter-TSS,CEACAM1,ENST00000488639.6;ENST00000676851.1,27;95
chr19,44165120,44165120,promoter-TSS,ZNF226,ENST00000590578.5;ENST00000589160.5;ENST00000586286.5;ENST00000337433.10;ENST00000585560.5;ENST00000586914.5;ENST00000588883.5;ENST00000413984.6;ENST00000588742.5;ENST00000300823.10;ENST00000585678.5;ENST00000586203.5;ENST00000590467.5;ENST00000588795.5;ENST00000588127.5;ENST00000590089.5;ENST00000454662.6;ENST00000590524.1;ENST00000654455.1,46;35;22;19;18;18;18;16;15;15;12;10;7;3;3;34;43;635;164
chr19,45630671,45630671,promoter-TSS,EML2,ENST00000588272.1,638
chr19,48254736,48254736,promoter-TSS,CARD8-AS1,ENST00000602172.1,938
chr19,48624100,48624100,promoter-TSS,SPHK2,ENST00000597434.5;ENST00000601704.1;ENST00000593308.1;ENST00000599033.1;ENST00000599748.5;ENST00000599029.2;ENST00000598574.1;ENST00000600303.1;ENST00000598735.1;ENST00000594850.1,93;242;327;371;851;868;928;241;698;31
chr19,49813649,49813649,promoter-TSS,,ENST00000313777.9;ENST00000525130.5;ENST00000528094.5;ENST00000533418.5;ENST00000525370.5;ENST00000377092.8;ENST00000528043.5;ENST00000531017.5;ENST00000527585.5;ENST00000534008.5;ENST00000526575.1;ENST00000525800.5;ENST00000527111.2;ENST00000526435.1,356;458;473;399;492;375;399;339;362;407;470;413;349;364
chr19,49927878,49927878,promoter-TSS,ATF5,ENST00000595125.5,823
chr19,51888108,51888108,promoter-TSS,ZNF649-AS1,ENST00000600329.1;ENST00000638827.1;ENST00000639703.1;ENST00000640955.1;ENST00000451628.9;ENST00000639636.2;ENST00000301399.12;ENST00000638348.2;ENST00000638814.1;ENST00000638538.1;ENST00000638423.1;ENST00000640429.1;ENST00000638684.1;ENST00000638721.1,82;133;127;156;171;171;156;156;165;218;131;165;172;216
chr19,51905100,51905100,promoter-TSS,,ENST00000354957.8;ENST00000600738.5;ENST00000597882.5;ENST00000595418.5;ENST00000599530.1;ENST00000596690.1,82;88;82;82;80;59
chr19,51927070,51927070,promoter-TSS,ZNF613,ENST00000593395.1;ENST00000391794.8;ENST00000599683.5;ENST00000293471.11;ENST00000600853.1;ENST00000593379.1,76;364;377;401;403;413
chr19,51986928,51986928,promoter-TSS,,ENST00000243644.9;ENST00000601430.5;ENST00000600703.5;ENST00000598254.1;ENST00000594929.5;ENST00000593596.1;ENST00000597555.1;ENST00000599258.1,87;71;101;137;100;257;122;100
chr19,52008519,52008519,promoter-TSS,ZNF615,ENST00000602063.5;ENST00000598071.6;ENST00000594083.5;ENST00000599177.5;ENST00000376716.9;ENST00000391795.7;ENST00000593650.5;ENST00000599115.5;ENST00000601178.5;ENST00000597747.5;ENST00000599631.5;ENST00000597905.5;ENST00000595114.1,437;307;322;303;288;288;318;317;295;355;317;301;317
chr19,52028511,52028511,promoter-TSS,ZNF614,ENST00000356322.10;ENST00000270649.11;ENST00000595189.5,161;131;173
chr19,52049381,52049381,promoter-TSS,,ENST00000221315.10;ENST00000594154.5;ENST00000598745.5;ENST00000597273.1,542;819;740;616
chr19,57849659,57849659,promoter-TSS,,ENST00000339656.8;ENST00000484707.1;ENST00000423137.1,199;200;200
chr2,3652416,3652416,promoter-TSS,,ENST00000691818.1,332
chr2,24329836,24329836,promoter-TSS,HMGN2P20,ENST00000437531.1,565
chr2,24794165,24794165,promoter-TSS,,ENST00000328379.6,773
chr2,24972930,24972930,promoter-TSS,DNAJC27,ENST00000534855.5;ENST00000264711.7;ENST00000380809.7,835;974;867
chr2,44361594,44361594,promoter-TSS,,ENST00000378494.8;ENST00000402247.5;ENST00000407131.5;ENST00000403853.7;ENST00000454433.5;ENST00000425263.5;ENST00000409411.6;ENST00000426481.5;ENST00000409957.5;ENST00000409936.5;ENST00000260648.10;ENST00000438314.1;ENST00000477410.1,352;355;361;369;510;919;99;919;32;99;919;100;47
chr2,68366350,68366350,promoter-TSS,,ENST00000366218.2,765
chr2,73828799,73828799,promoter-TSS,STAMBP,ENST00000339566.7;ENST00000683349.1;ENST00000682157.1;ENST00000683036.1;ENST00000683317.1;ENST00000682847.1;ENST00000684095.1;ENST00000684337.1;ENST00000683247.1;ENST00000682329.1;ENST00000682683.1;ENST00000682851.1;ENST00000683149.1;ENST00000683728.1;ENST00000394070.7;ENST00000409707.6;ENST00000682352.1;ENST00000682592.1;ENST00000683434.1;ENST00000683718.1;ENST00000684585.1;ENST00000684697.1;ENST00000683518.1;ENST00000424659.6;ENST00000536064.2;ENST00000684200.1;ENST00000684355.1;ENST00000684774.1;ENST00000478946.2;ENST00000682423.1;ENST00000683465.1;ENST00000682998.1;ENST00000682799.1;ENST00000684703.1;ENST00000683016.1;ENST00000684174.1;ENST00000684716.1;ENST00000394073.6;ENST00000682848.1;ENST00000683027.1;ENST00000683304.1;ENST00000683530.1;ENST00000683877.1;ENST00000684671.1;ENST00000684321.1;ENST00000683852.1;ENST00000684312.1;ENST00000682379.1;ENST00000683205.1;ENST00000682784.1;ENST00000682351.1;ENST00000683818.1;ENST00000684426.1;ENST00000683582.1;ENST00000452725.6;ENST00000682105.1;ENST00000682387.1;ENST00000682747.1;ENST00000683594.1;ENST00000683417.1;ENST00000683928.1;ENST00000683391.1;ENST00000684758.1;ENST00000682558.1,116;118;118;118;118;118;118;122;130;140;140;143;143;161;161;162;167;167;167;167;167;167;167;174;176;176;176;176;176;176;178;183;183;183;183;183;183;187;187;187;187;187;187;187;187;187;187;187;189;189;190;191;215;223;228;228;228;228;228;228;231;233;237;299
chr2,75646718,75646718,promoter-TSS,MRPL19,ENST00000493686.1;ENST00000393909.7;ENST00000358788.10;ENST00000409374.5;ENST00000476622.1,64;64;75;84;260
chr2,98727661,98727661,promoter-TSS,MGAT4A,ENST00000264968.7;ENST00000409391.1;ENST00000484936.5,964;828;779
chr2,135531177,135531177,promoter-TSS,R3HDM1,ENST00000483021.5;ENST00000463230.5;ENST00000683871.1;ENST00000409478.5;ENST00000264160.8;ENST00000438014.5;ENST00000488035.5;ENST00000401392.5;ENST00000264159.11;ENST00000536680.5;ENST00000403017.2;ENST00000452187.6;ENST00000492193.1,277;295;306;323;335;339;349;445;40;446;564;21;600
chr2,135986738,135986738,promoter-TSS,DARS,ENST00000441323.5;ENST00000456565.5;ENST00000449218.5,853;637;840
chr2,159615001,159615001,promoter-TSS,,ENST00000686508.2;ENST00000703004.1;ENST00000691388.2,290;336;652
chr2,173963483,173963483,promoter-TSS,SP3,ENST00000483084.1,103
chr2,177165427,177165427,promoter-TSS,,ENST00000441205.1;ENST00000653899.1;ENST00000659269.1;ENST00000670819.1;ENST00000659683.1;ENST00000658626.1,910;770;949;789;858;771
chr2,180983925,180983925,promoter-TSS,UBE2E3,ENST00000602888.5,80
chr2,201182786,201182786,promoter-TSS,,ENST00000374650.8;ENST00000485408.2;ENST00000696191.1;ENST00000492363.6;ENST00000460140.5;ENST00000313728.12;ENST00000272879.9;ENST00000346817.10;ENST00000696190.1;ENST00000471191.2;ENST00000438843.6;ENST00000286186.11;ENST00000696199.1;ENST00000448480.1;ENST00000484926.1,85;94;111;111;325;340;345;348;354;354;354;354;354;408;429
chr2,224886225,224886225,promoter-TSS,DOCK10,ENST00000543715.1,28
chr2,231452206,231452206,promoter-TSS,,ENST00000370380.2,10
