chr,start,end,annotation,geneName,transcript,distanceToTSS
chr7,44796939,44796939,promoter-TSS,,ENST00000677521.1;ENST00000678789.1;ENST00000678165.1;ENST00000677022.1;ENST00000678805.1,47;12;39;196;660
chr1,28369624,28369624,promoter-TSS,PHACTR4,ENST00000633371.1;ENST00000632202.1;ENST00000632421.1;ENST00000463428.5;ENST00000373839.8;ENST00000493669.2,41;14;85;114;115;119
chr7,54759965,54759965,promoter-TSS,SEC61G,ENST00000395535.7;ENST00000352861.9;ENST00000415949.5;ENST00000450622.1;ENST00000460484.5;ENST00000480303.1;ENST00000461536.1,718;753;8;782;766;723;749
chr7,54933203,54933203,promoter-TSS,,ENST00000407916.2,495
chr7,55366043,55366043,promoter-TSS,LANCL2,ENST00000452107.6,67
chr7,55887457,55887457,promoter-TSS,,ENST00000429591.4;ENST00000466630.5;ENST00000411863.2,0;18;79
chr7,64314009,64314009,promoter-TSS,,ENST00000423484.3;ENST00000488621.1,47;4
chr7,65873392,65873392,promoter-TSS,VKORC1L1,ENST00000434382.2,22
chr7,66995766,66995766,promoter-TSS,,ENST00000246868.7;ENST00000697860.1;ENST00000697861.1;ENST00000414306.6;ENST00000697862.1;ENST00000697868.1;ENST00000697863.1;ENST00000697864.1;ENST00000697865.1;ENST00000697866.1;ENST00000697897.1;ENST00000697869.1,179;883;232;179;161;187;179;152;72;179;72;179
chr1,234606312,234606312,promoter-TSS,,ENST00000436039.1,695
chr7,73683416,73683416,promoter-TSS,,ENST00000265758.7;ENST00000395176.3,180;36
chr7,74174358,74174358,promoter-TSS,EIF4H,ENST00000489484.5;ENST00000495187.2;ENST00000677998.1;ENST00000677570.1;ENST00000265753.13;ENST00000353999.6;ENST00000679266.1;ENST00000679287.1;ENST00000677681.1;ENST00000678815.1;ENST00000479338.5,26;4;4;1;1;1;0;0;0;0;0
chr1,235328394,235328394,promoter-TSS,GGPS1,ENST00000471812.5;ENST00000358966.6;ENST00000282841.9;ENST00000643418.1;ENST00000647428.1;ENST00000645655.1;ENST00000644055.1;ENST00000391855.2;ENST00000646528.1;ENST00000647186.1;ENST00000646624.1;ENST00000482013.1;ENST00000643410.1;ENST00000645205.1;ENST00000645351.1;ENST00000645836.1;ENST00000489692.1;ENST00000646281.1;ENST00000642503.1;ENST00000645069.1;ENST00000644680.1;ENST00000643758.1;ENST00000497327.1;ENST00000366603.6;ENST00000349213.7;ENST00000264183.9;ENST00000421364.5;ENST00000491632.5;ENST00000418304.1;ENST00000466653.1;ENST00000462969.1,4;43;175;175;175;175;175;176;176;176;176;178;178;178;178;180;195;341;341;372;378;564;634;906;174;214;259;225;197;176;530
chr7,82443457,82443457,promoter-TSS,,ENST00000705962.1,81
chr7,100428395,100428395,promoter-TSS,,ENST00000695111.1;ENST00000497759.2;ENST00000695112.1;ENST00000414441.5;ENST00000695113.1;ENST00000479201.2,72;394;421;421;514;979
chr7,100612203,100612203,promoter-TSS,MOSPD3,ENST00000462372.5;ENST00000490309.1;ENST00000493970.5;ENST00000379527.6;ENST00000393950.7;ENST00000424091.2;ENST00000497456.1,44;18;168;226;336;352;611
chr7,100694253,100694253,promoter-TSS,GIGYF1,ENST00000646601.1;ENST00000678049.1;ENST00000643385.1,284;2;215
chr7,100874740,100874740,promoter-TSS,,ENST00000611405.5;ENST00000620394.1;ENST00000614484.4;ENST00000618262.4;ENST00000614370.4;ENST00000618411.4;ENST00000431645.1,362;370;385;385;422;444;649
chr7,101218028,101218028,promoter-TSS,,ENST00000305105.3;ENST00000461205.5;ENST00000492315.5;ENST00000223127.8;ENST00000478082.5;ENST00000414785.5,136;137;152;446;33;33
chr7,102464849,102464849,promoter-TSS,LRWD1,ENST00000463739.5;ENST00000292616.10;ENST00000464107.5;ENST00000473880.5;ENST00000626402.1;ENST00000476270.1;ENST00000485808.5;ENST00000582533.1;ENST00000292566.4;ENST00000490528.1;ENST00000498283.1,106;134;151;173;231;245;302;892;13;13;7
chr1,28643368,28643368,promoter-TSS,,ENST00000685589.1;ENST00000693642.1;ENST00000688108.1;ENST00000692098.1;ENST00000691563.1;ENST00000471683.6;ENST00000373824.9;ENST00000495422.2;ENST00000689843.1;ENST00000691050.1;ENST00000690860.1;ENST00000263974.4;ENST00000693729.1;ENST00000690492.1,263;282;263;282;348;252;300;282;360;352;282;362;304;286
chr7,103149605,103149605,promoter-TSS,,ENST00000465647.6;ENST00000341533.8;ENST00000417955.5;ENST00000422589.5;ENST00000427257.5;ENST00000418294.1;ENST00000479761.1;ENST00000425379.1,505;372;422;716;44;505;628;369
chr7,103297456,103297456,promoter-TSS,,ENST00000706437.1;ENST00000706438.1;ENST00000706439.1;ENST00000706440.1;ENST00000469560.2;ENST00000706441.1;ENST00000706442.1;ENST00000706447.1;ENST00000706448.1;ENST00000706449.1;ENST00000706450.1;ENST00000706451.1;ENST00000706443.1;ENST00000706452.1;ENST00000706453.1;ENST00000706454.1;ENST00000428154.5;ENST00000249269.9;ENST00000706455.1;ENST00000706456.1;ENST00000706457.1;ENST00000456433.5;ENST00000443722.5;ENST00000498530.5;ENST00000706458.1;ENST00000444457.5;ENST00000453466.1;ENST00000706459.1;ENST00000706460.1;ENST00000706461.1,48;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;20;20;20;13;4;2;1;0;0;0;0;3;171;248
chr7,105014090,105014090,promoter-TSS,,ENST00000257745.9;ENST00000479838.3;ENST00000334884.9;ENST00000700500.1;ENST00000478990.6;ENST00000473063.2;ENST00000311117.8;ENST00000474203.6;ENST00000480368.5;ENST00000495267.5;ENST00000476671.5;ENST00000478079.2;ENST00000667857.1;ENST00000690482.2;ENST00000687813.1;ENST00000684821.1,73;94;99;114;114;114;114;115;116;117;127;131;341;8;3;2
chr7,106598968,106598968,promoter-TSS,,ENST00000650160.1;ENST00000663341.1;ENST00000591803.2,159;61;59
chr7,106770339,106770339,promoter-TSS,,ENST00000592441.1,131
chr7,112206723,112206723,promoter-TSS,ZNF277,ENST00000361946.8;ENST00000361822.8;ENST00000421043.5;ENST00000457808.5;ENST00000425229.5;ENST00000450657.1;ENST00000428084.6;ENST00000437633.6;ENST00000476846.5;ENST00000661654.1,27;27;25;25;24;21;323;323;328;315
chr7,117873405,117873405,promoter-TSS,,ENST00000160373.8;ENST00000441556.5,35;23
chr7,127253679,127253679,promoter-TSS,,ENST00000339582.7;ENST00000706916.1;ENST00000706917.1;ENST00000472701.5,737;737;812;585
chr7,134127355,134127355,promoter-TSS,LRGUK,ENST00000645682.1;ENST00000695542.2;ENST00000285928.3;ENST00000473068.1,55;14;14;2
chr7,139340202,139340202,promoter-TSS,LUC7L2,ENST00000541170.7;ENST00000481123.1;ENST00000482181.1;ENST00000488886.1,156;247;288;374
chr7,139341387,139341387,promoter-TSS,,ENST00000297534.7;ENST00000541515.3,49;26
chr7,139360269,139360269,promoter-TSS,,ENST00000608266.1,702
chr1,244652926,244652926,promoter-TSS,DESI2,ENST00000263831.11;ENST00000484738.1;ENST00000302550.16;ENST00000418162.1,176;199;199;824
chr1,244835561,244835561,promoter-TSS,COX20,ENST00000366528.3;ENST00000391839.6;ENST00000411948.7;ENST00000498262.1;ENST00000666823.1,54;94;96;97;549
chr1,244863384,244863384,promoter-TSS,,ENST00000610145.2;ENST00000639628.2;ENST00000440865.2;ENST00000366525.8,397;989;277;433
chr7,152759636,152759636,promoter-TSS,ACTR3B,ENST00000377776.7;ENST00000256001.13;ENST00000397282.2;ENST00000685293.2,112;115;151;31
chr7,154928527,154928527,promoter-TSS,,ENST00000661090.1;ENST00000656459.1;ENST00000646803.1;ENST00000411526.6;ENST00000657268.1;ENST00000662567.1;ENST00000397551.6;ENST00000449486.1,66;62;41;28;25;22;9;0
chr7,155644679,155644679,promoter-TSS,,ENST00000401878.8;ENST00000392759.7;ENST00000636307.1;ENST00000688916.1;ENST00000635770.1;ENST00000637398.1;ENST00000401694.4;ENST00000460022.6;ENST00000474963.1;ENST00000469539.1,17;22;272;282;282;492;277;301;272;272
chr8,17156732,17156732,promoter-TSS,ZDHHC2,ENST00000523132.1,701
chr8,17923002,17923002,promoter-TSS,PCM1,ENST00000518930.1;ENST00000325083.13;ENST00000517545.5;ENST00000517730.5;ENST00000518537.5;ENST00000518936.5;ENST00000523055.5;ENST00000519253.5,33;13;11;11;2;3;7;25
chr8,19817264,19817264,promoter-TSS,INTS10,ENST00000518424.1;ENST00000397977.8;ENST00000522114.5;ENST00000520985.1;ENST00000521758.5;ENST00000523869.1,126;151;172;174;185;316
chr8,22440846,22440846,promoter-TSS,PPP3CC,ENST00000518852.5;ENST00000240139.10;ENST00000289963.12;ENST00000397775.7;ENST00000522000.1,26;231;277;289;518
chr8,25184829,25184829,promoter-TSS,DOCK5,ENST00000481100.5;ENST00000653303.1,56;594
chr8,37762510,37762510,promoter-TSS,PLPBP,ENST00000520073.5;ENST00000523358.5;ENST00000523187.5;ENST00000518036.5;ENST00000328195.8;ENST00000523994.1,84;89;89;99;134;144
chr10,135335,135335,promoter-TSS,,ENST00000704340.1;ENST00000704336.1;ENST00000704315.1;ENST00000381604.9;ENST00000381584.6;ENST00000602682.6;ENST00000704339.1;ENST00000403354.5;ENST00000704335.1;ENST00000704306.1;ENST00000627286.2;ENST00000704343.1;ENST00000402736.5;ENST00000704307.1;ENST00000397955.7;ENST00000704301.1;ENST00000704303.1,100;102;115;119;128;136;136;148;153;170;172;173;173;183;183;477;863
chr8,38176498,38176498,promoter-TSS,BAG4,ENST00000521282.1;ENST00000432471.6;ENST00000287322.5;ENST00000311351.9;ENST00000523511.1,34;89;356;4;9
chr8,38380865,38380865,promoter-TSS,NSD3,ENST00000534539.1,43
chr8,38385271,38385271,promoter-TSS,LETM2,ENST00000527334.5,935
chr8,38996229,38996229,promoter-TSS,,ENST00000678474.1;ENST00000676765.1;ENST00000466936.5;ENST00000676617.1;ENST00000677137.1;ENST00000677359.1;ENST00000678540.1;ENST00000676669.1;ENST00000677582.1;ENST00000679268.1;ENST00000676643.1;ENST00000481058.2;ENST00000676936.1;ENST00000677004.1;ENST00000677165.1;ENST00000677908.1;ENST00000678730.1;ENST00000678253.1;ENST00000487273.7;ENST00000676489.1;ENST00000481513.5;ENST00000481873.7;ENST00000379917.7;ENST00000468065.5;ENST00000521060.1,524;536;639;684;684;684;684;684;684;684;684;684;684;684;684;684;713;743;743;745;756;796;796;796;604
chr8,42189043,42189043,promoter-TSS,PLAT,ENST00000521647.1,553
chr10,1056911,1056911,promoter-TSS,,ENST00000704638.1;ENST00000704671.1;ENST00000704738.1;ENST00000650072.1;ENST00000704673.1;ENST00000704672.1,88;75;63;63;61;27
chr8,56211251,56211251,promoter-TSS,CHCHD7,ENST00000521831.5;ENST00000303759.3;ENST00000518169.1;ENST00000522366.5;ENST00000517636.5;ENST00000517933.5;ENST00000523532.5;ENST00000523667.5;ENST00000521982.5;ENST00000522166.1;ENST00000355315.8;ENST00000518801.5;ENST00000523975.5;ENST00000396723.9;ENST00000523061.5;ENST00000521524.5;ENST00000316981.8;ENST00000423799.6;ENST00000429357.2;ENST00000519027.1,434;504;534;537;537;537;537;537;537;537;537;546;546;547;556;558;21;48;48;72
chr8,70403800,70403800,promoter-TSS,,ENST00000452400.7,7
chr8,73747081,73747081,promoter-TSS,,ENST00000524300.6;ENST00000523558.5;ENST00000521210.5;ENST00000355780.9;ENST00000521451.5;ENST00000517542.5;ENST00000518502.5;ENST00000521293.5;ENST00000521447.5;ENST00000524104.5;ENST00000522962.5;ENST00000521419.5;ENST00000524191.5;ENST00000524113.5;ENST00000520945.5;ENST00000521736.5;ENST00000521845.5;ENST00000519818.5;ENST00000522061.5,240;240;240;240;196;201;177;240;231;240;262;192;198;240;240;240;240;237;240
chr8,73878820,73878820,promoter-TSS,,ENST00000702030.1;ENST00000651715.1;ENST00000358757.5;ENST00000602593.6;ENST00000517608.5;ENST00000650817.1;ENST00000422906.6;ENST00000651945.1;ENST00000419880.7;ENST00000519277.5;ENST00000519255.2,225;225;33;41;89;89;54;41;88;33;39
chr8,76681262,76681262,promoter-TSS,ZFHX4,ENST00000517683.1;ENST00000651372.2;ENST00000458716.2,22;14;17
chr10,5412542,5412542,promoter-TSS,,ENST00000355029.9,14
chr8,94553449,94553449,promoter-TSS,,ENST00000658286.1;ENST00000691473.1;ENST00000657799.1;ENST00000659133.3;ENST00000662944.1;ENST00000523011.1;ENST00000691575.1;ENST00000701441.1;ENST00000670081.1;ENST00000700813.1;ENST00000686492.1;ENST00000297591.10;ENST00000421249.2,218;218;225;248;263;272;274;281;281;306;316;19;79
chr8,95134152,95134152,promoter-TSS,PLEKHF2,ENST00000519516.1,75
chr8,116874203,116874203,promoter-TSS,RAD21-AS1,ENST00000521487.2;ENST00000517749.2,220;5
chr1,31296754,31296754,promoter-TSS,ZCCHC17,ENST00000546109.5;ENST00000615916.4;ENST00000616393.4;ENST00000616859.4;ENST00000618216.4;ENST00000479629.5;ENST00000373714.5;ENST00000344147.10;ENST00000627541.1;ENST00000263694.9;ENST00000463988.1,227;227;227;227;227;243;253;277;281;33;27
chr8,118111163,118111163,promoter-TSS,EXT1,ENST00000436216.2,748
chr8,119873760,119873760,promoter-TSS,DEPTOR,ENST00000523492.5;ENST00000286234.6,42;37
chr8,120811863,120811863,promoter-TSS,,ENST00000605955.1;ENST00000519177.5,355;299
chr8,122782319,122782319,promoter-TSS,,ENST00000607710.2,727
chr8,124450752,124450752,promoter-TSS,TRMT12,ENST00000328599.4;ENST00000521443.1;ENST00000522518.1,67;67;164
chr8,124474802,124474802,promoter-TSS,,ENST00000303545.4;ENST00000499418.2;ENST00000669597.1;ENST00000530778.2;ENST00000690375.1;ENST00000519861.2;ENST00000693326.1,77;237;219;219;283;237;224
chr8,124475147,124475147,promoter-TSS,RNF139-AS1,ENST00000499418.2;ENST00000669597.1;ENST00000530778.2;ENST00000690375.1;ENST00000519861.2;ENST00000693326.1,582;564;564;628;582;569
chr8,134713011,134713011,promoter-TSS,,ENST00000377838.8;ENST00000523924.5;ENST00000523243.5;ENST00000523399.5,19;26;37;48
chr10,11611781,11611781,promoter-TSS,,ENST00000609104.6;ENST00000606752.1,130;114
chr8,140511441,140511441,promoter-TSS,CHRAC1,ENST00000518971.1;ENST00000519618.1,476;540
chr1,31645169,31645169,promoter-TSS,,ENST00000585413.5;ENST00000609033.5;ENST00000589462.5;ENST00000624388.3;ENST00000593188.5;ENST00000609373.5;ENST00000587445.5;ENST00000591929.5;ENST00000609338.3;ENST00000373703.5;ENST00000478502.5;ENST00000489164.5;ENST00000492061.5;ENST00000496805.5;ENST00000472443.1,83;93;93;118;118;126;126;149;152;292;272;579;567;613;572
chr8,144522780,144522780,promoter-TSS,LRRC14,ENST00000530242.1;ENST00000529995.1,491;882
chr9,3526691,3526691,promoter-TSS,RFX3-AS1,ENST00000423112.2;ENST00000382004.7;ENST00000617270.5;ENST00000449190.5,31;707;689;686
chr9,6015620,6015620,promoter-TSS,,ENST00000259569.6;ENST00000485372.1;ENST00000623170.1,3;7;4
chr10,13348905,13348905,promoter-TSS,,ENST00000327347.10;ENST00000545675.5;ENST00000378614.8,611;606;624
chr9,14203609,14203609,promoter-TSS,,ENST00000435137.1,638
chr9,19230505,19230505,promoter-TSS,DENND4C,ENST00000602925.5;ENST00000434457.7;ENST00000602708.1,69;187;291
chr9,21813181,21813181,promoter-TSS,TUBB8P1,ENST00000447235.1,833
chr9,33290147,33290147,promoter-TSS,NFX1,ENST00000379521.8;ENST00000379540.8;ENST00000318524.6,364;368;397
chr9,33676799,33676799,promoter-TSS,,ENST00000667245.1;ENST00000667902.1;ENST00000627688.1;ENST00000447117.1,13;163;468;147
chr9,34612102,34612102,promoter-TSS,RPP25L,ENST00000297613.4;ENST00000378959.9,1;4
chr9,35749743,35749743,promoter-TSS,GBA2,ENST00000378103.7;ENST00000378094.4;ENST00000489025.1,514;524;769
chr9,42568722,42568722,promoter-TSS,,ENST00000540551.2,142
chr9,76692165,76692165,promoter-TSS,PCA3,ENST00000645704.1;ENST00000376717.6;ENST00000466266.6;ENST00000488346.5,121;27;34;1
chr9,78032358,78032358,promoter-TSS,,ENST00000286548.9,546
chr9,78235781,78235781,promoter-TSS,CEP78,ENST00000424347.6;ENST00000645398.1;ENST00000643347.1;ENST00000643273.2;ENST00000647199.1;ENST00000645865.1;ENST00000536374.1;ENST00000642654.1;ENST00000643847.1;ENST00000643499.1;ENST00000476652.2;ENST00000415759.6;ENST00000376597.9;ENST00000277082.9;ENST00000642669.1;ENST00000642214.1;ENST00000644208.1;ENST00000646288.1;ENST00000376598.3;ENST00000647130.1,280;283;290;293;298;298;299;319;323;326;359;380;425;450;488;515;552;569;569;590
chr9,83979629,83979629,promoter-TSS,,ENST00000704057.1;ENST00000704058.1;ENST00000704014.1,7;7;176
chr9,88388844,88388844,promoter-TSS,SPIN1,ENST00000483785.1,526
chr9,92670233,92670233,promoter-TSS,,ENST00000287996.8,101
chr9,93451746,93451746,promoter-TSS,,ENST00000277165.11;ENST00000375389.7;ENST00000698944.1;ENST00000446420.2;ENST00000649557.1;ENST00000650398.1;ENST00000479094.5;ENST00000423591.5;ENST00000523407.1;ENST00000520403.1;ENST00000483056.5;ENST00000476484.5;ENST00000428152.1;ENST00000428378.1,60;144;160;637;157;215;221;183;221;233;537;183;631;762
chr9,95018438,95018438,promoter-TSS,C9orf3,ENST00000482056.2,452
chr9,97238258,97238258,promoter-TSS,SUGT1P4-STRA6LP,ENST00000527128.5;ENST00000375204.2;ENST00000375206.6;ENST00000532209.1,190;224;238;386
chr9,99819906,99819906,promoter-TSS,,ENST00000652827.1;ENST00000427039.1;ENST00000701815.1;ENST00000701763.1;ENST00000701493.1;ENST00000700913.1,14;16;2;10;12;1
chr9,105519873,105519873,promoter-TSS,RALGAPA1P1,ENST00000443361.1,254
chr9,106863214,106863214,promoter-TSS,ZNF462,ENST00000472574.1;ENST00000277225.10,47;47
chr9,113056746,113056746,promoter-TSS,,ENST00000374227.8;ENST00000555206.5;ENST00000553380.1,21;12;57
chr9,114845616,114845616,promoter-TSS,,ENST00000380194.3,21
chr1,32394406,32394406,promoter-TSS,,ENST00000455895.7;ENST00000444377.5;ENST00000341071.11;ENST00000526031.5;ENST00000419121.6;ENST00000446293.6;ENST00000373520.8;ENST00000527513.5;ENST00000527163.5;ENST00000530485.1;ENST00000530876.5;ENST00000530753.1;ENST00000533084.1;ENST00000531222.1,34;21;19;34;34;23;21;18;18;21;24;18;24;18
chr9,122093404,122093404,promoter-TSS,,ENST00000321582.11;ENST00000373778.5;ENST00000474723.5;ENST00000685478.1;ENST00000487468.5,95;595;119;362;637
chr9,125189762,125189762,promoter-TSS,,ENST00000373547.9;ENST00000456642.1,40;20
chr9,125426134,125426134,promoter-TSS,,ENST00000655188.1,34
chr9,125748728,125748728,promoter-TSS,PBX3,ENST00000492314.3,202
chr9,127715759,127715759,promoter-TSS,,ENST00000373289.4;ENST00000335223.5;ENST00000543175.5;ENST00000456267.5;ENST00000414832.2;ENST00000416214.1,319;111;95;154;127;107
chr9,128656815,128656815,promoter-TSS,,ENST00000372715.7;ENST00000419989.2;ENST00000451652.5;ENST00000480613.6,31;133;115;133
chr9,128689626,128689626,promoter-TSS,,ENST00000372688.9;ENST00000372686.6;ENST00000466009.5;ENST00000477806.5;ENST00000480217.5;ENST00000480536.2,87;348;623;654;658;727
chr9,128689968,128689968,promoter-TSS,,ENST00000372686.6;ENST00000466009.5;ENST00000477806.5;ENST00000480217.5;ENST00000480536.2,6;281;312;316;385
chr9,129111402,129111402,promoter-TSS,PTPA,ENST00000357197.8;ENST00000348141.9;ENST00000347048.8;ENST00000337738.6;ENST00000355007.7;ENST00000393370.7;ENST00000414331.5;ENST00000452489.6;ENST00000453358.5;ENST00000680523.1;ENST00000318080.7;ENST00000681689.1;ENST00000455396.2;ENST00000681118.1;ENST00000679520.1;ENST00000681911.1;ENST00000681622.1;ENST00000680093.1;ENST00000681325.1;ENST00000681627.1;ENST00000681040.1;ENST00000680117.1;ENST00000458362.5;ENST00000681725.1;ENST00000464290.5;ENST00000415948.6;ENST00000441796.1;ENST00000393384.3;ENST00000455830.2,87;65;6;10;11;12;32;285;465;610;608;856;720;718;691;691;654;650;610;664;619;610;619;610;212;691;632;690;729
chr9,132079906,132079906,promoter-TSS,,ENST00000651950.1;ENST00000357028.6;ENST00000292035.10;ENST00000651555.1;ENST00000650776.1;ENST00000444872.3;ENST00000474263.1,46;39;38;49;40;260;39
chr9,132406828,132406828,promoter-TSS,,ENST00000334270.3;ENST00000612514.4,11;22
chr9,133356471,133356471,promoter-TSS,,ENST00000371964.5;ENST00000495524.5;ENST00000486887.1;ENST00000371974.8;ENST00000615505.4;ENST00000437995.1,78;106;576;15;13;150
chr9,135499851,135499851,promoter-TSS,MRPS2,ENST00000371785.5;ENST00000462948.6;ENST00000472852.2;ENST00000485333.6;ENST00000488610.6;ENST00000241600.10;ENST00000429260.7;ENST00000371786.3;ENST00000419770.1,132;779;779;779;779;830;17;829;332
chr9,136363784,136363784,promoter-TSS,DNLZ,ENST00000371739.3;ENST00000371738.4,64;39
chr9,137086638,137086638,promoter-TSS,,ENST00000682881.1;ENST00000683324.1;ENST00000684138.1;ENST00000683135.1;ENST00000542372.2;ENST00000371587.9;ENST00000684366.1;ENST00000684229.1;ENST00000683355.1;ENST00000682425.1;ENST00000683475.1;ENST00000682117.1;ENST00000682210.1;ENST00000684645.1;ENST00000684297.1;ENST00000544448.6;ENST00000682212.1;ENST00000545539.6;ENST00000683987.1;ENST00000684144.1;ENST00000371589.9;ENST00000475449.7;ENST00000535144.6;ENST00000683979.1;ENST00000684272.1;ENST00000684759.1;ENST00000545096.1;ENST00000540346.2,218;231;255;265;272;297;312;318;324;326;326;326;337;341;346;346;346;346;346;346;346;346;346;346;346;346;445;719
chrX,7148111,7148111,promoter-TSS,,ENST00000381077.10;ENST00000412827.6;ENST00000424830.6;ENST00000486446.3;ENST00000498474.2,41;41;46;13;40
chr10,22321602,22321602,promoter-TSS,BMI1,ENST00000456675.2;ENST00000442508.5,16;503
chrX,13653029,13653029,promoter-TSS,,ENST00000696126.1;ENST00000696127.1;ENST00000380600.2;ENST00000696128.1;ENST00000696129.1;ENST00000544987.3;ENST00000490617.1;ENST00000696130.1,82;100;111;111;149;156;159;189
chrX,17737169,17737169,promoter-TSS,SCML1,ENST00000398080.5;ENST00000380045.7;ENST00000380043.7;ENST00000380041.8;ENST00000427362.2;ENST00000419185.1,279;298;299;323;381;555
chrX,18354635,18354635,promoter-TSS,,ENST00000251900.9,52
chr1,32650936,32650936,promoter-TSS,RBBP4,ENST00000414241.7;ENST00000527118.5;ENST00000373493.10;ENST00000401893.7;ENST00000524393.5;ENST00000526193.5;ENST00000492348.6;ENST00000525506.1;ENST00000465780.1;ENST00000373485.5;ENST00000477563.6;ENST00000458695.6;ENST00000490500.5;ENST00000445722.2;ENST00000341885.6;ENST00000468695.6;ENST00000492007.6;ENST00000373506.8;ENST00000373501.6;ENST00000473294.7;ENST00000436661.6;ENST00000476493.6;ENST00000465588.2;ENST00000483138.5;ENST00000479075.6;ENST00000466361.1,205;241;271;273;277;280;280;281;289;297;341;419;548;550;370;385;386;381;410;400;375;385;410;400;32;400
chrX,20267028,20267028,promoter-TSS,,ENST00000379565.9;ENST00000643085.1;ENST00000645270.1;ENST00000644368.1;ENST00000645268.1;ENST00000646610.1;ENST00000642835.1;ENST00000644893.1;ENST00000438357.2,118;421;400;368;65;71;60;37;927
chrX,22999961,22999961,promoter-TSS,,ENST00000327968.7,0
chrX,24025658,24025658,promoter-TSS,,ENST00000685367.1;ENST00000689334.1;ENST00000693269.1;ENST00000692681.1;ENST00000684871.1,340;26;599;378;862
chrX,24026603,24026603,promoter-TSS,,ENST00000689334.1,917
chrX,30889417,30889417,promoter-TSS,,ENST00000288422.4,162
chrX,38801255,38801255,promoter-TSS,,ENST00000457894.5;ENST00000378474.3;ENST00000336949.7;ENST00000614558.3;ENST00000669592.1,184;198;199;203;576
chrX,41085460,41085460,promoter-TSS,,ENST00000324545.9;ENST00000378308.7;ENST00000704649.1;ENST00000703986.1;ENST00000703987.1;ENST00000704650.1;ENST00000704651.1,14;14;14;5;387;463;479
chrX,41333535,41333535,promoter-TSS,DDX3X,ENST00000457138.7;ENST00000643821.1;ENST00000480592.6;ENST00000647219.1;ENST00000615742.4;ENST00000631641.2;ENST00000646822.1;ENST00000441189.4;ENST00000645589.1;ENST00000644513.1;ENST00000642597.1;ENST00000642722.1;ENST00000644109.1;ENST00000644958.1;ENST00000646122.1;ENST00000645080.1;ENST00000645561.1;ENST00000644307.1;ENST00000646940.1;ENST00000642793.1;ENST00000646196.1;ENST00000645338.1;ENST00000644074.1;ENST00000399959.7;ENST00000644876.2;ENST00000643963.1;ENST00000646223.1;ENST00000646319.1;ENST00000645783.1;ENST00000642624.1,377;476;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;626;628;628;639;709;721
chrX,41334508,41334508,promoter-TSS,,ENST00000642322.2;ENST00000542215.5;ENST00000644073.1;ENST00000622373.1;ENST00000615313.5;ENST00000644677.1;ENST00000622198.5;ENST00000645120.1;ENST00000646107.1;ENST00000646627.1,74;82;97;101;101;101;105;112;125;614
chr10,24952567,24952567,promoter-TSS,,ENST00000610158.1;ENST00000320152.11;ENST00000376378.5;ENST00000376376.3,673;38;16;24
chrX,47144680,47144680,promoter-TSS,,ENST00000377604.8;ENST00000345781.10;ENST00000628161.2;ENST00000329236.8;ENST00000690204.1;ENST00000690053.1;ENST00000377811.4;ENST00000692649.1;ENST00000276062.9;ENST00000685599.1;ENST00000688286.1,540;598;598;766;301;7;21;26;29;419;21
chrX,47582400,47582400,promoter-TSS,TIMP1,ENST00000456754.6;ENST00000218388.9;ENST00000377017.5;ENST00000441738.1,7;35;49;108
