chr,start,end,annotation,geneName,transcript,distanceToTSS
chrX,12974113,12974113,promoter-TSS,,ENST00000451311.7;ENST00000380636.1;ENST00000687478.1,996;996;546
chrX,13653036,13653036,promoter-TSS,,ENST00000696126.1;ENST00000696127.1;ENST00000380600.2;ENST00000696128.1;ENST00000696129.1;ENST00000544987.3;ENST00000490617.1;ENST00000696130.1,75;93;104;104;142;149;152;182
chrX,15675729,15675729,promoter-TSS,CA5BP1,ENST00000380333.5;ENST00000380331.5;ENST00000649243.1;ENST00000650271.1,13;564;120;716
chrX,15790509,15790509,promoter-TSS,,ENST00000691502.1;ENST00000380308.7;ENST00000307771.8;ENST00000468028.1,37;36;24;2
chrX,24025626,24025626,promoter-TSS,,ENST00000685367.1;ENST00000689334.1;ENST00000693269.1;ENST00000692681.1;ENST00000684871.1,308;58;567;346;830
chrX,30889425,30889425,promoter-TSS,,ENST00000288422.4,170
chrX,38801247,38801247,promoter-TSS,,ENST00000457894.5;ENST00000378474.3;ENST00000336949.7;ENST00000614558.3;ENST00000669592.1,192;206;207;211;568
chrX,41085469,41085469,promoter-TSS,,ENST00000324545.9;ENST00000378308.7;ENST00000704649.1;ENST00000703986.1;ENST00000703987.1;ENST00000704650.1;ENST00000704651.1,23;23;23;2;378;454;470
chrX,41333542,41333542,promoter-TSS,DDX3X,ENST00000457138.7;ENST00000643821.1;ENST00000480592.6;ENST00000647219.1;ENST00000615742.4;ENST00000631641.2;ENST00000646822.1;ENST00000441189.4;ENST00000645589.1;ENST00000644513.1;ENST00000642597.1;ENST00000642722.1;ENST00000644109.1;ENST00000644958.1;ENST00000646122.1;ENST00000645080.1;ENST00000645561.1;ENST00000644307.1;ENST00000646940.1;ENST00000642793.1;ENST00000646196.1;ENST00000645338.1;ENST00000644074.1;ENST00000399959.7;ENST00000644876.2;ENST00000643963.1;ENST00000646223.1;ENST00000646319.1;ENST00000645783.1;ENST00000642624.1,370;469;619;619;619;619;619;619;619;619;619;619;619;619;619;619;619;619;619;619;619;619;619;619;619;621;621;632;702;714
chrX,41334517,41334517,promoter-TSS,,ENST00000642322.2;ENST00000542215.5;ENST00000644073.1;ENST00000622373.1;ENST00000615313.5;ENST00000644677.1;ENST00000622198.5;ENST00000645120.1;ENST00000646107.1;ENST00000646627.1,65;73;88;92;92;92;96;103;116;605
chrX,44872586,44872586,promoter-TSS,,ENST00000676062.1;ENST00000676343.1;ENST00000674586.1;ENST00000674659.1;ENST00000674739.1;ENST00000674867.1;ENST00000675514.1;ENST00000675577.1;ENST00000676085.1;ENST00000676133.1;ENST00000382899.9;ENST00000536777.6;ENST00000543216.6;ENST00000674564.1;ENST00000377967.9;ENST00000674541.1;ENST00000611820.5;ENST00000675440.1;ENST00000675816.1;ENST00000683425.1;ENST00000621147.5;ENST00000684352.1;ENST00000682908.1;ENST00000683021.1,601;601;601;601;601;601;601;601;601;601;601;601;601;601;601;601;601;810;810;879;965;965;965;965
chrX,47232928,47232928,promoter-TSS,USP11,ENST00000218348.7;ENST00000478596.5;ENST00000377107.7;ENST00000469080.5;ENST00000377080.7;ENST00000377078.2,61;55;80;101;463;843
chrX,47233847,47233847,promoter-TSS,USP11,ENST00000377078.2,74
chrX,47658948,47658948,promoter-TSS,UXT-AS1,ENST00000590504.1;ENST00000664698.1;ENST00000670339.1,94;142;286
chrX,48071437,48071437,promoter-TSS,ZNF630,ENST00000428463.5;ENST00000409324.7,295;320
chrX,48475962,48475962,promoter-TSS,FTSJ1,ENST00000396894.8;ENST00000492562.5;ENST00000019019.6;ENST00000348411.3;ENST00000485486.1;ENST00000473235.5;ENST00000487353.5,58;190;198;236;240;255;297
chrX,48521701,48521701,promoter-TSS,EBP,ENST00000276096.10;ENST00000498425.1;ENST00000651615.1;ENST00000495186.6;ENST00000446158.5;ENST00000414061.1,97;103;104;106;154;167
chrX,48574873,48574873,promoter-TSS,RBM3,ENST00000376755.1;ENST00000491236.1;ENST00000376775.3,78;116;12
chrX,48597489,48597489,promoter-TSS,WDR13,ENST00000218056.9;ENST00000376729.10;ENST00000498631.5;ENST00000486125.5;ENST00000472440.1;ENST00000492715.1;ENST00000479279.5,2;2;17;25;31;44;319
chrX,48761899,48761899,promoter-TSS,GLOD5,ENST00000470676.1,398
chrX,49123696,49123696,promoter-TSS,,ENST00000156109.7,38
chrX,49200373,49200373,promoter-TSS,,ENST00000263233.9;ENST00000472598.5;ENST00000376303.6;ENST00000479808.5;ENST00000691258.1;ENST00000469389.5;ENST00000466635.1;ENST00000494396.5;ENST00000472737.1,179;196;179;173;154;179;179;177;177
chrX,49270074,49270074,promoter-TSS,,ENST00000652102.1;ENST00000471261.2;ENST00000650666.1,139;546;443
chrX,49922461,49922461,promoter-TSS,,ENST00000376091.8;ENST00000376088.7;ENST00000482218.2,134;153;942
chrX,54044661,54044661,promoter-TSS,,ENST00000338154.11;ENST00000687764.1;ENST00000686349.1;ENST00000415025.5,187;774;544;598
chrX,54358878,54358878,promoter-TSS,WNK3,ENST00000375169.7;ENST00000354646.6;ENST00000458404.1,872;872;235
chrX,54440394,54440394,promoter-TSS,,ENST00000375151.5,9
chrX,54529824,54529824,promoter-TSS,,ENST00000674229.1;ENST00000674498.1;ENST00000674300.1;ENST00000674225.1;ENST00000674178.1;ENST00000336470.8;ENST00000360845.3;ENST00000674238.1;ENST00000674420.1;ENST00000674311.1;ENST00000674508.1;ENST00000489691.1,358;358;378;379;384;386;394;413;423;435;454;488
