chr,start,end,annotation,geneName,transcript,distanceToTSS
chr3,47825019,47825019,promoter-TSS,DHX30,ENST00000457607.1;ENST00000471082.1,8;892
chr3,48609560,48609560,promoter-TSS,,ENST00000203407.6;ENST00000415995.5;ENST00000412343.5;ENST00000467690.5;ENST00000463708.1,85;65;75;74;70
chr3,48717211,48717211,promoter-TSS,,ENST00000328631.10;ENST00000449563.5;ENST00000413654.5;ENST00000443853.5;ENST00000437427.5;ENST00000412850.5;ENST00000454335.5;ENST00000340879.8;ENST00000432678.6;ENST00000416707.1;ENST00000431721.6;ENST00000449610.5;ENST00000413298.5;ENST00000446860.5;ENST00000412795.5;ENST00000417896.1;ENST00000443964.1;ENST00000436134.5;ENST00000440424.5;ENST00000434860.1;ENST00000424035.1;ENST00000476645.1,9;2;44;2;2;3;22;4;66;7;4;18;0;2;37;4;18;22;22;4;3;17
chr3,49021517,49021517,promoter-TSS,NDUFAF3,ENST00000451378.2;ENST00000496152.1;ENST00000480392.1;ENST00000326925.11;ENST00000440857.5;ENST00000313778.9;ENST00000384873.3,87;595;603;603;458;265;807
chr3,49094037,49094037,promoter-TSS,,ENST00000703936.1;ENST00000703937.1;ENST00000395443.7;ENST00000703871.1;ENST00000703938.1;ENST00000703939.1;ENST00000703940.1;ENST00000703872.1;ENST00000357496.6;ENST00000703941.1;ENST00000703942.1;ENST00000703873.1;ENST00000424300.5;ENST00000703943.1;ENST00000437939.5;ENST00000430979.1,33;449;33;416;60;33;33;33;24;33;428;24;425;33;33;13
chr3,49166334,49166334,promoter-TSS,,ENST00000321895.7,2
chr3,50088999,50088999,promoter-TSS,RBM5,ENST00000469838.5;ENST00000404526.6;ENST00000347869.8;ENST00000441305.5;ENST00000433556.6;ENST00000438369.5;ENST00000464087.6;ENST00000492472.1;ENST00000437500.5,79;79;79;44;44;43;35;23;881
chr3,50237993,50237993,promoter-TSS,GNAI2,ENST00000440628.5,118
chr3,50292406,50292406,promoter-TSS,,ENST00000417626.8;ENST00000474556.5;ENST00000414734.5;ENST00000489569.1;ENST00000484043.5;ENST00000462001.1;ENST00000468737.1,22;17;16;13;356;29;349
chr3,51391323,51391323,promoter-TSS,,ENST00000563281.2,37
chr3,51975119,51975119,promoter-TSS,ABHD14A-ACY1,ENST00000486081.6;ENST00000463721.5;ENST00000637778.1;ENST00000636646.1;ENST00000497128.1;ENST00000463937.1;ENST00000636942.1;ENST00000273596.8;ENST00000636089.1;ENST00000637696.1;ENST00000637563.1;ENST00000635937.1;ENST00000635946.1;ENST00000635951.1;ENST00000636826.1;ENST00000637130.1;ENST00000637025.1;ENST00000635952.1;ENST00000636718.1;ENST00000474575.1;ENST00000491470.1;ENST00000636029.1;ENST00000637222.1;ENST00000636490.1;ENST00000315877.14;ENST00000487005.1,68;68;61;61;58;58;57;54;54;54;52;52;52;52;52;52;50;41;18;16;15;2;0;6;488;488
chr3,52278604,52278604,promoter-TSS,,ENST00000296490.8;ENST00000469000.5,44;282
chr3,52455672,52455672,promoter-TSS,,ENST00000345716.9;ENST00000488380.5;ENST00000420808.2,67;54;54
chr1,13700202,13700202,promoter-TSS,,ENST00000311066.10;ENST00000484063.6;ENST00000376048.9,13;3;37
chr3,52705756,52705756,promoter-TSS,SPCS1,ENST00000233025.11;ENST00000619898.5;ENST00000448693.2;ENST00000474945.1;ENST00000266014.11;ENST00000478968.6;ENST00000491606.5;ENST00000484163.5;ENST00000497436.5;ENST00000497953.5;ENST00000487642.5;ENST00000464705.1,84;349;352;386;34;34;24;73;83;101;7;14
chr3,53130470,53130470,promoter-TSS,,ENST00000296292.8;ENST00000394738.7;ENST00000467048.1,34;16;58
chr3,53882137,53882137,promoter-TSS,,ENST00000335754.8;ENST00000482349.5;ENST00000498740.1,14;312;279
chr3,56682925,56682925,promoter-TSS,TASOR,ENST00000493960.6,91
chr3,66221032,66221032,promoter-TSS,,ENST00000687663.1;ENST00000686445.1;ENST00000691166.1;ENST00000691582.1;ENST00000693385.1;ENST00000354883.11;ENST00000691461.1;ENST00000691525.1;ENST00000688696.1;ENST00000336733.10;ENST00000690560.1;ENST00000464350.6,42;39;34;34;30;30;30;24;24;19;19;31
chr3,67654576,67654576,promoter-TSS,,ENST00000665078.1;ENST00000464420.6;ENST00000659899.1;ENST00000659205.1;ENST00000671174.1;ENST00000659329.1;ENST00000662687.1;ENST00000482677.5;ENST00000658269.1;ENST00000656446.1;ENST00000650236.1;ENST00000493112.5;ENST00000307227.10;ENST00000492795.1,92;100;135;155;161;165;175;181;183;390;470;33;35;30
chr3,69080342,69080342,promoter-TSS,,ENST00000361055.9;ENST00000415609.6;ENST00000349511.8;ENST00000461934.5;ENST00000465627.5;ENST00000630585.1;ENST00000465108.5;ENST00000493957.5;ENST00000466763.5;ENST00000485424.1;ENST00000464605.1,22;38;65;34;34;10;25;22;22;20;11
chr3,72996773,72996773,promoter-TSS,PPP4R2,ENST00000482242.5;ENST00000356692.10;ENST00000470976.1;ENST00000488810.5;ENST00000495566.1;ENST00000476505.2,29;37;44;65;203;584
chr1,183472558,183472558,promoter-TSS,SMG7,ENST00000367537.7;ENST00000688051.1;ENST00000508461.5;ENST00000685780.1;ENST00000444547.6;ENST00000419169.5;ENST00000347615.6;ENST00000507469.5;ENST00000515829.6;ENST00000367538.1;ENST00000502375.1;ENST00000421703.5;ENST00000663067.1;ENST00000432837.1,79;58;57;57;55;55;55;54;30;8;373;811;803;828
chr3,75785546,75785546,promoter-TSS,ZNF717,ENST00000648506.1;ENST00000491507.1;ENST00000477374.5;ENST00000652011.2;ENST00000478296.5;ENST00000468296.5;ENST00000471541.2,209;26;6;2;20;487;36
chr3,101513115,101513115,promoter-TSS,,ENST00000394095.7;ENST00000394091.5;ENST00000394094.6,96;68;89
chr3,101574195,101574195,promoter-TSS,,ENST00000265260.8;ENST00000498274.5;ENST00000460231.5;ENST00000469941.5;ENST00000627393.1;ENST00000486406.5;ENST00000470490.1,14;8;4;0;7;23;645
chr3,101677348,101677348,promoter-TSS,,ENST00000312938.5;ENST00000704111.1;ENST00000690624.1;ENST00000704112.1;ENST00000689142.1;ENST00000690651.1;ENST00000704116.1;ENST00000461821.1,215;229;215;215;212;215;215;229
chr3,101724659,101724659,promoter-TSS,CEP97,ENST00000489172.5;ENST00000467655.2;ENST00000465011.2;ENST00000704366.1;ENST00000341893.8;ENST00000704367.1;ENST00000704368.1;ENST00000704369.1;ENST00000494050.5;ENST00000704370.1;ENST00000704371.1,65;65;44;44;44;37;37;33;3;1;26
chr3,101828048,101828048,promoter-TSS,NFKBIZ,ENST00000461724.5;ENST00000483180.5;ENST00000394054.6,56;54;54
chr1,185045532,185045532,promoter-TSS,RNF2,ENST00000367509.8;ENST00000498201.1;ENST00000367510.8;ENST00000453650.2,5;3;25;563
chr3,108125695,108125695,promoter-TSS,LINC01215,ENST00000607746.1,125
chr3,111979044,111979044,promoter-TSS,ABHD10,ENST00000491580.1;ENST00000497293.1;ENST00000273359.8;ENST00000493784.1;ENST00000494817.1,33;25;17;7;8
chr3,113019599,113019599,promoter-TSS,,ENST00000470313.6;ENST00000496389.5;ENST00000467342.1;ENST00000460707.1;ENST00000663401.1;ENST00000314400.10;ENST00000472637.5;ENST00000469809.5;ENST00000472705.5;ENST00000469169.5;ENST00000489848.5;ENST00000462295.5;ENST00000461381.5;ENST00000496206.5;ENST00000494575.5;ENST00000494891.5;ENST00000470663.1;ENST00000496340.1;ENST00000472166.1,80;66;62;57;14;71;54;58;64;64;70;66;71;44;71;3;81;71;438
chr3,118810787,118810787,promoter-TSS,,ENST00000657445.1;ENST00000656350.1,29;48
chr3,119463826,119463826,promoter-TSS,,ENST00000319172.10;ENST00000438581.6;ENST00000491685.5;ENST00000486159.5;ENST00000468676.5;ENST00000490099.5;ENST00000482162.1;ENST00000461654.1,210;228;209;244;160;214;211;179
chr3,119468962,119468962,promoter-TSS,POGLUT1,ENST00000476573.5;ENST00000497447.5;ENST00000486607.5;ENST00000295588.9;ENST00000390401.2;ENST00000647766.1;ENST00000460339.1;ENST00000497993.5,0;0;0;0;12;21;37;131
chr3,120596410,120596410,promoter-TSS,NDUFB4,ENST00000485064.1;ENST00000184266.3;ENST00000492739.1;ENST00000461682.1;ENST00000491335.1,81;73;62;54;52
chr3,125595672,125595672,promoter-TSS,,ENST00000296220.6,174
chr3,126475904,126475904,promoter-TSS,,ENST00000389709.8;ENST00000515545.5;ENST00000336332.5,12;916;38
chr3,128650822,128650822,promoter-TSS,,ENST00000296255.8;ENST00000476931.1;ENST00000497415.1;ENST00000481168.1,3;1;5;0
chr3,128681083,128681083,promoter-TSS,RPN1,ENST00000497289.5,7
chr3,130893914,130893914,promoter-TSS,ATP2C1,ENST00000508532.5;ENST00000533801.6;ENST00000510168.6;ENST00000504948.5;ENST00000513801.5;ENST00000505072.5;ENST00000509662.5;ENST00000328560.12;ENST00000428331.6;ENST00000359644.7;ENST00000422190.6,76;100;169;263;263;267;467;533;620;726;726
chr3,132417591,132417591,promoter-TSS,,ENST00000260818.11;ENST00000650455.1;ENST00000486798.5,88;116;117
chr3,136250343,136250343,promoter-TSS,,ENST00000251654.9;ENST00000462637.5;ENST00000466072.5;ENST00000468777.5;ENST00000482086.5;ENST00000483687.5;ENST00000484181.5;ENST00000490504.5;ENST00000471595.5;ENST00000469217.5;ENST00000465423.5;ENST00000478469.5;ENST00000474833.5;ENST00000462542.5,2;11;11;11;11;11;11;11;14;15;25;31;47;899
chr3,138187495,138187495,promoter-TSS,ARMC8,ENST00000461822.5;ENST00000485396.5;ENST00000471453.5;ENST00000470821.5;ENST00000471709.5;ENST00000463485.5;ENST00000468560.1,21;32;33;35;51;56;280
chr3,139389627,139389627,promoter-TSS,,ENST00000653359.1;ENST00000662234.1;ENST00000658348.1;ENST00000504670.7;ENST00000690901.1;ENST00000686351.1;ENST00000685603.2;ENST00000691594.2;ENST00000507362.5;ENST00000512622.1;ENST00000510068.5;ENST00000515247.5;ENST00000660194.1;ENST00000514729.1;ENST00000655667.1;ENST00000661884.1;ENST00000677073.1;ENST00000677309.1;ENST00000677601.1;ENST00000677882.1;ENST00000503326.6;ENST00000510181.6;ENST00000333188.10;ENST00000514508.2;ENST00000507777.6;ENST00000512242.6;ENST00000515006.5;ENST00000512153.5;ENST00000513274.5;ENST00000510491.5;ENST00000504295.1,133;157;172;178;178;187;187;187;190;202;210;212;217;248;248;371;20;29;29;29;43;18;19;42;48;52;12;52;20;66;18
chr3,143001610,143001610,promoter-TSS,U2SURP,ENST00000493782.5;ENST00000473835.7;ENST00000461591.5;ENST00000493598.6;ENST00000463563.6;ENST00000470400.5;ENST00000465175.2;ENST00000597953.2,85;39;0;10;12;16;617;128
chr3,149813065,149813065,promoter-TSS,RNF13,ENST00000466478.5;ENST00000491086.5;ENST00000467977.5;ENST00000392894.8;ENST00000474348.5;ENST00000467996.1;ENST00000468648.5;ENST00000459632.5,15;138;149;149;162;199;754;771
chr3,150546811,150546811,promoter-TSS,EIF2A,ENST00000473499.1;ENST00000494558.5;ENST00000474505.5;ENST00000406576.7;ENST00000460851.6;ENST00000482093.5;ENST00000469331.1;ENST00000273435.9;ENST00000490505.5;ENST00000462221.5;ENST00000239944.7;ENST00000487153.1;ENST00000491660.1,85;43;24;23;23;22;20;16;10;2;314;309;311
chr3,154324472,154324472,promoter-TSS,,ENST00000496811.6;ENST00000308361.10;ENST00000329463.9;ENST00000491011.1,14;11;55;220
chr3,160399664,160399664,promoter-TSS,SMC4,ENST00000465903.5;ENST00000485645.5;ENST00000472991.5;ENST00000472282.5;ENST00000467468.5;ENST00000468653.5;ENST00000469762.5;ENST00000357388.8;ENST00000469858.5;ENST00000489573.5;ENST00000462787.5;ENST00000490207.5;ENST00000485867.5;ENST00000344722.5;ENST00000326448.12;ENST00000496589.5;ENST00000487943.5;ENST00000478460.5;ENST00000465537.5;ENST00000472773.5;ENST00000475677.5;ENST00000498409.5;ENST00000468218.5;ENST00000486856.5;ENST00000478370.5;ENST00000477495.5;ENST00000482317.5;ENST00000465972.5;ENST00000489004.5;ENST00000468327.1;ENST00000478536.1;ENST00000498145.1;ENST00000467254.1,25;24;20;20;13;13;13;13;12;1;3;4;4;817;438;390;454;442;456;440;119;130;440;447;440;418;447;447;416;448;119;143;416
chr3,167734904,167734904,promoter-TSS,SERPINI1,ENST00000472941.5;ENST00000446050.7;ENST00000295777.9;ENST00000472747.2;ENST00000392750.7;ENST00000473645.6;ENST00000497056.6;ENST00000461494.5;ENST00000470131.5;ENST00000475915.6;ENST00000487947.6;ENST00000471885.5;ENST00000462725.6;ENST00000492139.5;ENST00000483451.5;ENST00000494502.6;ENST00000464360.5;ENST00000481136.1,338;816;818;820;11;34;25;359;11;393;421;52;386;67;82;40;71;24
chr3,169765084,169765084,promoter-TSS,TERC,ENST00000602385.1;ENST00000363312.1,23;36
chr3,169773374,169773374,promoter-TSS,,ENST00000349841.10;ENST00000602751.5;ENST00000356716.8;ENST00000544106.5,21;30;52;890
chr3,169966814,169966814,promoter-TSS,SEC62,ENST00000460513.5;ENST00000337002.9;ENST00000480708.5;ENST00000487736.5;ENST00000469515.6;ENST00000481435.5;ENST00000487580.1;ENST00000483289.2;ENST00000600502.1;ENST00000469301.1,12;6;5;0;0;11;573;587;699;79
chr3,170181704,170181704,promoter-TSS,,ENST00000495893.7;ENST00000494943.5;ENST00000467570.5;ENST00000484931.5;ENST00000479467.5;ENST00000466189.5;ENST00000475729.5;ENST00000474275.5;ENST00000472330.5;ENST00000465896.5;ENST00000497658.5;ENST00000481639.1;ENST00000491258.1,28;28;44;25;42;44;40;23;18;31;28;42;28
chr3,170870173,170870173,promoter-TSS,,ENST00000295830.13;ENST00000475836.5;ENST00000466674.5;ENST00000494771.5;ENST00000463836.1,21;21;139;34;21
chr3,178536456,178536456,promoter-TSS,,ENST00000452583.6,19
chr3,180912697,180912697,promoter-TSS,,ENST00000698793.1;ENST00000698794.1;ENST00000357559.9;ENST00000479176.5;ENST00000491062.5;ENST00000468861.5;ENST00000445140.6;ENST00000472339.5;ENST00000484958.5,64;34;26;25;25;25;24;18;11
chr3,182793574,182793574,promoter-TSS,ATP11B,ENST00000493826.1;ENST00000323116.10;ENST00000488882.1,70;69;179
chr3,183884870,183884870,promoter-TSS,RPSAP31,ENST00000445165.1;ENST00000639401.1;ENST00000317096.9;ENST00000639100.1;ENST00000638817.1;ENST00000311101.9;ENST00000435888.5;ENST00000639900.1;ENST00000421484.5;ENST00000449306.1;ENST00000469056.1,53;18;9;62;36;17;14;8;37;142;62
chr3,184135383,184135383,promoter-TSS,EIF2B5,ENST00000649814.1;ENST00000471832.2;ENST00000648314.1;ENST00000648915.2;ENST00000465218.3;ENST00000432569.2;ENST00000647636.1;ENST00000648890.1;ENST00000648682.1;ENST00000647909.1;ENST00000648599.1;ENST00000649688.1;ENST00000648882.1;ENST00000481054.5;ENST00000492226.2;ENST00000648630.1;ENST00000432982.5;ENST00000468748.7;ENST00000648256.1;ENST00000650244.1;ENST00000650270.1;ENST00000491008.6;ENST00000498831.1;ENST00000608232.5;ENST00000608135.1,45;27;24;24;19;17;16;7;6;5;3;3;1;1;5;8;16;19;53;110;135;137;517;201;144
chr3,184174863,184174863,promoter-TSS,,ENST00000448139.6;ENST00000484469.6;ENST00000688830.1;ENST00000686942.1;ENST00000411763.6;ENST00000427072.6;ENST00000460862.6;ENST00000692019.1;ENST00000480260.2;ENST00000685698.1;ENST00000688579.1;ENST00000684853.1;ENST00000685290.1;ENST00000687623.1;ENST00000455925.2;ENST00000461733.6;ENST00000466598.6;ENST00000468048.6;ENST00000487958.6;ENST00000292807.9;ENST00000431779.6;ENST00000442686.2;ENST00000690285.1;ENST00000472560.6;ENST00000621863.5,65;16;13;9;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;18;18;41;53;85
chr3,184186229,184186229,promoter-TSS,ABCF3,ENST00000463685.1;ENST00000478288.5;ENST00000292808.5;ENST00000473311.5;ENST00000481116.5;ENST00000498136.5;ENST00000466416.1;ENST00000429586.7,68;67;54;52;37;32;29;29
chr3,184248954,184248954,promoter-TSS,,ENST00000324557.9;ENST00000402825.7;ENST00000397676.8;ENST00000411922.5;ENST00000446569.1;ENST00000414845.5;ENST00000423996.5;ENST00000461415.5;ENST00000488976.5;ENST00000482048.1,717;740;7;7;18;20;4;3;7;24
chr3,184299275,184299275,promoter-TSS,PSMD2,ENST00000417952.5;ENST00000459910.5;ENST00000487475.5;ENST00000310118.9;ENST00000492191.5;ENST00000433010.5;ENST00000476461.1;ENST00000445558.6,76;39;35;33;23;20;17;628
chr3,185254032,185254032,promoter-TSS,,ENST00000231887.8;ENST00000456310.5;ENST00000475987.1;ENST00000440662.1;ENST00000581890.1,16;15;16;0;759
chr3,187139415,187139415,promoter-TSS,RPL39L,ENST00000455270.5;ENST00000296277.9,68;80
chr3,187368362,187368362,promoter-TSS,,ENST00000259030.3,22
chr3,192917787,192917787,promoter-TSS,,ENST00000392452.3,68
chr3,194487798,194487798,promoter-TSS,,ENST00000657621.1;ENST00000645538.1;ENST00000645319.2,55;795;795
chr3,194584044,194584044,promoter-TSS,,ENST00000447982.8;ENST00000693189.2;ENST00000453671.5;ENST00000419571.1,52;49;32;254
chr3,194672518,194672518,promoter-TSS,,ENST00000265245.10;ENST00000427461.1;ENST00000480853.1,326;355;54
chr3,197750724,197750724,promoter-TSS,RUBCN,ENST00000467303.5,996
chr4,674256,674256,promoter-TSS,MYL5,ENST00000503300.5;ENST00000502720.1;ENST00000400159.7;ENST00000511290.5;ENST00000515202.5;ENST00000304312.5;ENST00000506525.5;ENST00000505852.1;ENST00000515116.1,246;285;285;303;134;19;434;73;732
chr4,932303,932303,promoter-TSS,TMEM175,ENST00000507319.5;ENST00000513952.5;ENST00000514453.5;ENST00000505734.1;ENST00000515492.5;ENST00000504744.5;ENST00000509508.5;ENST00000452360.6;ENST00000264771.9;ENST00000515876.5;ENST00000513682.5;ENST00000515740.5;ENST00000438836.6;ENST00000504505.1;ENST00000508204.5;ENST00000510493.5;ENST00000514546.5;ENST00000504850.1;ENST00000622959.3;ENST00000314167.9;ENST00000511163.5;ENST00000505819.5;ENST00000507580.5;ENST00000502656.5;ENST00000512325.3;ENST00000628912.1;ENST00000513935.1,83;100;122;128;140;142;156;156;156;157;158;161;168;171;174;176;178;183;213;12;69;61;13;23;13;23;82
chr4,1289900,1289900,promoter-TSS,MAEA,ENST00000505177.6;ENST00000513301.5;ENST00000512308.5;ENST00000503653.5;ENST00000264750.10;ENST00000303400.9;ENST00000509254.5;ENST00000502558.5;ENST00000514708.5;ENST00000508634.1;ENST00000503693.1;ENST00000509531.5,12;9;8;8;8;8;5;5;4;2;7;13
chr4,2008958,2008958,promoter-TSS,,ENST00000382882.9;ENST00000431323.6;ENST00000421397.5;ENST00000411649.3;ENST00000443203.5;ENST00000458616.1,15;38;109;122;13;15
chr4,3532400,3532400,promoter-TSS,LRPAP1,ENST00000650182.1;ENST00000296325.9;ENST00000648517.1;ENST00000515119.5;ENST00000509198.1;ENST00000650633.1,21;250;19;15;21;45
chr4,6674088,6674088,promoter-TSS,,ENST00000635031.2;ENST00000444232.3;ENST00000647523.2;ENST00000667300.1;ENST00000656634.1;ENST00000654965.1;ENST00000662111.1;ENST00000515205.1;ENST00000513179.1,12;0;191;358;122;138;172;257;264
chr4,6909503,6909503,promoter-TSS,TBC1D14,ENST00000448507.5;ENST00000409757.9;ENST00000427736.1,58;322;744
chr4,7043669,7043669,promoter-TSS,,ENST00000310085.6,667
chr4,13484303,13484303,promoter-TSS,RAB28,ENST00000508274.5;ENST00000288723.9;ENST00000330852.10;ENST00000338176.8;ENST00000630951.1,27;36;36;61;61
chr4,16226710,16226710,promoter-TSS,TAPT1-AS1,ENST00000573308.5;ENST00000573950.5;ENST00000570786.1;ENST00000405303.7;ENST00000505603.5;ENST00000510868.5;ENST00000505317.1;ENST00000511156.1,24;296;334;238;238;679;260;649
chr4,17614671,17614671,promoter-TSS,,ENST00000237380.12;ENST00000506409.1;ENST00000503945.2;ENST00000652378.1;ENST00000511010.2,29;22;6;85;85
chr4,24584515,24584515,promoter-TSS,,ENST00000336812.5;ENST00000511553.5;ENST00000513092.1,38;232;21
chr4,25312803,25312803,promoter-TSS,,ENST00000302874.9;ENST00000505451.5;ENST00000507760.5,28;17;7
chr4,26320989,26320989,promoter-TSS,,ENST00000681506.1;ENST00000509158.6;ENST00000681856.1;ENST00000691085.1;ENST00000692303.1;ENST00000513182.5;ENST00000680210.1;ENST00000681679.1;ENST00000681025.1;ENST00000511401.5;ENST00000680140.1;ENST00000355476.8;ENST00000680511.1;ENST00000510778.7;ENST00000679698.1;ENST00000679469.1;ENST00000681484.1;ENST00000505958.6;ENST00000507561.5,27;13;13;13;13;17;21;21;21;24;24;24;25;26;32;238;309;375;612
chr4,38782970,38782970,promoter-TSS,,ENST00000308973.9;ENST00000361424.6;ENST00000613579.4;ENST00000622002.4;ENST00000502321.5;ENST00000507953.1,19;19;19;19;18;19
chr4,39366377,39366377,promoter-TSS,,ENST00000349703.7;ENST00000381897.5;ENST00000418436.5;ENST00000504849.5;ENST00000512275.5;ENST00000503784.1,14;1;14;41;37;27
