chr,start,end,annotation,geneName,transcript,distanceToTSS
chr11,112074383,112074383,promoter-TSS,NKAPD1,ENST00000532163.5;ENST00000280352.13;ENST00000393047.8;ENST00000530104.2;ENST00000526879.5;ENST00000524989.1;ENST00000525785.5;ENST00000531378.1;ENST00000528775.6;ENST00000431456.6;ENST00000676994.1;ENST00000532211.5;ENST00000280350.10;ENST00000530641.5,95;93;83;72;66;66;51;401;369;362;334;402;365;108
chr1,25998063,25998063,promoter-TSS,,ENST00000374282.8;ENST00000374284.5;ENST00000493892.5;ENST00000464540.1;ENST00000439092.6;ENST00000441420.1,0;18;6;53;441;7
chr11,119102243,119102243,promoter-TSS,C2CD2L,ENST00000534024.1;ENST00000682232.1;ENST00000354202.9;ENST00000392834.7;ENST00000481084.5;ENST00000530052.2;ENST00000683567.1;ENST00000682791.1;ENST00000682811.1;ENST00000682946.1;ENST00000683143.1;ENST00000682192.1;ENST00000683373.1;ENST00000684345.1;ENST00000683955.1;ENST00000682652.1;ENST00000683558.1;ENST00000682326.1;ENST00000684682.1;ENST00000684315.1;ENST00000682517.1;ENST00000684499.1;ENST00000684252.1;ENST00000445653.6;ENST00000684255.1;ENST00000684142.1;ENST00000682691.1;ENST00000682191.1;ENST00000414373.5;ENST00000682665.1;ENST00000639704.1;ENST00000640747.1;ENST00000682883.1;ENST00000682404.1;ENST00000640102.1;ENST00000460183.1;ENST00000472016.1,44;364;389;364;100;375;716;411;411;411;410;385;385;372;364;146;385;385;385;384;375;375;364;411;379;367;364;385;382;364;405;386;814;375;418;382;389
chr11,125495249,125495249,promoter-TSS,,ENST00000527818.1,34
chr11,133957387,133957387,promoter-TSS,,ENST00000533871.8;ENST00000321016.12,418;632
chr11,134069088,134069088,promoter-TSS,JAM3,ENST00000532252.5;ENST00000534549.5;ENST00000441717.3;ENST00000299106.9;ENST00000531302.5,16;16;16;15;2
chr12,401607,401607,promoter-TSS,CCDC77,ENST00000412006.6;ENST00000239830.9;ENST00000535959.5;ENST00000538160.1,29;36;43;54
chr12,752626,752626,promoter-TSS,,ENST00000315939.11;ENST00000340908.9;ENST00000535572.5;ENST00000530271.6;ENST00000537687.5;ENST00000447667.2,46;46;32;296;296;429
chr12,4204182,4204182,promoter-TSS,,ENST00000689188.1,39
chr12,6663078,6663078,promoter-TSS,,ENST00000586338.2;ENST00000341550.9;ENST00000619641.4;ENST00000396807.8;ENST00000446105.6;ENST00000469749.5;ENST00000472002.5;ENST00000488381.5;ENST00000412586.6;ENST00000423703.6;ENST00000444704.5;ENST00000437149.6;ENST00000467678.5;ENST00000479301.5;ENST00000493873.1;ENST00000493267.1,181;40;63;61;63;35;35;50;22;22;22;40;4;50;6;25
chr12,10098967,10098967,promoter-TSS,CLEC1A,ENST00000315330.8;ENST00000457018.6;ENST00000420265.2;ENST00000544104.1,17;46;16;60
chr12,12725178,12725178,promoter-TSS,APOLD1,ENST00000540583.5;ENST00000534843.1;ENST00000326765.10;ENST00000588943.1,738;750;752;847
chr12,14385028,14385028,promoter-TSS,ATF7IP,ENST00000544627.5;ENST00000541654.1,35;287
chr12,28190359,28190359,promoter-TSS,CCDC91,ENST00000539107.5;ENST00000544649.5;ENST00000545336.5;ENST00000536442.6;ENST00000544780.5;ENST00000543534.5;ENST00000473753.2,67;84;86;96;106;885;6
chr12,48119416,48119416,promoter-TSS,PFKM,ENST00000551339.6;ENST00000629846.2;ENST00000546964.5;ENST00000548720.5;ENST00000552989.5;ENST00000551548.5;ENST00000551485.5;ENST00000359794.11;ENST00000548345.5;ENST00000551804.5,88;72;72;67;64;63;63;51;24;370
chr12,49110829,49110829,promoter-TSS,LMBR1L,ENST00000417750.5;ENST00000267102.13;ENST00000547382.5;ENST00000550867.5;ENST00000547670.5;ENST00000457164.6;ENST00000547675.5;ENST00000552153.5;ENST00000553204.5;ENST00000550137.5;ENST00000551854.5;ENST00000549296.1;ENST00000551782.5;ENST00000550815.1;ENST00000551115.1;ENST00000551535.1;ENST00000548983.1,147;17;20;161;47;20;153;41;135;15;623;20;56;151;54;70;17
chr1,28088586,28088586,promoter-TSS,,ENST00000373871.8;ENST00000436342.6;ENST00000540618.5;ENST00000373863.3;ENST00000471498.5,23;50;50;21;10
chr12,51026296,51026296,promoter-TSS,SLC11A2,ENST00000644495.1;ENST00000643884.1;ENST00000546636.5;ENST00000547198.5;ENST00000262052.9;ENST00000643123.1;ENST00000646740.1;ENST00000642227.1;ENST00000541174.6;ENST00000547510.5;ENST00000546488.5;ENST00000547579.5;ENST00000550714.5;ENST00000547732.5;ENST00000548193.5;ENST00000646988.1;ENST00000549625.1;ENST00000550995.5;ENST00000550329.1,87;42;71;41;87;54;54;54;154;96;87;94;87;66;87;514;87;68;82
chr12,53381077,53381077,promoter-TSS,SP1,ENST00000548560.1,224
chr12,54259306,54259306,promoter-TSS,CBX5,ENST00000552562.1,878
chr12,57846788,57846788,promoter-TSS,,ENST00000398073.7;ENST00000548823.1;ENST00000551594.1,58;83;243
chr12,68808223,68808223,promoter-TSS,,ENST00000258149.11;ENST00000393412.7;ENST00000311420.13;ENST00000493419.1;ENST00000393417.8;ENST00000258148.11;ENST00000539479.6;ENST00000393415.7;ENST00000523991.5;ENST00000543323.5;ENST00000393416.7;ENST00000481186.6;ENST00000299252.8;ENST00000350057.9;ENST00000360430.6;ENST00000393410.5;ENST00000393413.7;ENST00000496959.5;ENST00000517852.5;ENST00000536089.5;ENST00000537182.5;ENST00000540352.5;ENST00000542502.5;ENST00000546048.5;ENST00000544561.6;ENST00000545204.2;ENST00000665020.1;ENST00000666617.1;ENST00000671567.1,45;31;49;58;159;240;778;793;793;793;800;987;988;988;988;988;988;988;988;988;988;988;988;988;988;988;988;988;988
chr12,76031598,76031598,promoter-TSS,PHLDA1,ENST00000602540.5,5
chr1,2212680,2212680,promoter-TSS,FAAP20,ENST00000487186.5;ENST00000420964.1,39;105
chr12,93378667,93378667,promoter-TSS,NUDT4,ENST00000548662.5;ENST00000547014.5;ENST00000546925.1;ENST00000548890.2;ENST00000552835.5;ENST00000702599.1;ENST00000549806.1;ENST00000701069.1,88;88;12;913;950;936;958;936
chr12,102061927,102061927,promoter-TSS,,ENST00000240079.11;ENST00000538761.5;ENST00000540536.5;ENST00000541569.5;ENST00000500685.6;ENST00000326351.11;ENST00000536930.1,63;46;72;50;84;63;46
chr12,108561135,108561135,promoter-TSS,,ENST00000546815.6;ENST00000651280.1;ENST00000228284.8;ENST00000546728.5;ENST00000431469.6;ENST00000547528.5;ENST00000552221.1,37;37;23;25;23;24;32
chr12,110936605,110936605,promoter-TSS,,ENST00000654512.1;ENST00000666099.3;ENST00000553177.7;ENST00000658709.1;ENST00000686735.2;ENST00000691467.1;ENST00000691265.1;ENST00000548368.6;ENST00000657482.1;ENST00000547607.2;ENST00000331096.2,30;27;27;24;24;21;21;21;21;21;2
chr12,112409591,112409591,promoter-TSS,,ENST00000202773.14;ENST00000424576.6;ENST00000546368.2;ENST00000551041.6;ENST00000552455.5;ENST00000550566.6;ENST00000549847.5;ENST00000553213.2;ENST00000549562.1;ENST00000548343.1,13;4;43;13;1;16;279;16;22;638
chr12,116911004,116911004,promoter-TSS,,ENST00000652555.1;ENST00000455858.2,53;38
chr12,121580482,121580482,promoter-TSS,,ENST00000541574.1;ENST00000377069.8;ENST00000446152.6;ENST00000539394.5;ENST00000540191.1,309;22;837;256;341
chr12,123269526,123269526,promoter-TSS,CDK2AP1,ENST00000538446.5,286
chr13,21061543,21061543,promoter-TSS,,ENST00000382592.5,42
chr13,37869247,37869247,promoter-TSS,,ENST00000660705.1,577
chr1,2391587,2391587,promoter-TSS,RER1,ENST00000378513.7;ENST00000378518.5;ENST00000605895.6;ENST00000306256.13;ENST00000493207.1;ENST00000378512.5;ENST00000378531.8;ENST00000378525.2,187;240;253;255;269;302;32;83
chr13,95552740,95552740,promoter-TSS,,ENST00000299339.3,19
chr1,35193114,35193114,promoter-TSS,,ENST00000357214.6,30
chr13,99606724,99606724,promoter-TSS,CLYBL,ENST00000376355.7;ENST00000693071.1;ENST00000689673.1;ENST00000376354.5;ENST00000339105.9,54;50;36;33;33
chr14,20461996,20461996,promoter-TSS,,ENST00000697613.1;ENST00000250489.9;ENST00000557041.1;ENST00000398020.6,3;561;594;530
chr14,20684663,20684663,promoter-TSS,RNASE4,ENST00000397995.2;ENST00000553909.1;ENST00000554073.1,79;75;48
chr14,21104091,21104091,promoter-TSS,ZNF219,ENST00000555697.1,511
chr14,36320629,36320629,promoter-TSS,,ENST00000634305.1;ENST00000667682.1;ENST00000416007.9;ENST00000318473.11;ENST00000359527.11;ENST00000605579.5;ENST00000604336.5;ENST00000603139.1;ENST00000604160.1,123;153;7;1;21;51;31;4;758
chr14,50532153,50532153,promoter-TSS,,ENST00000556478.3;ENST00000682219.1;ENST00000441560.6;ENST00000554091.5,355;474;872;65
chr14,55272072,55272072,promoter-TSS,FBXO34,ENST00000555087.1;ENST00000440021.1;ENST00000557647.5;ENST00000660805.1;ENST00000554650.1;ENST00000556183.1,81;81;138;761;763;2
chr14,64986899,64986899,promoter-TSS,FNTB,ENST00000555372.5;ENST00000246166.3;ENST00000555742.5,3;3;315
chr1,37990047,37990047,promoter-TSS,,ENST00000373019.5;ENST00000489537.5;ENST00000461869.5;ENST00000470585.5;ENST00000462258.1,24;396;27;51;73
chr14,69767155,69767155,promoter-TSS,SRSF5,ENST00000394366.6;ENST00000554465.5;ENST00000553548.5;ENST00000553369.5;ENST00000557435.1;ENST00000557154.6;ENST00000553635.5;ENST00000556184.5;ENST00000557460.5;ENST00000556587.5;ENST00000555547.5;ENST00000556436.1;ENST00000555412.1;ENST00000555349.5;ENST00000554021.1,61;61;42;42;38;12;1;16;19;26;30;84;627;784;784
chr14,74763295,74763295,promoter-TSS,,ENST00000325680.12;ENST00000552421.5,20;70
chr14,77616753,77616753,promoter-TSS,,ENST00000216484.7,115
chr14,77761889,77761889,promoter-TSS,,ENST00000261531.12;ENST00000554775.5;ENST00000556428.5;ENST00000555761.5;ENST00000554324.1;ENST00000557663.1,732;733;681;732;732;732
chr14,91060358,91060358,promoter-TSS,DGLUCY,ENST00000521334.5;ENST00000522837.5;ENST00000536315.6,24;473;223
chr14,99272219,99272219,promoter-TSS,BCL11B,ENST00000345514.2;ENST00000357195.8;ENST00000443726.2,733;21;694
chr15,23039552,23039552,promoter-TSS,TUBGCP5,ENST00000614508.4;ENST00000615383.5;ENST00000620435.4,16;16;19
chr15,25438953,25438953,promoter-TSS,UBE3A,ENST00000638011.1;ENST00000637886.1;ENST00000638155.1;ENST00000635914.1;ENST00000438097.6;ENST00000648336.2;ENST00000630424.2;ENST00000649550.1;ENST00000650110.1;ENST00000428984.6;ENST00000566215.5;ENST00000675177.1;ENST00000675593.1;ENST00000625778.3;ENST00000675000.1;ENST00000626793.2;ENST00000628733.2;ENST00000630907.2;ENST00000675038.1;ENST00000629886.2;ENST00000628267.2;ENST00000629252.2;ENST00000625681.2;ENST00000627018.1,27;31;32;51;54;70;258;70;70;428;411;423;45;97;45;381;426;620;40;623;60;14;45;623
chr1,40692083,40692083,promoter-TSS,NFYC,ENST00000534399.5;ENST00000372653.5;ENST00000372669.8;ENST00000606277.2,74;69;206;8
chr15,34588459,34588459,promoter-TSS,GOLGA8B,ENST00000569100.5,43
chr15,42581513,42581513,promoter-TSS,EIF4EBP2P2,ENST00000563883.1,24
chr15,43800630,43800630,promoter-TSS,,ENST00000442995.4;ENST00000458412.2;ENST00000497142.2;ENST00000457418.5;ENST00000299969.10;ENST00000319327.7,30;30;2;532;497;409
chr15,44537120,44537120,promoter-TSS,EIF3J,ENST00000424492.7;ENST00000261868.10;ENST00000535391.5;ENST00000560750.1;ENST00000313807.5;ENST00000560049.3;ENST00000702400.1;ENST00000657789.2;ENST00000653319.1;ENST00000559356.1,4;26;62;479;186;193;438;206;73;225
chr15,45187943,45187943,promoter-TSS,SHF,ENST00000560540.5;ENST00000690270.1;ENST00000560734.5;ENST00000560471.5;ENST00000561091.1,12;22;8;11;483
chr15,52179885,52179885,promoter-TSS,,ENST00000559779.2;ENST00000654724.1;ENST00000560518.1;ENST00000396335.8;ENST00000561313.5;ENST00000560116.1,113;142;331;1;87;14
chr15,52295754,52295754,promoter-TSS,,ENST00000261839.12;ENST00000560809.5;ENST00000558902.5;ENST00000559459.5;ENST00000541028.5;ENST00000558479.1,49;97;14;9;13;18
chr15,63189650,63189650,promoter-TSS,RAB8B,ENST00000558990.5;ENST00000558119.5;ENST00000559927.1;ENST00000559006.1;ENST00000321437.9,89;55;46;43;43
chr15,65133826,65133826,promoter-TSS,,ENST00000204549.9,17
chr15,68054078,68054078,promoter-TSS,PIAS1,ENST00000564915.5;ENST00000249636.11;ENST00000562190.1;ENST00000545237.1,230;236;239;497
chr15,68818243,68818243,promoter-TSS,SPESP1,ENST00000560188.1;ENST00000267918.9;ENST00000495764.1;ENST00000483221.1,21;643;627;527
chr15,75843501,75843501,promoter-TSS,,ENST00000267938.9;ENST00000561723.5;ENST00000561851.5;ENST00000562635.1,53;66;542;645
chr15,78540519,78540519,promoter-TSS,PSMA4,ENST00000559082.5;ENST00000560033.5;ENST00000559948.5;ENST00000413382.6;ENST00000559146.5;ENST00000558639.5;ENST00000559934.5;ENST00000044462.12;ENST00000558635.1;ENST00000560099.5;ENST00000557929.5;ENST00000558281.5;ENST00000559365.5;ENST00000558341.5;ENST00000559437.5,97;91;91;91;78;74;74;74;59;57;51;40;215;294;327
chr15,90293652,90293652,promoter-TSS,RN7SL736P,ENST00000613111.1,286
chr15,92809444,92809444,promoter-TSS,,ENST00000555325.1,876
chr15,92884258,92884258,promoter-TSS,LINC01578,ENST00000554133.5,112
chr16,1943199,1943199,promoter-TSS,,ENST00000361871.8;ENST00000473663.1;ENST00000399753.2;ENST00000564908.1,0;75;3;0
chr1,44807351,44807351,promoter-TSS,,ENST00000702618.1;ENST00000339355.3;ENST00000675259.1,172;0;0
chr16,2603430,2603430,promoter-TSS,,ENST00000399702.6;ENST00000566272.1;ENST00000567242.1,93;9;43
chr16,2682512,2682512,promoter-TSS,,ENST00000301738.9;ENST00000570005.5;ENST00000564246.1;ENST00000564195.1;ENST00000623937.1;ENST00000663379.1;ENST00000663519.1;ENST00000668411.1;ENST00000665778.1;ENST00000701902.1;ENST00000687207.2,10;15;20;27;593;142;132;250;133;136;113
chr16,4614887,4614887,promoter-TSS,UBALD1,ENST00000590965.1;ENST00000591401.5;ENST00000588691.1;ENST00000283474.12;ENST00000587615.1;ENST00000587649.1;ENST00000591113.1,12;5;10;0;14;13;484
chr16,4767375,4767375,promoter-TSS,,ENST00000219478.11;ENST00000545009.1;ENST00000588602.1,212;158;402
chr16,19523922,19523922,promoter-TSS,CCP110,ENST00000381396.9;ENST00000569190.1;ENST00000565376.2;ENST00000573412.1;ENST00000694978.1;ENST00000562083.1;ENST00000396208.4,64;42;16;19;19;38;352
chr16,19718172,19718172,promoter-TSS,,ENST00000695302.1;ENST00000564955.5;ENST00000564186.5;ENST00000568300.6;ENST00000564515.5;ENST00000561839.5;ENST00000561935.5;ENST00000566312.1;ENST00000219837.12;ENST00000565844.1;ENST00000564480.1,98;106;107;110;125;142;154;243;54;62;40
chr16,29995592,29995592,promoter-TSS,INO80E,ENST00000304516.11;ENST00000620599.4;ENST00000380503.7;ENST00000569957.5;ENST00000563197.6;ENST00000568043.5;ENST00000567254.5;ENST00000567065.5;ENST00000562441.5;ENST00000567705.5;ENST00000567987.5;ENST00000563040.5;ENST00000540562.1;ENST00000279392.8;ENST00000564026.1;ENST00000563680.1;ENST00000565996.1,122;617;625;645;648;651;651;653;653;657;658;659;681;24;50;0;15
chr16,30610311,30610311,promoter-TSS,,ENST00000287461.8;ENST00000563304.5;ENST00000564262.1;ENST00000565710.1;ENST00000688509.1,77;74;825;482;39
chr16,53503131,53503131,promoter-TSS,,ENST00000394657.12;ENST00000570004.5;ENST00000563108.5;ENST00000568596.5;ENST00000566045.5;ENST00000561799.5;ENST00000564497.1,77;91;74;74;74;77;98
chr16,58025055,58025055,promoter-TSS,,ENST00000219271.4,698
chr16,65234974,65234974,promoter-TSS,,ENST00000567058.1;ENST00000565901.1;ENST00000691011.1,59;69;40
chr16,67481161,67481161,promoter-TSS,,ENST00000602592.1;ENST00000656196.1;ENST00000653151.2;ENST00000659360.1;ENST00000602596.1;ENST00000635000.1;ENST00000290949.8;ENST00000565835.5;ENST00000540149.5;ENST00000561852.5;ENST00000563064.5;ENST00000564191.5;ENST00000564788.1;ENST00000561658.5;ENST00000568298.1,152;152;207;211;222;245;3;81;43;12;19;74;6;3;3
chr16,67983028,67983028,promoter-TSS,,ENST00000702375.1,10
chr16,68023226,68023226,promoter-TSS,DUS2,ENST00000358896.10;ENST00000564975.5;ENST00000568099.6;ENST00000567100.5;ENST00000565263.6;ENST00000432752.5;ENST00000569289.5;ENST00000564781.1;ENST00000332395.7,26;34;38;57;57;65;96;102;5
chr16,69385970,69385970,promoter-TSS,,ENST00000254942.8;ENST00000566750.5;ENST00000569611.6;ENST00000567296.6;ENST00000569280.1,36;399;370;17;236
chr16,71565215,71565215,promoter-TSS,TAT-AS1,ENST00000561529.1;ENST00000566202.5;ENST00000568446.1;ENST00000617615.1,573;125;274;276
chr16,72093864,72093864,promoter-TSS,DHX38,ENST00000579387.5;ENST00000268482.8;ENST00000566489.1;ENST00000562153.5;ENST00000268483.8;ENST00000423037.5;ENST00000565171.5;ENST00000569767.1,16;16;59;306;243;4;311;4
chr16,74984952,74984952,promoter-TSS,WDR59,ENST00000536050.5;ENST00000564859.1,125;78
chr16,75648687,75648687,promoter-TSS,KARS,ENST00000566560.5,43
chr16,81314792,81314792,promoter-TSS,,ENST00000648349.2;ENST00000648994.2;ENST00000674788.1;ENST00000650388.1;ENST00000693428.1,151;169;196;321;26
chr16,83808015,83808015,promoter-TSS,,ENST00000685468.1;ENST00000433866.7;ENST00000570259.1;ENST00000569301.2;ENST00000567382.1;ENST00000689373.1;ENST00000685807.1;ENST00000692462.1;ENST00000689426.1;ENST00000561599.2,36;36;25;10;46;85;121;121;172;180
chr1,52553033,52553033,promoter-TSS,,ENST00000257177.9;ENST00000371544.7;ENST00000528642.5;ENST00000473856.5;ENST00000355809.4;ENST00000470626.1,58;66;48;35;38;51
chr1,52698265,52698265,promoter-TSS,,ENST00000371538.5;ENST00000486918.1,81;196
chr17,1400187,1400187,promoter-TSS,,ENST00000264335.13;ENST00000571732.5;ENST00000573026.1;ENST00000573196.5;ENST00000575977.1;ENST00000469398.5;ENST00000486241.1;ENST00000489287.1;ENST00000576854.1;ENST00000572108.1;ENST00000498643.1,34;32;5;18;26;35;21;12;18;597;51
chr17,2030154,2030154,promoter-TSS,,ENST00000674200.2;ENST00000263083.12;ENST00000571418.7;ENST00000575667.6;ENST00000572819.6;ENST00000576129.5,16;0;4;4;12;31
chr17,4143649,4143649,promoter-TSS,CYB5D2,ENST00000573984.1;ENST00000381638.7;ENST00000574474.1,52;618;628
chr17,5420183,5420183,promoter-TSS,RPAIN,ENST00000572174.5;ENST00000381209.8;ENST00000570883.5;ENST00000575112.5;ENST00000575711.1;ENST00000405578.8;ENST00000573126.1;ENST00000574003.1;ENST00000700529.1;ENST00000700530.1;ENST00000700531.1;ENST00000700532.1;ENST00000700533.1;ENST00000700534.1;ENST00000700535.1;ENST00000700536.1;ENST00000700537.1;ENST00000572019.2;ENST00000700538.1;ENST00000700539.1;ENST00000700540.1;ENST00000700541.1;ENST00000700542.1;ENST00000700543.1;ENST00000225696.9;ENST00000573584.6;ENST00000700544.1;ENST00000700545.1;ENST00000700546.1;ENST00000574867.5;ENST00000570937.2;ENST00000700547.1;ENST00000572290.1,15;0;1;1;5;16;16;18;487;18;621;560;521;514;511;506;500;497;487;610;541;524;520;487;328;520;39;487;520;520;520;245;521
chr17,21043015,21043015,promoter-TSS,,ENST00000261497.9;ENST00000476111.5,3;741
chr17,27456075,27456075,promoter-TSS,,ENST00000644974.2;ENST00000579309.1,372;654
chr17,28728857,28728857,promoter-TSS,,ENST00000268766.11;ENST00000543014.1;ENST00000581000.1;ENST00000593261.1;ENST00000580518.1,68;52;42;40;921
chr17,28812702,28812702,promoter-TSS,,ENST00000582059.6;ENST00000452648.8,477;266
chr1,56645482,56645482,promoter-TSS,PLPP3,ENST00000461655.1;ENST00000476206.1,180;209
chr17,30378985,30378985,promoter-TSS,,ENST00000225719.9;ENST00000583275.1,57;630
chr17,32008079,32008079,promoter-TSS,LRRC37B,ENST00000581370.1,42
chr17,35119682,35119682,promoter-TSS,RAD51D,ENST00000588594.5;ENST00000335858.11;ENST00000586044.5;ENST00000586210.5;ENST00000460118.6;ENST00000590631.1;ENST00000585343.5;ENST00000586186.2;ENST00000592850.5;ENST00000592928.2,36;62;63;33;61;135;524;524;524;524
chr17,36535495,36535495,promoter-TSS,PIGW,ENST00000620233.1;ENST00000614623.5;ENST00000610992.4;ENST00000621550.4;ENST00000610930.4;ENST00000621344.4;ENST00000620640.4;ENST00000616159.4;ENST00000616207.4;ENST00000613551.4;ENST00000620869.1,59;626;79;37;567;626;598;684;704;684;629
chr17,40122125,40122125,promoter-TSS,MSL1,ENST00000577454.5;ENST00000578648.5;ENST00000579565.5;ENST00000578826.1,447;458;488;971
chr17,44123602,44123602,promoter-TSS,HDAC5,ENST00000225983.10;ENST00000682912.1;ENST00000336057.9;ENST00000586802.5;ENST00000587135.1,35;38;15;326;25
chr17,44220766,44220766,promoter-TSS,,ENST00000588279.2;ENST00000527034.5,602;87
chr17,46192838,46192838,promoter-TSS,,ENST00000398275.6;ENST00000686301.1;ENST00000572973.1;ENST00000262419.10,727;729;793;37
chr17,47971081,47971081,promoter-TSS,CDK5RAP3,ENST00000579853.5;ENST00000577442.5;ENST00000584991.5;ENST00000584525.5;ENST00000581708.5;ENST00000579605.5;ENST00000584063.5;ENST00000581160.5;ENST00000338399.9;ENST00000578733.5;ENST00000584592.5;ENST00000578018.5;ENST00000582275.5;ENST00000577664.5;ENST00000578525.5;ENST00000579175.5;ENST00000585163.5;ENST00000580287.5;ENST00000583182.5;ENST00000583363.5;ENST00000578134.5;ENST00000579780.5;ENST00000583352.5;ENST00000580391.5;ENST00000584186.1;ENST00000584042.1;ENST00000584168.5;ENST00000580670.6,72;62;31;30;4;2;22;31;31;40;40;40;40;40;40;41;43;45;50;53;61;69;69;74;83;129;280;280
chr17,49414865,49414865,promoter-TSS,,ENST00000696365.1;ENST00000511832.6;ENST00000300408.8;ENST00000419140.7;ENST00000617874.5;ENST00000504124.6;ENST00000614445.5;ENST00000508009.6;ENST00000512041.7;ENST00000434917.3;ENST00000393345.8;ENST00000506273.1;ENST00000513412.1,39;62;16;16;6;10;18;32;35;32;6;11;12
chr17,50055701,50055701,promoter-TSS,ITGA3,ENST00000506401.6;ENST00000505306.5;ENST00000320031.13;ENST00000007722.11;ENST00000508100.1;ENST00000499842.1;ENST00000691013.1,266;366;408;738;785;37;44
chr17,58352167,58352167,promoter-TSS,SUPT4H1,ENST00000581166.5;ENST00000225504.8;ENST00000581540.5;ENST00000579289.1,0;33;505;30
chr17,62065863,62065863,promoter-TSS,,ENST00000397786.7;ENST00000688399.1,584;91
chr17,78723600,78723600,promoter-TSS,CYTH1,ENST00000590775.5;ENST00000587308.5,33;35
chr17,79797028,79797028,promoter-TSS,,ENST00000269385.9,48
chr17,81666736,81666736,promoter-TSS,,ENST00000329214.13;ENST00000575223.5;ENST00000574107.1;ENST00000574200.1;ENST00000374741.4;ENST00000575963.1;ENST00000573786.1;ENST00000571503.1;ENST00000571757.1;ENST00000575992.1;ENST00000571092.1,0;15;18;35;130;100;589;140;102;198;157
