chr,start,end,id,tag_fold_change
chr1,46328353,46328354,MM1_HSA_GM12878_YY1_peaks_with_motif_33,14.39
chr1,47380917,47380918,MM1_HSA_GM12878_YY1_peaks_with_motif_34,10.61
chr1,51911115,51911116,MM1_HSA_GM12878_YY1_peaks_with_motif_35,15.77
chr1,52404671,52404672,MM1_HSA_GM12878_YY1_peaks_with_motif_36,8.6
chr1,56817172,56817173,MM1_HSA_GM12878_YY1_peaks_with_motif_37,15.82
chr1,58105176,58105177,MM1_HSA_GM12878_YY1_peaks_with_motif_38,11.66
chr1,59008454,59008455,MM1_HSA_GM12878_YY1_peaks_with_motif_39,11.41
chr1,61241574,61241575,MM1_HSA_GM12878_YY1_peaks_with_motif_40,21.48
chr1,62039043,62039044,MM1_HSA_GM12878_YY1_peaks_with_motif_41,17.74
chr1,64172572,64172573,MM1_HSA_GM12878_YY1_peaks_with_motif_42,27.96
chr1,66143858,66143859,MM1_HSA_GM12878_YY1_peaks_with_motif_43,12.84
chr1,67174902,67174903,MM1_HSA_GM12878_YY1_peaks_with_motif_44,18.61
chr1,67194726,67194727,MM1_HSA_GM12878_YY1_peaks_with_motif_45,23.39
chr1,67874944,67874945,MM1_HSA_GM12878_YY1_peaks_with_motif_46,16.11
chr1,71780925,71780926,MM1_HSA_GM12878_YY1_peaks_with_motif_47,16.13
chr1,76668244,76668245,MM1_HSA_GM12878_YY1_peaks_with_motif_48,16.13
chr1,77682789,77682790,MM1_HSA_GM12878_YY1_peaks_with_motif_49,15.61
chr1,77779541,77779542,MM1_HSA_GM12878_YY1_peaks_with_motif_50,15.73
chr1,77978301,77978302,MM1_HSA_GM12878_YY1_peaks_with_motif_51,12.9
chr1,85215880,85215881,MM1_HSA_GM12878_YY1_peaks_with_motif_52,14.32
chr1,87348463,87348464,MM1_HSA_GM12878_YY1_peaks_with_motif_53,19.35
chr1,89170742,89170743,MM1_HSA_GM12878_YY1_peaks_with_motif_54,14.34
chr1,89952729,89952730,MM1_HSA_GM12878_YY1_peaks_with_motif_55,14.11
chr1,89994853,89994854,MM1_HSA_GM12878_YY1_peaks_with_motif_56,15.15
chr1,90243428,90243429,MM1_HSA_GM12878_YY1_peaks_with_motif_57,16.11
chr1,90521765,90521766,MM1_HSA_GM12878_YY1_peaks_with_motif_58,20.98
chr1,96876095,96876096,MM1_HSA_GM12878_YY1_peaks_with_motif_59,16.13
chr1,99180519,99180520,MM1_HSA_GM12878_YY1_peaks_with_motif_60,14.92
chr1,100037274,100037275,MM1_HSA_GM12878_YY1_peaks_with_motif_61,10.39
chr1,100249776,100249777,MM1_HSA_GM12878_YY1_peaks_with_motif_62,10.38
chr1,107451515,107451516,MM1_HSA_GM12878_YY1_peaks_with_motif_63,18.06
chr1,109166803,109166804,MM1_HSA_GM12878_YY1_peaks_with_motif_64,10.75
chr1,109546538,109546539,MM1_HSA_GM12878_YY1_peaks_with_motif_65,30.62
chr1,110034488,110034489,MM1_HSA_GM12878_YY1_peaks_with_motif_66,31.9
chr1,111187946,111187947,MM1_HSA_GM12878_YY1_peaks_with_motif_67,12.62
chr1,111449460,111449461,MM1_HSA_GM12878_YY1_peaks_with_motif_68,8.99
chr1,112953651,112953652,MM1_HSA_GM12878_YY1_peaks_with_motif_69,9.38
chr1,114758129,114758130,MM1_HSA_GM12878_YY1_peaks_with_motif_70,11.43
chr1,117340153,117340154,MM1_HSA_GM12878_YY1_peaks_with_motif_71,18.28
chr1,119140615,119140616,MM1_HSA_GM12878_YY1_peaks_with_motif_72,9.35
chr1,145927628,145927629,MM1_HSA_GM12878_YY1_peaks_with_motif_73,12.06
chr1,150363686,150363687,MM1_HSA_GM12878_YY1_peaks_with_motif_74,8.54
chr1,151070688,151070689,MM1_HSA_GM12878_YY1_peaks_with_motif_75,9.95
chr1,151399471,151399472,MM1_HSA_GM12878_YY1_peaks_with_motif_76,16.86
chr1,151458255,151458256,MM1_HSA_GM12878_YY1_peaks_with_motif_77,11.29
chr1,151908291,151908292,MM1_HSA_GM12878_YY1_peaks_with_motif_78,12.9
chr1,153790949,153790950,MM1_HSA_GM12878_YY1_peaks_with_motif_79,6.33
chr1,153920646,153920647,MM1_HSA_GM12878_YY1_peaks_with_motif_80,11.08
chr1,153990634,153990635,MM1_HSA_GM12878_YY1_peaks_with_motif_81,29.73
chr1,155219098,155219099,MM1_HSA_GM12878_YY1_peaks_with_motif_82,40.8
chr1,155500153,155500154,MM1_HSA_GM12878_YY1_peaks_with_motif_83,8.8
chr1,155503211,155503212,MM1_HSA_GM12878_YY1_peaks_with_motif_84,16.5
chr1,155934622,155934623,MM1_HSA_GM12878_YY1_peaks_with_motif_85,14.52
chr1,156193947,156193948,MM1_HSA_GM12878_YY1_peaks_with_motif_86,14.16
chr1,156601462,156601463,MM1_HSA_GM12878_YY1_peaks_with_motif_87,10.32
chr1,157585907,157585908,MM1_HSA_GM12878_YY1_peaks_with_motif_88,34
chr1,159077410,159077411,MM1_HSA_GM12878_YY1_peaks_with_motif_89,11.98
chr1,160708424,160708425,MM1_HSA_GM12878_YY1_peaks_with_motif_90,7.46
chr1,161046281,161046282,MM1_HSA_GM12878_YY1_peaks_with_motif_91,19.35
chr1,161132858,161132859,MM1_HSA_GM12878_YY1_peaks_with_motif_92,17.59
chr1,161153917,161153918,MM1_HSA_GM12878_YY1_peaks_with_motif_93,17.15
chr1,161220878,161220879,MM1_HSA_GM12878_YY1_peaks_with_motif_94,28.32
chr1,161226046,161226047,MM1_HSA_GM12878_YY1_peaks_with_motif_95,13.71
chr1,161765532,161765533,MM1_HSA_GM12878_YY1_peaks_with_motif_96,11.01
chr1,161770466,161770467,MM1_HSA_GM12878_YY1_peaks_with_motif_97,12.19
chr1,161778505,161778506,MM1_HSA_GM12878_YY1_peaks_with_motif_98,9.93
chr1,162536808,162536809,MM1_HSA_GM12878_YY1_peaks_with_motif_99,17.9
chr1,165601894,165601895,MM1_HSA_GM12878_YY1_peaks_with_motif_100,12.75
chr1,167252919,167252920,MM1_HSA_GM12878_YY1_peaks_with_motif_101,12.9
chr1,167507983,167507984,MM1_HSA_GM12878_YY1_peaks_with_motif_102,13.04
chr1,167936337,167936338,MM1_HSA_GM12878_YY1_peaks_with_motif_103,15.32
chr1,169109048,169109049,MM1_HSA_GM12878_YY1_peaks_with_motif_104,9.22
chr1,169161612,169161613,MM1_HSA_GM12878_YY1_peaks_with_motif_105,10.22
chr1,169198254,169198255,MM1_HSA_GM12878_YY1_peaks_with_motif_106,12.9
chr1,169691494,169691495,MM1_HSA_GM12878_YY1_peaks_with_motif_107,9.03
chr1,169894188,169894189,MM1_HSA_GM12878_YY1_peaks_with_motif_108,22.65
chr1,170067549,170067550,MM1_HSA_GM12878_YY1_peaks_with_motif_109,23.36
chr1,170538775,170538776,MM1_HSA_GM12878_YY1_peaks_with_motif_110,24.19
chr1,170709800,170709801,MM1_HSA_GM12878_YY1_peaks_with_motif_111,17.9
chr1,173824525,173824526,MM1_HSA_GM12878_YY1_peaks_with_motif_112,10.54
chr1,174902909,174902910,MM1_HSA_GM12878_YY1_peaks_with_motif_113,20.37
chr1,179100184,179100185,MM1_HSA_GM12878_YY1_peaks_with_motif_114,17.44
chr1,179954611,179954612,MM1_HSA_GM12878_YY1_peaks_with_motif_115,16.11
chr1,180508043,180508044,MM1_HSA_GM12878_YY1_peaks_with_motif_116,14.32
chr1,181640240,181640241,MM1_HSA_GM12878_YY1_peaks_with_motif_117,12.21
chr1,182171350,182171351,MM1_HSA_GM12878_YY1_peaks_with_motif_118,8.29
chr1,182430898,182430899,MM1_HSA_GM12878_YY1_peaks_with_motif_119,13.69
chr1,183061002,183061003,MM1_HSA_GM12878_YY1_peaks_with_motif_120,10.61
chr1,185567291,185567292,MM1_HSA_GM12878_YY1_peaks_with_motif_121,13.63
chr1,186178753,186178754,MM1_HSA_GM12878_YY1_peaks_with_motif_122,19.35
chr1,187339203,187339204,MM1_HSA_GM12878_YY1_peaks_with_motif_123,14.32
chr1,190215820,190215821,MM1_HSA_GM12878_YY1_peaks_with_motif_124,23.27
chr1,192559810,192559811,MM1_HSA_GM12878_YY1_peaks_with_motif_125,44.35
chr1,199372275,199372276,MM1_HSA_GM12878_YY1_peaks_with_motif_126,11.46
chr1,200448241,200448242,MM1_HSA_GM12878_YY1_peaks_with_motif_127,14.7
chr1,200646676,200646677,MM1_HSA_GM12878_YY1_peaks_with_motif_128,15.76
chr1,200886780,200886781,MM1_HSA_GM12878_YY1_peaks_with_motif_129,12.62
chr1,200910195,200910196,MM1_HSA_GM12878_YY1_peaks_with_motif_130,13.13
chr1,202806016,202806017,MM1_HSA_GM12878_YY1_peaks_with_motif_131,24.52
chr1,203271246,203271247,MM1_HSA_GM12878_YY1_peaks_with_motif_132,18.98
chr1,204513165,204513166,MM1_HSA_GM12878_YY1_peaks_with_motif_133,16.85
chr1,206817133,206817134,MM1_HSA_GM12878_YY1_peaks_with_motif_134,11.89
chr1,207820638,207820639,MM1_HSA_GM12878_YY1_peaks_with_motif_135,17.98
chr1,210464776,210464777,MM1_HSA_GM12878_YY1_peaks_with_motif_136,14.32
chr1,212651608,212651609,MM1_HSA_GM12878_YY1_peaks_with_motif_137,11.29
chr1,212957327,212957328,MM1_HSA_GM12878_YY1_peaks_with_motif_138,9.79
chr1,212959374,212959375,MM1_HSA_GM12878_YY1_peaks_with_motif_139,13.44
chr1,219916035,219916036,MM1_HSA_GM12878_YY1_peaks_with_motif_140,16.11
chr1,221012327,221012328,MM1_HSA_GM12878_YY1_peaks_with_motif_141,14.32
chr1,221263934,221263935,MM1_HSA_GM12878_YY1_peaks_with_motif_142,40.55
chr1,221726183,221726184,MM1_HSA_GM12878_YY1_peaks_with_motif_143,13.62
chr1,221728089,221728090,MM1_HSA_GM12878_YY1_peaks_with_motif_144,8.82
chr1,221962536,221962537,MM1_HSA_GM12878_YY1_peaks_with_motif_145,13.71
chr1,222073887,222073888,MM1_HSA_GM12878_YY1_peaks_with_motif_146,12.53
chr1,222712729,222712730,MM1_HSA_GM12878_YY1_peaks_with_motif_147,10.94
chr1,223698443,223698444,MM1_HSA_GM12878_YY1_peaks_with_motif_148,9.83
chr1,224857941,224857942,MM1_HSA_GM12878_YY1_peaks_with_motif_149,14.52
chr1,226179347,226179348,MM1_HSA_GM12878_YY1_peaks_with_motif_150,13.98
chr1,226851177,226851178,MM1_HSA_GM12878_YY1_peaks_with_motif_151,10.74
chr1,228125348,228125349,MM1_HSA_GM12878_YY1_peaks_with_motif_152,17.31
chr1,232937241,232937242,MM1_HSA_GM12878_YY1_peaks_with_motif_153,12.9
chr1,233102517,233102518,MM1_HSA_GM12878_YY1_peaks_with_motif_154,23.27
chr1,234361313,234361314,MM1_HSA_GM12878_YY1_peaks_with_motif_155,13.5
chr1,234494389,234494390,MM1_HSA_GM12878_YY1_peaks_with_motif_156,11.54
chr1,234606327,234606328,MM1_HSA_GM12878_YY1_peaks_with_motif_157,10.13
chr1,234608093,234608094,MM1_HSA_GM12878_YY1_peaks_with_motif_158,6.22
chr1,234926535,234926536,MM1_HSA_GM12878_YY1_peaks_with_motif_159,9.85
chr1,235275366,235275367,MM1_HSA_GM12878_YY1_peaks_with_motif_160,11.14
chr1,240782212,240782213,MM1_HSA_GM12878_YY1_peaks_with_motif_161,21.48
chr1,241635754,241635755,MM1_HSA_GM12878_YY1_peaks_with_motif_162,14.75
chr1,244319714,244319715,MM1_HSA_GM12878_YY1_peaks_with_motif_163,15.9
chr1,245901572,245901573,MM1_HSA_GM12878_YY1_peaks_with_motif_164,9.68
chr1,248826108,248826109,MM1_HSA_GM12878_YY1_peaks_with_motif_165,14.63
chr10,1454514,1454515,MM1_HSA_GM12878_YY1_peaks_with_motif_166,14.14
chr10,5443723,5443724,MM1_HSA_GM12878_YY1_peaks_with_motif_167,12.9
chr10,10869748,10869749,MM1_HSA_GM12878_YY1_peaks_with_motif_168,12.56
chr10,11091388,11091389,MM1_HSA_GM12878_YY1_peaks_with_motif_169,10.32
chr10,11166397,11166398,MM1_HSA_GM12878_YY1_peaks_with_motif_170,11.73
chr10,12619003,12619004,MM1_HSA_GM12878_YY1_peaks_with_motif_171,15.85
chr10,14882054,14882055,MM1_HSA_GM12878_YY1_peaks_with_motif_172,11.54
chr10,15427546,15427547,MM1_HSA_GM12878_YY1_peaks_with_motif_173,15.24
chr10,17648810,17648811,MM1_HSA_GM12878_YY1_peaks_with_motif_174,9.42
chr10,17655754,17655755,MM1_HSA_GM12878_YY1_peaks_with_motif_175,13.03
chr10,18294729,18294730,MM1_HSA_GM12878_YY1_peaks_with_motif_176,18.28
chr10,18465625,18465626,MM1_HSA_GM12878_YY1_peaks_with_motif_177,16.11
chr10,21020668,21020669,MM1_HSA_GM12878_YY1_peaks_with_motif_178,11.83
chr10,22322514,22322515,MM1_HSA_GM12878_YY1_peaks_with_motif_179,10.04
chr10,30770816,30770817,MM1_HSA_GM12878_YY1_peaks_with_motif_180,25.06
chr10,30931156,30931157,MM1_HSA_GM12878_YY1_peaks_with_motif_181,10.95
chr10,34292306,34292307,MM1_HSA_GM12878_YY1_peaks_with_motif_182,16.11
chr10,38803686,38803687,MM1_HSA_GM12878_YY1_peaks_with_motif_183,16.11
chr10,45653806,45653807,MM1_HSA_GM12878_YY1_peaks_with_motif_184,8.6
chr10,49943905,49943906,MM1_HSA_GM12878_YY1_peaks_with_motif_185,11.99
chr10,50672292,50672293,MM1_HSA_GM12878_YY1_peaks_with_motif_186,72.58
chr10,51699870,51699871,MM1_HSA_GM12878_YY1_peaks_with_motif_187,46.02
chr10,58903847,58903848,MM1_HSA_GM12878_YY1_peaks_with_motif_188,14.32
chr10,59908028,59908029,MM1_HSA_GM12878_YY1_peaks_with_motif_189,11.01
chr10,60074591,60074592,MM1_HSA_GM12878_YY1_peaks_with_motif_190,13.24
chr10,61397789,61397790,MM1_HSA_GM12878_YY1_peaks_with_motif_191,14.32
chr10,63133056,63133057,MM1_HSA_GM12878_YY1_peaks_with_motif_192,9.68
chr10,63134231,63134232,MM1_HSA_GM12878_YY1_peaks_with_motif_193,10.57
chr10,67773058,67773059,MM1_HSA_GM12878_YY1_peaks_with_motif_194,7.63
chr10,68115640,68115641,MM1_HSA_GM12878_YY1_peaks_with_motif_195,12.53
chr10,68167458,68167459,MM1_HSA_GM12878_YY1_peaks_with_motif_196,17.48
chr10,68600758,68600759,MM1_HSA_GM12878_YY1_peaks_with_motif_197,9.51
chr10,68849131,68849132,MM1_HSA_GM12878_YY1_peaks_with_motif_198,11.06
chr10,69091499,69091500,MM1_HSA_GM12878_YY1_peaks_with_motif_199,9.47
chr10,73626069,73626070,MM1_HSA_GM12878_YY1_peaks_with_motif_200,9.08
chr10,73717840,73717841,MM1_HSA_GM12878_YY1_peaks_with_motif_201,15.48
chr10,74127187,74127188,MM1_HSA_GM12878_YY1_peaks_with_motif_202,11.2
chr10,74179394,74179395,MM1_HSA_GM12878_YY1_peaks_with_motif_203,9.97
chr10,75956175,75956176,MM1_HSA_GM12878_YY1_peaks_with_motif_204,19.69
chr10,77308945,77308946,MM1_HSA_GM12878_YY1_peaks_with_motif_205,19.35
chr10,77702469,77702470,MM1_HSA_GM12878_YY1_peaks_with_motif_206,13.98
chr10,84139266,84139267,MM1_HSA_GM12878_YY1_peaks_with_motif_207,16.45
chr10,86712530,86712531,MM1_HSA_GM12878_YY1_peaks_with_motif_208,13.89
chr10,88409190,88409191,MM1_HSA_GM12878_YY1_peaks_with_motif_209,10.32
chr10,90047696,90047697,MM1_HSA_GM12878_YY1_peaks_with_motif_210,38.71
chr10,93701941,93701942,MM1_HSA_GM12878_YY1_peaks_with_motif_211,10.1
chr10,97428048,97428049,MM1_HSA_GM12878_YY1_peaks_with_motif_212,11.03
chr10,97879399,97879400,MM1_HSA_GM12878_YY1_peaks_with_motif_213,85.55
chr10,98194791,98194792,MM1_HSA_GM12878_YY1_peaks_with_motif_214,25.81
chr10,98778716,98778717,MM1_HSA_GM12878_YY1_peaks_with_motif_215,12.92
chr10,101353763,101353764,MM1_HSA_GM12878_YY1_peaks_with_motif_216,8.46
chr10,101400815,101400816,MM1_HSA_GM12878_YY1_peaks_with_motif_217,13.47
chr10,102453017,102453018,MM1_HSA_GM12878_YY1_peaks_with_motif_218,14.14
chr10,102743627,102743628,MM1_HSA_GM12878_YY1_peaks_with_motif_219,11.86
chr10,108014277,108014278,MM1_HSA_GM12878_YY1_peaks_with_motif_220,25.81
chr10,108366551,108366552,MM1_HSA_GM12878_YY1_peaks_with_motif_221,26.85
chr10,108633068,108633069,MM1_HSA_GM12878_YY1_peaks_with_motif_222,16.11
chr10,108852927,108852928,MM1_HSA_GM12878_YY1_peaks_with_motif_223,10.84
chr10,109912636,109912637,MM1_HSA_GM12878_YY1_peaks_with_motif_224,13.82
chr10,110849316,110849317,MM1_HSA_GM12878_YY1_peaks_with_motif_225,15.93
chr10,110922254,110922255,MM1_HSA_GM12878_YY1_peaks_with_motif_226,16.13
chr10,110993181,110993182,MM1_HSA_GM12878_YY1_peaks_with_motif_227,15.48
chr10,112789454,112789455,MM1_HSA_GM12878_YY1_peaks_with_motif_228,19.69
chr10,119131903,119131904,MM1_HSA_GM12878_YY1_peaks_with_motif_229,11.83
chr10,120945310,120945311,MM1_HSA_GM12878_YY1_peaks_with_motif_230,17.44
chr10,123231342,123231343,MM1_HSA_GM12878_YY1_peaks_with_motif_231,23.34
chr10,123772533,123772534,MM1_HSA_GM12878_YY1_peaks_with_motif_232,14.19
chr10,133490182,133490183,MM1_HSA_GM12878_YY1_peaks_with_motif_233,17.74
chr11,4095984,4095985,MM1_HSA_GM12878_YY1_peaks_with_motif_234,12.35
chr11,5341325,5341326,MM1_HSA_GM12878_YY1_peaks_with_motif_235,19.69
chr11,5632105,5632106,MM1_HSA_GM12878_YY1_peaks_with_motif_236,10.75
chr11,7519035,7519036,MM1_HSA_GM12878_YY1_peaks_with_motif_237,12.06
chr11,9209286,9209287,MM1_HSA_GM12878_YY1_peaks_with_motif_238,16.38
chr11,11090142,11090143,MM1_HSA_GM12878_YY1_peaks_with_motif_239,12.9
chr11,14356535,14356536,MM1_HSA_GM12878_YY1_peaks_with_motif_240,15.45
chr11,16738277,16738278,MM1_HSA_GM12878_YY1_peaks_with_motif_241,10.38
chr11,17170081,17170082,MM1_HSA_GM12878_YY1_peaks_with_motif_242,18.43
chr11,18329624,18329625,MM1_HSA_GM12878_YY1_peaks_with_motif_243,11.73
chr11,27209037,27209038,MM1_HSA_GM12878_YY1_peaks_with_motif_244,16.54
chr11,31858765,31858766,MM1_HSA_GM12878_YY1_peaks_with_motif_245,18.68
chr11,32018945,32018946,MM1_HSA_GM12878_YY1_peaks_with_motif_246,13.71
chr11,33039475,33039476,MM1_HSA_GM12878_YY1_peaks_with_motif_247,9.8
chr11,33160390,33160391,MM1_HSA_GM12878_YY1_peaks_with_motif_248,18.86
chr11,36711197,36711198,MM1_HSA_GM12878_YY1_peaks_with_motif_249,12.9
chr11,45355401,45355402,MM1_HSA_GM12878_YY1_peaks_with_motif_250,9.32
chr11,58742102,58742103,MM1_HSA_GM12878_YY1_peaks_with_motif_251,22.65
chr11,59817230,59817231,MM1_HSA_GM12878_YY1_peaks_with_motif_252,10.04
chr11,62709602,62709603,MM1_HSA_GM12878_YY1_peaks_with_motif_253,17.6
chr11,64270154,64270155,MM1_HSA_GM12878_YY1_peaks_with_motif_254,13.39
chr11,65487474,65487475,MM1_HSA_GM12878_YY1_peaks_with_motif_255,12.32
chr11,65498578,65498579,MM1_HSA_GM12878_YY1_peaks_with_motif_256,15.38
chr11,67006617,67006618,MM1_HSA_GM12878_YY1_peaks_with_motif_257,18.82
chr11,71377469,71377470,MM1_HSA_GM12878_YY1_peaks_with_motif_258,13.71
chr11,71991595,71991596,MM1_HSA_GM12878_YY1_peaks_with_motif_259,7.78
chr11,72974562,72974563,MM1_HSA_GM12878_YY1_peaks_with_motif_260,15.94
chr11,73637243,73637244,MM1_HSA_GM12878_YY1_peaks_with_motif_261,38.36
chr11,74595053,74595054,MM1_HSA_GM12878_YY1_peaks_with_motif_262,11.06
chr11,75400207,75400208,MM1_HSA_GM12878_YY1_peaks_with_motif_263,8.6
chr11,76021312,76021313,MM1_HSA_GM12878_YY1_peaks_with_motif_264,15.83
chr11,76444596,76444597,MM1_HSA_GM12878_YY1_peaks_with_motif_265,6.95
chr11,77047808,77047809,MM1_HSA_GM12878_YY1_peaks_with_motif_266,10.89
chr11,80155669,80155670,MM1_HSA_GM12878_YY1_peaks_with_motif_267,19.19
chr11,83055429,83055430,MM1_HSA_GM12878_YY1_peaks_with_motif_268,9.03
chr11,83157965,83157966,MM1_HSA_GM12878_YY1_peaks_with_motif_269,6.81
chr11,83284860,83284861,MM1_HSA_GM12878_YY1_peaks_with_motif_270,8.76
chr11,84289478,84289479,MM1_HSA_GM12878_YY1_peaks_with_motif_271,12.9
chr11,86061555,86061556,MM1_HSA_GM12878_YY1_peaks_with_motif_272,8.46
chr11,86143817,86143818,MM1_HSA_GM12878_YY1_peaks_with_motif_273,21.24
chr11,90657225,90657226,MM1_HSA_GM12878_YY1_peaks_with_motif_274,16.11
chr11,95434734,95434735,MM1_HSA_GM12878_YY1_peaks_with_motif_275,17.9
chr11,96112370,96112371,MM1_HSA_GM12878_YY1_peaks_with_motif_276,7.51
chr11,102430748,102430749,MM1_HSA_GM12878_YY1_peaks_with_motif_277,9.68
chr11,106021280,106021281,MM1_HSA_GM12878_YY1_peaks_with_motif_278,14.19
chr11,107252872,107252873,MM1_HSA_GM12878_YY1_peaks_with_motif_279,17.9
chr11,107565661,107565662,MM1_HSA_GM12878_YY1_peaks_with_motif_280,11.78
chr11,107930005,107930006,MM1_HSA_GM12878_YY1_peaks_with_motif_281,9.03
chr11,108161049,108161050,MM1_HSA_GM12878_YY1_peaks_with_motif_282,12.21
chr11,111408979,111408980,MM1_HSA_GM12878_YY1_peaks_with_motif_283,12.9
chr11,112489300,112489301,MM1_HSA_GM12878_YY1_peaks_with_motif_284,13.48
chr11,117456272,117456273,MM1_HSA_GM12878_YY1_peaks_with_motif_285,11.41
chr11,119102115,119102116,MM1_HSA_GM12878_YY1_peaks_with_motif_286,41.06
chr11,119239605,119239606,MM1_HSA_GM12878_YY1_peaks_with_motif_287,14.19
chr11,121457979,121457980,MM1_HSA_GM12878_YY1_peaks_with_motif_288,8.06
chr11,121569508,121569509,MM1_HSA_GM12878_YY1_peaks_with_motif_289,16.49
chr11,123059248,123059249,MM1_HSA_GM12878_YY1_peaks_with_motif_290,12.5
chr11,125933826,125933827,MM1_HSA_GM12878_YY1_peaks_with_motif_291,11.22
chr11,126305999,126306000,MM1_HSA_GM12878_YY1_peaks_with_motif_292,15.31
chr11,128157905,128157906,MM1_HSA_GM12878_YY1_peaks_with_motif_293,13.75
chr11,130266709,130266710,MM1_HSA_GM12878_YY1_peaks_with_motif_294,10.14
chr11,132028844,132028845,MM1_HSA_GM12878_YY1_peaks_with_motif_295,13.22
chr12,759766,759767,MM1_HSA_GM12878_YY1_peaks_with_motif_296,19.48
chr12,1227174,1227175,MM1_HSA_GM12878_YY1_peaks_with_motif_297,16.77
chr12,1410492,1410493,MM1_HSA_GM12878_YY1_peaks_with_motif_298,12.53
chr12,1494448,1494449,MM1_HSA_GM12878_YY1_peaks_with_motif_299,13.62
chr12,1747837,1747838,MM1_HSA_GM12878_YY1_peaks_with_motif_300,27.15
chr12,2877646,2877647,MM1_HSA_GM12878_YY1_peaks_with_motif_301,11.11
chr12,4649120,4649121,MM1_HSA_GM12878_YY1_peaks_with_motif_302,10.53
chr12,5073930,5073931,MM1_HSA_GM12878_YY1_peaks_with_motif_303,16.11
chr12,6663496,6663497,MM1_HSA_GM12878_YY1_peaks_with_motif_304,15.88
chr12,6970858,6970859,MM1_HSA_GM12878_YY1_peaks_with_motif_305,12.13
chr12,8082076,8082077,MM1_HSA_GM12878_YY1_peaks_with_motif_306,9.58
chr12,12191018,12191019,MM1_HSA_GM12878_YY1_peaks_with_motif_307,13.08
chr12,12249405,12249406,MM1_HSA_GM12878_YY1_peaks_with_motif_308,15.67
chr12,12690570,12690571,MM1_HSA_GM12878_YY1_peaks_with_motif_309,8.8
chr12,12813426,12813427,MM1_HSA_GM12878_YY1_peaks_with_motif_310,9.18
chr12,13632246,13632247,MM1_HSA_GM12878_YY1_peaks_with_motif_311,16.13
chr12,14385276,14385277,MM1_HSA_GM12878_YY1_peaks_with_motif_312,67.53
chr12,14907947,14907948,MM1_HSA_GM12878_YY1_peaks_with_motif_313,12.53
chr12,15883689,15883690,MM1_HSA_GM12878_YY1_peaks_with_motif_314,12.46
chr12,20142413,20142414,MM1_HSA_GM12878_YY1_peaks_with_motif_315,16.77
chr12,25058842,25058843,MM1_HSA_GM12878_YY1_peaks_with_motif_316,8.6
chr12,25087006,25087007,MM1_HSA_GM12878_YY1_peaks_with_motif_317,13.14
