chr,start,end,id,tag_fold_change
chr8,67343757,67343758,MM1_HSA_H1-hESC_YY1_peaks_with_motif_126,39.88802
chr1,15850134,15850135,MM1_HSA_H1-hESC_YY1_peaks_with_motif_127,33.12438
chr8,69381944,69381945,MM1_HSA_H1-hESC_YY1_peaks_with_motif_128,11.25303
chr8,70403805,70403806,MM1_HSA_H1-hESC_YY1_peaks_with_motif_129,19.4808
chr1,246812685,246812686,MM1_HSA_H1-hESC_YY1_peaks_with_motif_130,13.09577
chr1,246829016,246829017,MM1_HSA_H1-hESC_YY1_peaks_with_motif_131,14.06009
chr8,71196029,71196030,MM1_HSA_H1-hESC_YY1_peaks_with_motif_132,12.73067
chr8,71697106,71697107,MM1_HSA_H1-hESC_YY1_peaks_with_motif_133,15.5129
chr8,71716437,71716438,MM1_HSA_H1-hESC_YY1_peaks_with_motif_134,32.84725
chr8,71752240,71752241,MM1_HSA_H1-hESC_YY1_peaks_with_motif_135,19.02962
chr8,71775139,71775140,MM1_HSA_H1-hESC_YY1_peaks_with_motif_136,25.37606
chr8,72479441,72479442,MM1_HSA_H1-hESC_YY1_peaks_with_motif_137,10.89223
chr8,72510150,72510151,MM1_HSA_H1-hESC_YY1_peaks_with_motif_138,18.04836
chr8,73001964,73001965,MM1_HSA_H1-hESC_YY1_peaks_with_motif_139,8.09358
chr8,73008879,73008880,MM1_HSA_H1-hESC_YY1_peaks_with_motif_140,27.63078
chr8,73055510,73055511,MM1_HSA_H1-hESC_YY1_peaks_with_motif_141,12.1989
chr8,73747072,73747073,MM1_HSA_H1-hESC_YY1_peaks_with_motif_142,61.38748
chr8,73878814,73878815,MM1_HSA_H1-hESC_YY1_peaks_with_motif_143,29.75785
chr8,74088322,74088323,MM1_HSA_H1-hESC_YY1_peaks_with_motif_144,11.50047
chr8,74321263,74321264,MM1_HSA_H1-hESC_YY1_peaks_with_motif_145,10.47373
chr8,74350467,74350468,MM1_HSA_H1-hESC_YY1_peaks_with_motif_146,21.95858
chr8,74741799,74741800,MM1_HSA_H1-hESC_YY1_peaks_with_motif_147,19.98693
chr1,247287706,247287707,MM1_HSA_H1-hESC_YY1_peaks_with_motif_148,17.51659
chr8,75278374,75278375,MM1_HSA_H1-hESC_YY1_peaks_with_motif_149,10.86948
chr8,75324219,75324220,MM1_HSA_H1-hESC_YY1_peaks_with_motif_150,11.75486
chr8,75483514,75483515,MM1_HSA_H1-hESC_YY1_peaks_with_motif_151,18.17828
chr8,76901830,76901831,MM1_HSA_H1-hESC_YY1_peaks_with_motif_152,16.93061
chr1,247336385,247336386,MM1_HSA_H1-hESC_YY1_peaks_with_motif_153,13.57056
chr8,78601951,78601952,MM1_HSA_H1-hESC_YY1_peaks_with_motif_154,25.06269
chr1,247371908,247371909,MM1_HSA_H1-hESC_YY1_peaks_with_motif_155,19.29122
chr8,80030238,80030239,MM1_HSA_H1-hESC_YY1_peaks_with_motif_156,59.08373
chr8,80335707,80335708,MM1_HSA_H1-hESC_YY1_peaks_with_motif_157,11.93302
chr8,81280662,81280663,MM1_HSA_H1-hESC_YY1_peaks_with_motif_158,10.44357
chr8,81721255,81721256,MM1_HSA_H1-hESC_YY1_peaks_with_motif_159,19.12248
chr8,84289192,84289193,MM1_HSA_H1-hESC_YY1_peaks_with_motif_160,11.13537
chr1,247448203,247448204,MM1_HSA_H1-hESC_YY1_peaks_with_motif_161,29.30985
chr8,84853191,84853192,MM1_HSA_H1-hESC_YY1_peaks_with_motif_162,11.07889
chr8,85177407,85177408,MM1_HSA_H1-hESC_YY1_peaks_with_motif_163,11.66714
chr8,86069090,86069091,MM1_HSA_H1-hESC_YY1_peaks_with_motif_164,9.72791
chr8,86564501,86564502,MM1_HSA_H1-hESC_YY1_peaks_with_motif_165,13.26244
chr8,86893097,86893098,MM1_HSA_H1-hESC_YY1_peaks_with_motif_166,13.27303
chr1,248826091,248826092,MM1_HSA_H1-hESC_YY1_peaks_with_motif_167,58.61158
chr8,88592264,88592265,MM1_HSA_H1-hESC_YY1_peaks_with_motif_168,37.69094
chr8,89535240,89535241,MM1_HSA_H1-hESC_YY1_peaks_with_motif_169,9.72791
chr1,15976077,15976078,MM1_HSA_H1-hESC_YY1_peaks_with_motif_170,39.25164
chr8,91197867,91197868,MM1_HSA_H1-hESC_YY1_peaks_with_motif_171,15.20536
chr8,92724111,92724112,MM1_HSA_H1-hESC_YY1_peaks_with_motif_172,9.19614
chr8,93495654,93495655,MM1_HSA_H1-hESC_YY1_peaks_with_motif_173,16.98482
chr8,93587668,93587669,MM1_HSA_H1-hESC_YY1_peaks_with_motif_174,11.12215
chr8,93740992,93740993,MM1_HSA_H1-hESC_YY1_peaks_with_motif_175,21.52073
chr8,93874252,93874253,MM1_HSA_H1-hESC_YY1_peaks_with_motif_176,18.89467
chr10,135254,135255,MM1_HSA_H1-hESC_YY1_peaks_with_motif_177,15.55739
chr8,94553468,94553469,MM1_HSA_H1-hESC_YY1_peaks_with_motif_178,29.89609
chr8,94823279,94823280,MM1_HSA_H1-hESC_YY1_peaks_with_motif_179,45.90255
chr8,95024993,95024994,MM1_HSA_H1-hESC_YY1_peaks_with_motif_180,33.12572
chr8,95134105,95134106,MM1_HSA_H1-hESC_YY1_peaks_with_motif_181,15.64556
chr8,95269176,95269177,MM1_HSA_H1-hESC_YY1_peaks_with_motif_182,39.66271
chr8,95894922,95894923,MM1_HSA_H1-hESC_YY1_peaks_with_motif_183,10.43693
chr8,96235522,96235523,MM1_HSA_H1-hESC_YY1_peaks_with_motif_184,20.4072
chr8,96522508,96522509,MM1_HSA_H1-hESC_YY1_peaks_with_motif_185,11.68747
chr8,97295635,97295636,MM1_HSA_H1-hESC_YY1_peaks_with_motif_186,12.03224
chr8,97492692,97492693,MM1_HSA_H1-hESC_YY1_peaks_with_motif_187,11.50047
chr8,97644215,97644216,MM1_HSA_H1-hESC_YY1_peaks_with_motif_188,32.21502
chr8,97645416,97645417,MM1_HSA_H1-hESC_YY1_peaks_with_motif_189,8.35947
chr8,98841078,98841079,MM1_HSA_H1-hESC_YY1_peaks_with_motif_190,10.43693
chr8,100580570,100580571,MM1_HSA_H1-hESC_YY1_peaks_with_motif_191,8.48711
chr8,101041926,101041927,MM1_HSA_H1-hESC_YY1_peaks_with_motif_192,9.423
chr8,101166630,101166631,MM1_HSA_H1-hESC_YY1_peaks_with_motif_193,24.44582
chr8,101262902,101262903,MM1_HSA_H1-hESC_YY1_peaks_with_motif_194,9.60136
chr8,102412684,102412685,MM1_HSA_H1-hESC_YY1_peaks_with_motif_195,26.9927
chr10,789165,789166,MM1_HSA_H1-hESC_YY1_peaks_with_motif_196,11.85498
chr8,102925943,102925944,MM1_HSA_H1-hESC_YY1_peaks_with_motif_197,15.93187
chr8,103501492,103501493,MM1_HSA_H1-hESC_YY1_peaks_with_motif_198,25.64194
chr8,104029180,104029181,MM1_HSA_H1-hESC_YY1_peaks_with_motif_199,14.45139
chr8,104283613,104283614,MM1_HSA_H1-hESC_YY1_peaks_with_motif_200,15.6554
chr8,104776953,104776954,MM1_HSA_H1-hESC_YY1_peaks_with_motif_201,9.90171
chr10,1056906,1056907,MM1_HSA_H1-hESC_YY1_peaks_with_motif_202,19.92112
chr8,108248697,108248698,MM1_HSA_H1-hESC_YY1_peaks_with_motif_203,26.93234
chr8,108443662,108443663,MM1_HSA_H1-hESC_YY1_peaks_with_motif_204,21.15569
chr8,108603373,108603374,MM1_HSA_H1-hESC_YY1_peaks_with_motif_205,10.31715
chr8,109262293,109262294,MM1_HSA_H1-hESC_YY1_peaks_with_motif_206,18.05895
chr8,110746544,110746545,MM1_HSA_H1-hESC_YY1_peaks_with_motif_207,8.48711
chr8,113202503,113202504,MM1_HSA_H1-hESC_YY1_peaks_with_motif_208,22.4877
chr8,116448079,116448080,MM1_HSA_H1-hESC_YY1_peaks_with_motif_209,22.83427
chr8,116755795,116755796,MM1_HSA_H1-hESC_YY1_peaks_with_motif_210,35.07553
chr8,116765985,116765986,MM1_HSA_H1-hESC_YY1_peaks_with_motif_211,8.48711
chr8,116874788,116874789,MM1_HSA_H1-hESC_YY1_peaks_with_motif_212,69.89577
chr8,117930897,117930898,MM1_HSA_H1-hESC_YY1_peaks_with_motif_213,15.00657
chr8,117959085,117959086,MM1_HSA_H1-hESC_YY1_peaks_with_motif_214,10.08772
chr10,1369014,1369015,MM1_HSA_H1-hESC_YY1_peaks_with_motif_215,8.05456
chr8,118111132,118111133,MM1_HSA_H1-hESC_YY1_peaks_with_motif_216,10.08772
chr8,119209044,119209045,MM1_HSA_H1-hESC_YY1_peaks_with_motif_217,15.5129
chr8,119673167,119673168,MM1_HSA_H1-hESC_YY1_peaks_with_motif_218,10.08242
chr8,119980369,119980370,MM1_HSA_H1-hESC_YY1_peaks_with_motif_219,39.93497
chr8,120015940,120015941,MM1_HSA_H1-hESC_YY1_peaks_with_motif_220,16.0467
chr1,16048904,16048905,MM1_HSA_H1-hESC_YY1_peaks_with_motif_221,13.8048
chr8,122782329,122782330,MM1_HSA_H1-hESC_YY1_peaks_with_motif_222,33.46964
chr8,122830154,122830155,MM1_HSA_H1-hESC_YY1_peaks_with_motif_223,8.22653
chr8,123274248,123274249,MM1_HSA_H1-hESC_YY1_peaks_with_motif_224,62.45102
chr8,123479743,123479744,MM1_HSA_H1-hESC_YY1_peaks_with_motif_225,62.32196
chr8,124124513,124124514,MM1_HSA_H1-hESC_YY1_peaks_with_motif_226,9.03845
chr8,124145778,124145779,MM1_HSA_H1-hESC_YY1_peaks_with_motif_227,10.60469
chr8,124419977,124419978,MM1_HSA_H1-hESC_YY1_peaks_with_motif_228,16.98482
chr8,124450756,124450757,MM1_HSA_H1-hESC_YY1_peaks_with_motif_229,75.89078
chr8,124474813,124474814,MM1_HSA_H1-hESC_YY1_peaks_with_motif_230,30.62562
chr8,124848076,124848077,MM1_HSA_H1-hESC_YY1_peaks_with_motif_231,11.39661
chr8,124973758,124973759,MM1_HSA_H1-hESC_YY1_peaks_with_motif_232,10.33772
chr8,125700418,125700419,MM1_HSA_H1-hESC_YY1_peaks_with_motif_233,11.6804
chr8,126635105,126635106,MM1_HSA_H1-hESC_YY1_peaks_with_motif_234,11.32574
chr1,16067549,16067550,MM1_HSA_H1-hESC_YY1_peaks_with_motif_235,12.61618
chr8,128343551,128343552,MM1_HSA_H1-hESC_YY1_peaks_with_motif_236,9.85483
chr8,128714332,128714333,MM1_HSA_H1-hESC_YY1_peaks_with_motif_237,11.46732
chr8,129313632,129313633,MM1_HSA_H1-hESC_YY1_peaks_with_motif_238,9.25426
chr8,129859586,129859587,MM1_HSA_H1-hESC_YY1_peaks_with_motif_239,10.6036
chr8,130389349,130389350,MM1_HSA_H1-hESC_YY1_peaks_with_motif_240,12.27567
chr10,3043713,3043714,MM1_HSA_H1-hESC_YY1_peaks_with_motif_241,11.27061
chr8,133364633,133364634,MM1_HSA_H1-hESC_YY1_peaks_with_motif_242,15.22285
chr8,134710290,134710291,MM1_HSA_H1-hESC_YY1_peaks_with_motif_243,9.3734
chr8,134713031,134713032,MM1_HSA_H1-hESC_YY1_peaks_with_motif_244,27.63078
chr8,135648556,135648557,MM1_HSA_H1-hESC_YY1_peaks_with_motif_245,14.59186
chr8,135790817,135790818,MM1_HSA_H1-hESC_YY1_peaks_with_motif_246,11.17977
chr8,138727572,138727573,MM1_HSA_H1-hESC_YY1_peaks_with_motif_247,11.50047
chr8,140511482,140511483,MM1_HSA_H1-hESC_YY1_peaks_with_motif_248,8.49241
chr8,142073550,142073551,MM1_HSA_H1-hESC_YY1_peaks_with_motif_249,12.61748
chr8,142511046,142511047,MM1_HSA_H1-hESC_YY1_peaks_with_motif_250,10.44074
chr8,143578237,143578238,MM1_HSA_H1-hESC_YY1_peaks_with_motif_251,15.17758
chr8,143609524,143609525,MM1_HSA_H1-hESC_YY1_peaks_with_motif_252,32.3124
chr8,143716411,143716412,MM1_HSA_H1-hESC_YY1_peaks_with_motif_253,10.60469
chr8,143793916,143793917,MM1_HSA_H1-hESC_YY1_peaks_with_motif_254,8.75829
chr8,143829304,143829305,MM1_HSA_H1-hESC_YY1_peaks_with_motif_255,51.78689
chr8,144095098,144095099,MM1_HSA_H1-hESC_YY1_peaks_with_motif_256,52.44498
chr8,144291633,144291634,MM1_HSA_H1-hESC_YY1_peaks_with_motif_257,50.91838
chr8,144337796,144337797,MM1_HSA_H1-hESC_YY1_peaks_with_motif_258,39.93396
chr8,144428545,144428546,MM1_HSA_H1-hESC_YY1_peaks_with_motif_259,53.86469
chr8,144462859,144462860,MM1_HSA_H1-hESC_YY1_peaks_with_motif_260,65.10986
chr10,4450947,4450948,MM1_HSA_H1-hESC_YY1_peaks_with_motif_261,11.93302
chr8,144522780,144522781,MM1_HSA_H1-hESC_YY1_peaks_with_motif_262,69.24076
chr8,144685604,144685605,MM1_HSA_H1-hESC_YY1_peaks_with_motif_263,11.12215
chr8,144701059,144701060,MM1_HSA_H1-hESC_YY1_peaks_with_motif_264,23.58684
chr8,144792405,144792406,MM1_HSA_H1-hESC_YY1_peaks_with_motif_265,16.73482
chr9,764282,764283,MM1_HSA_H1-hESC_YY1_peaks_with_motif_266,13.14538
chr9,843368,843369,MM1_HSA_H1-hESC_YY1_peaks_with_motif_267,10.73635
chr9,1701340,1701341,MM1_HSA_H1-hESC_YY1_peaks_with_motif_268,14.91782
chr9,2489863,2489864,MM1_HSA_H1-hESC_YY1_peaks_with_motif_269,21.77073
chr9,3526705,3526706,MM1_HSA_H1-hESC_YY1_peaks_with_motif_270,24.21717
chr10,5412544,5412545,MM1_HSA_H1-hESC_YY1_peaks_with_motif_271,34.40415
chr9,4366849,4366850,MM1_HSA_H1-hESC_YY1_peaks_with_motif_272,12.82933
chr9,4678828,4678829,MM1_HSA_H1-hESC_YY1_peaks_with_motif_273,11.6276
chr9,6015627,6015628,MM1_HSA_H1-hESC_YY1_peaks_with_motif_274,64.42863
chr9,6135845,6135846,MM1_HSA_H1-hESC_YY1_peaks_with_motif_275,12.61748
chr9,6183236,6183237,MM1_HSA_H1-hESC_YY1_peaks_with_motif_276,11.46732
chr9,7323172,7323173,MM1_HSA_H1-hESC_YY1_peaks_with_motif_277,13.62754
chr9,7415742,7415743,MM1_HSA_H1-hESC_YY1_peaks_with_motif_278,10.25968
chr9,8492223,8492224,MM1_HSA_H1-hESC_YY1_peaks_with_motif_279,8.62535
chr9,8825856,8825857,MM1_HSA_H1-hESC_YY1_peaks_with_motif_280,21.12409
chr9,9997826,9997827,MM1_HSA_H1-hESC_YY1_peaks_with_motif_281,15.12363
chr9,10608503,10608504,MM1_HSA_H1-hESC_YY1_peaks_with_motif_282,11.40125
chr9,14087761,14087762,MM1_HSA_H1-hESC_YY1_peaks_with_motif_283,13.26244
chr9,14203611,14203612,MM1_HSA_H1-hESC_YY1_peaks_with_motif_284,30.62478
chr10,5813630,5813631,MM1_HSA_H1-hESC_YY1_peaks_with_motif_285,34.03148
chr9,14400732,14400733,MM1_HSA_H1-hESC_YY1_peaks_with_motif_286,9.68889
chr9,14779478,14779479,MM1_HSA_H1-hESC_YY1_peaks_with_motif_287,9.72791
chr9,14846973,14846974,MM1_HSA_H1-hESC_YY1_peaks_with_motif_288,24.80923
chr9,15417835,15417836,MM1_HSA_H1-hESC_YY1_peaks_with_motif_289,8.84163
chr9,15422858,15422859,MM1_HSA_H1-hESC_YY1_peaks_with_motif_290,14.45567
chr10,5944905,5944906,MM1_HSA_H1-hESC_YY1_peaks_with_motif_291,9.01888
chr9,17295617,17295618,MM1_HSA_H1-hESC_YY1_peaks_with_motif_292,17.2507
chr9,18305584,18305585,MM1_HSA_H1-hESC_YY1_peaks_with_motif_293,10.37562
chr9,18618708,18618709,MM1_HSA_H1-hESC_YY1_peaks_with_motif_294,10.87401
chr9,19128299,19128300,MM1_HSA_H1-hESC_YY1_peaks_with_motif_295,15.30164
chr9,19220380,19220381,MM1_HSA_H1-hESC_YY1_peaks_with_motif_296,6.68757
chr9,19230541,19230542,MM1_HSA_H1-hESC_YY1_peaks_with_motif_297,38.50034
