chr,start,end,id,tag_fold_change
chr8,143829304,143829305,MM1_HSA_H1-hESC_YY1_peaks_with_motif_255,51.78689
chr8,144095098,144095099,MM1_HSA_H1-hESC_YY1_peaks_with_motif_256,52.44498
chr8,144291633,144291634,MM1_HSA_H1-hESC_YY1_peaks_with_motif_257,50.91838
chr8,144428545,144428546,MM1_HSA_H1-hESC_YY1_peaks_with_motif_259,53.86469
chr8,144462859,144462860,MM1_HSA_H1-hESC_YY1_peaks_with_motif_260,65.10986
chr10,5813630,5813631,MM1_HSA_H1-hESC_YY1_peaks_with_motif_285,34.03148
chr9,15422858,15422859,MM1_HSA_H1-hESC_YY1_peaks_with_motif_290,14.45567
chr9,19230541,19230542,MM1_HSA_H1-hESC_YY1_peaks_with_motif_297,38.50034
chr9,20658792,20658793,MM1_HSA_H1-hESC_YY1_peaks_with_motif_300,27.88607
chr9,29214304,29214305,MM1_HSA_H1-hESC_YY1_peaks_with_motif_308,9.96272
chr9,32552339,32552340,MM1_HSA_H1-hESC_YY1_peaks_with_motif_314,91.48237
chr9,33817876,33817877,MM1_HSA_H1-hESC_YY1_peaks_with_motif_318,7.96064
chr9,34179067,34179068,MM1_HSA_H1-hESC_YY1_peaks_with_motif_319,37.96431
chr9,34612104,34612105,MM1_HSA_H1-hESC_YY1_peaks_with_motif_320,33.50459
chr9,41358842,41358843,MM1_HSA_H1-hESC_YY1_peaks_with_motif_340,24.69424
chr9,69477101,69477102,MM1_HSA_H1-hESC_YY1_peaks_with_motif_346,22.10636
chr9,69759925,69759926,MM1_HSA_H1-hESC_YY1_peaks_with_motif_349,35.90168
chr10,7818520,7818521,MM1_HSA_H1-hESC_YY1_peaks_with_motif_350,58.47334
chr9,84140694,84140695,MM1_HSA_H1-hESC_YY1_peaks_with_motif_370,21.23897
chr9,91361869,91361870,MM1_HSA_H1-hESC_YY1_peaks_with_motif_384,44.94513
chr9,92878129,92878130,MM1_HSA_H1-hESC_YY1_peaks_with_motif_389,65.12574
chr1,16352414,16352415,MM1_HSA_H1-hESC_YY1_peaks_with_motif_396,26.91343
chr9,93576809,93576810,MM1_HSA_H1-hESC_YY1_peaks_with_motif_397,19.48648
chr9,97237675,97237676,MM1_HSA_H1-hESC_YY1_peaks_with_motif_404,11.07964
chr9,97697289,97697290,MM1_HSA_H1-hESC_YY1_peaks_with_motif_406,16.80779
chr1,16367073,16367074,MM1_HSA_H1-hESC_YY1_peaks_with_motif_413,37.13874
chr10,11611780,11611781,MM1_HSA_H1-hESC_YY1_peaks_with_motif_414,47.74147
chr9,101398588,101398589,MM1_HSA_H1-hESC_YY1_peaks_with_motif_423,43.56975
chr9,107283291,107283292,MM1_HSA_H1-hESC_YY1_peaks_with_motif_437,24.35458
chr9,113056748,113056749,MM1_HSA_H1-hESC_YY1_peaks_with_motif_455,64.59397
chr9,113876702,113876703,MM1_HSA_H1-hESC_YY1_peaks_with_motif_460,12.1989
chr9,117072039,117072040,MM1_HSA_H1-hESC_YY1_peaks_with_motif_466,16.70101
chr9,120580232,120580233,MM1_HSA_H1-hESC_YY1_peaks_with_motif_472,87.16543
chr9,120842905,120842906,MM1_HSA_H1-hESC_YY1_peaks_with_motif_473,47.66072
chr9,121074976,121074977,MM1_HSA_H1-hESC_YY1_peaks_with_motif_475,38.97517
chr9,121201877,121201878,MM1_HSA_H1-hESC_YY1_peaks_with_motif_477,53.68743
chr9,124415417,124415418,MM1_HSA_H1-hESC_YY1_peaks_with_motif_487,51.3179
chr9,127451492,127451493,MM1_HSA_H1-hESC_YY1_peaks_with_motif_506,51.56882
chr9,128322497,128322498,MM1_HSA_H1-hESC_YY1_peaks_with_motif_510,45.3661
chr9,128371376,128371377,MM1_HSA_H1-hESC_YY1_peaks_with_motif_511,42.06805
chr9,128657024,128657025,MM1_HSA_H1-hESC_YY1_peaks_with_motif_513,82.58018
chr9,128733458,128733459,MM1_HSA_H1-hESC_YY1_peaks_with_motif_514,43.85501
chr9,128829775,128829776,MM1_HSA_H1-hESC_YY1_peaks_with_motif_516,13.81539
chr9,128882073,128882074,MM1_HSA_H1-hESC_YY1_peaks_with_motif_517,36.27731
chr9,128947664,128947665,MM1_HSA_H1-hESC_YY1_peaks_with_motif_518,56.73359
chr9,129081146,129081147,MM1_HSA_H1-hESC_YY1_peaks_with_motif_519,29.30985
chr9,129140112,129140113,MM1_HSA_H1-hESC_YY1_peaks_with_motif_521,19.39366
chr9,129803101,129803102,MM1_HSA_H1-hESC_YY1_peaks_with_motif_527,109.51252
chr9,129824197,129824198,MM1_HSA_H1-hESC_YY1_peaks_with_motif_528,129.71971
chr9,129885823,129885824,MM1_HSA_H1-hESC_YY1_peaks_with_motif_529,15.18572
chr9,130053917,130053918,MM1_HSA_H1-hESC_YY1_peaks_with_motif_530,74.25269
chr9,130693615,130693616,MM1_HSA_H1-hESC_YY1_peaks_with_motif_533,48.80363
chr9,132079886,132079887,MM1_HSA_H1-hESC_YY1_peaks_with_motif_539,34.34118
chr9,132944600,132944601,MM1_HSA_H1-hESC_YY1_peaks_with_motif_542,92.45354
chr10,14878885,14878886,MM1_HSA_H1-hESC_YY1_peaks_with_motif_543,57.15703
chr9,135907115,135907116,MM1_HSA_H1-hESC_YY1_peaks_with_motif_552,13.07384
chr9,136245795,136245796,MM1_HSA_H1-hESC_YY1_peaks_with_motif_554,45.64108
chr9,136363775,136363776,MM1_HSA_H1-hESC_YY1_peaks_with_motif_555,102.06776
chr9,136410676,136410677,MM1_HSA_H1-hESC_YY1_peaks_with_motif_556,59.18237
chr9,136483044,136483045,MM1_HSA_H1-hESC_YY1_peaks_with_motif_557,56.16568
chr9,136807956,136807957,MM1_HSA_H1-hESC_YY1_peaks_with_motif_560,57.93098
chr9,136847277,136847278,MM1_HSA_H1-hESC_YY1_peaks_with_motif_561,20.17543
chrX,12978502,12978503,MM1_HSA_H1-hESC_YY1_peaks_with_motif_582,11.50047
chrX,13689133,13689134,MM1_HSA_H1-hESC_YY1_peaks_with_motif_586,21.26073
chrX,18354670,18354671,MM1_HSA_H1-hESC_YY1_peaks_with_motif_595,13.40333
chrX,20267029,20267030,MM1_HSA_H1-hESC_YY1_peaks_with_motif_597,20.44131
chrX,24054940,24054941,MM1_HSA_H1-hESC_YY1_peaks_with_motif_599,18.41346
chrX,24150249,24150250,MM1_HSA_H1-hESC_YY1_peaks_with_motif_600,75.58914
chrX,40158332,40158333,MM1_HSA_H1-hESC_YY1_peaks_with_motif_610,50.15962
chrX,41276042,41276043,MM1_HSA_H1-hESC_YY1_peaks_with_motif_615,16.3146
chrX,44873623,44873624,MM1_HSA_H1-hESC_YY1_peaks_with_motif_620,19.51849
chrX,46447133,46447134,MM1_HSA_H1-hESC_YY1_peaks_with_motif_622,44.10501
chrX,47145256,47145257,MM1_HSA_H1-hESC_YY1_peaks_with_motif_625,31.3077
chrX,47193808,47193809,MM1_HSA_H1-hESC_YY1_peaks_with_motif_626,34.073
chrX,47482701,47482702,MM1_HSA_H1-hESC_YY1_peaks_with_motif_632,43.22931
chrX,47561213,47561214,MM1_HSA_H1-hESC_YY1_peaks_with_motif_633,12.91514
chrX,47836765,47836766,MM1_HSA_H1-hESC_YY1_peaks_with_motif_636,54.2192
chrX,48696774,48696775,MM1_HSA_H1-hESC_YY1_peaks_with_motif_643,25.26932
chrX,48911630,48911631,MM1_HSA_H1-hESC_YY1_peaks_with_motif_645,15.74095
chrX,51743422,51743423,MM1_HSA_H1-hESC_YY1_peaks_with_motif_651,14.85775
chrX,53225184,53225185,MM1_HSA_H1-hESC_YY1_peaks_with_motif_652,54.5979
chrX,53434331,53434332,MM1_HSA_H1-hESC_YY1_peaks_with_motif_653,18.84601
chrX,54183497,54183498,MM1_HSA_H1-hESC_YY1_peaks_with_motif_657,11.40125
chrX,56729288,56729289,MM1_HSA_H1-hESC_YY1_peaks_with_motif_665,8.66437
chrX,66728922,66728923,MM1_HSA_H1-hESC_YY1_peaks_with_motif_672,19.92543
chrX,70133930,70133931,MM1_HSA_H1-hESC_YY1_peaks_with_motif_675,64.60314
chrX,71182014,71182015,MM1_HSA_H1-hESC_YY1_peaks_with_motif_677,21.00726
chrX,71533027,71533028,MM1_HSA_H1-hESC_YY1_peaks_with_motif_680,39.79665
chrX,73563299,73563300,MM1_HSA_H1-hESC_YY1_peaks_with_motif_685,27.67387
chrX,73944351,73944352,MM1_HSA_H1-hESC_YY1_peaks_with_motif_686,24.66134
chrX,74290652,74290653,MM1_HSA_H1-hESC_YY1_peaks_with_motif_688,37.4579
chrX,74292327,74292328,MM1_HSA_H1-hESC_YY1_peaks_with_motif_689,16.28638
chrX,74614810,74614811,MM1_HSA_H1-hESC_YY1_peaks_with_motif_690,37.48245
chrX,75156253,75156254,MM1_HSA_H1-hESC_YY1_peaks_with_motif_692,39.35887
chrX,76173130,76173131,MM1_HSA_H1-hESC_YY1_peaks_with_motif_693,19.12778
chrX,77786209,77786210,MM1_HSA_H1-hESC_YY1_peaks_with_motif_695,61.91925
chrX,77895387,77895388,MM1_HSA_H1-hESC_YY1_peaks_with_motif_696,10.77685
chrX,78139612,78139613,MM1_HSA_H1-hESC_YY1_peaks_with_motif_698,22.31309
chrX,85003927,85003928,MM1_HSA_H1-hESC_YY1_peaks_with_motif_702,23.19937
chrX,86047508,86047509,MM1_HSA_H1-hESC_YY1_peaks_with_motif_705,39.48085
chrX,101418289,101418290,MM1_HSA_H1-hESC_YY1_peaks_with_motif_711,26.41949
chrX,107000247,107000248,MM1_HSA_H1-hESC_YY1_peaks_with_motif_724,28.43228
chrX,107628518,107628519,MM1_HSA_H1-hESC_YY1_peaks_with_motif_725,36.96579
chrX,110318066,110318067,MM1_HSA_H1-hESC_YY1_peaks_with_motif_732,41.84177
chrX,119236378,119236379,MM1_HSA_H1-hESC_YY1_peaks_with_motif_743,16.64307
chrX,119853216,119853217,MM1_HSA_H1-hESC_YY1_peaks_with_motif_746,35.25279
chrX,123733025,123733026,MM1_HSA_H1-hESC_YY1_peaks_with_motif_749,32.7997
chrX,123859898,123859899,MM1_HSA_H1-hESC_YY1_peaks_with_motif_750,19.11189
chrX,131578708,131578709,MM1_HSA_H1-hESC_YY1_peaks_with_motif_759,17.2507
chrX,131828704,131828705,MM1_HSA_H1-hESC_YY1_peaks_with_motif_760,24.69424
chrX,135521622,135521623,MM1_HSA_H1-hESC_YY1_peaks_with_motif_764,10.61948
chr10,22252132,22252133,MM1_HSA_H1-hESC_YY1_peaks_with_motif_772,17.72934
chrX,152958986,152958987,MM1_HSA_H1-hESC_YY1_peaks_with_motif_774,70.43282
chrX,153470552,153470553,MM1_HSA_H1-hESC_YY1_peaks_with_motif_776,14.06009
chr10,22321600,22321601,MM1_HSA_H1-hESC_YY1_peaks_with_motif_781,34.54377
chrX,153971821,153971822,MM1_HSA_H1-hESC_YY1_peaks_with_motif_782,58.6506
chrX,154019983,154019984,MM1_HSA_H1-hESC_YY1_peaks_with_motif_783,21.81882
chrX,154097677,154097678,MM1_HSA_H1-hESC_YY1_peaks_with_motif_784,19.23095
chrX,154428685,154428686,MM1_HSA_H1-hESC_YY1_peaks_with_motif_786,33.73552
chrX,154437117,154437118,MM1_HSA_H1-hESC_YY1_peaks_with_motif_787,26.41949
chrX,155071518,155071519,MM1_HSA_H1-hESC_YY1_peaks_with_motif_793,35.59671
chrX,155216476,155216477,MM1_HSA_H1-hESC_YY1_peaks_with_motif_794,33.89558
chrX,155264536,155264537,MM1_HSA_H1-hESC_YY1_peaks_with_motif_795,37.4579
chrY,2935858,2935859,MM1_HSA_H1-hESC_YY1_peaks_with_motif_797,77.69455
chrY,19042540,19042541,MM1_HSA_H1-hESC_YY1_peaks_with_motif_809,27.62019
chrY,19744702,19744703,MM1_HSA_H1-hESC_YY1_peaks_with_motif_810,15.38951
chr10,27240462,27240463,MM1_HSA_H1-hESC_YY1_peaks_with_motif_816,10.25968
chr1,17054017,17054018,MM1_HSA_H1-hESC_YY1_peaks_with_motif_824,48.90152
chr10,32379482,32379483,MM1_HSA_H1-hESC_YY1_peaks_with_motif_831,22.84486
chr10,56361232,56361233,MM1_HSA_H1-hESC_YY1_peaks_with_motif_856,22.55902
chr10,59908065,59908066,MM1_HSA_H1-hESC_YY1_peaks_with_motif_864,13.41127
chr10,67884698,67884699,MM1_HSA_H1-hESC_YY1_peaks_with_motif_876,28.64647
chr10,73626105,73626106,MM1_HSA_H1-hESC_YY1_peaks_with_motif_897,33.48552
chr10,73744237,73744238,MM1_HSA_H1-hESC_YY1_peaks_with_motif_898,60.2117
chr10,74151279,74151280,MM1_HSA_H1-hESC_YY1_peaks_with_motif_902,9.88608
chr10,74826663,74826664,MM1_HSA_H1-hESC_YY1_peaks_with_motif_908,41.63401
chr1,1890007,1890008,MM1_HSA_H1-hESC_YY1_peaks_with_motif_934,24.40398
chr10,87863636,87863637,MM1_HSA_H1-hESC_YY1_peaks_with_motif_940,42.32038
chr1,19210254,19210255,MM1_HSA_H1-hESC_YY1_peaks_with_motif_942,23.93361
chr1,19251511,19251512,MM1_HSA_H1-hESC_YY1_peaks_with_motif_945,23.12134
chr10,90871398,90871399,MM1_HSA_H1-hESC_YY1_peaks_with_motif_947,17.53247
chr10,91410089,91410090,MM1_HSA_H1-hESC_YY1_peaks_with_motif_948,30.95962
chr10,91798242,91798243,MM1_HSA_H1-hESC_YY1_peaks_with_motif_949,15.64011
chr10,92848555,92848556,MM1_HSA_H1-hESC_YY1_peaks_with_motif_951,42.21868
chr10,97292614,97292615,MM1_HSA_H1-hESC_YY1_peaks_with_motif_962,26.44666
chr10,98415215,98415216,MM1_HSA_H1-hESC_YY1_peaks_with_motif_973,9.19614
chr10,100529832,100529833,MM1_HSA_H1-hESC_YY1_peaks_with_motif_978,23.37663
chr10,101000318,101000319,MM1_HSA_H1-hESC_YY1_peaks_with_motif_981,12.54259
chr10,101353740,101353741,MM1_HSA_H1-hESC_YY1_peaks_with_motif_985,51.03388
chr10,102133069,102133070,MM1_HSA_H1-hESC_YY1_peaks_with_motif_989,47.74064
chr10,102432645,102432646,MM1_HSA_H1-hESC_YY1_peaks_with_motif_995,80.01159
chr10,102461285,102461286,MM1_HSA_H1-hESC_YY1_peaks_with_motif_996,60.4982
chr10,102854283,102854284,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1000,14.34186
chr10,102918548,102918549,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1001,109.08285
chr10,103367984,103367985,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1003,69.64048
chr10,110567687,110567688,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1013,39.24524
chr10,112951515,112951516,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1016,18.83562
chr10,114174205,114174206,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1021,42.34304
chr1,21176870,21176871,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1024,49.90221
chr10,118342304,118342305,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1034,76.88239
chr10,119104157,119104158,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1040,14.33657
chr10,119178758,119178759,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1041,40.54745
chr10,119686685,119686686,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1044,10.18569
chr10,119872971,119872972,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1045,111.10783
chr10,119892597,119892598,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1046,30.98542
chr10,123008781,123008782,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1052,74.03354
chr10,124801837,124801838,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1060,19.97022
chr10,125823565,125823566,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1062,20.19449
chr10,126905455,126905456,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1063,36.89772
chr10,133318602,133318603,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1080,23.18008
chr11,695812,695813,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1085,23.9084
chr11,842505,842506,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1087,21.77038
chr1,22451902,22451903,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1094,68.57694
chr11,2400772,2400773,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1097,20.2855
chr11,2791886,2791887,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1098,30.27903
chr11,6419130,6419131,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1111,24.68387
chr11,7987346,7987347,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1114,30.69374
chr1,22976521,22976522,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1115,22.71721
chr11,10294184,10294185,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1120,21.60407
chr11,11841924,11841925,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1125,60.32394
chr11,17077661,17077662,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1138,20.30085
chr1,23691818,23691819,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1143,36.61883
chr11,22432657,22432658,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1154,19.85281
chr1,23825402,23825403,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1155,61.29242
chr11,27506759,27506760,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1157,30.44801
chr11,31509789,31509790,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1163,31.46798
chr11,33161487,33161488,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1168,45.1415
chr11,34692831,34692832,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1173,26.41949
chr11,34916663,34916664,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1174,46.24267
chr11,36289409,36289410,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1178,31.06139
chr11,43358919,43358920,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1185,77.91055
chr11,45355415,45355416,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1194,99.46497
chr11,47176847,47176848,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1202,55.60964
chr11,47248890,47248891,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1203,41.37872
chr11,47426241,47426242,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1204,22.53427
chr11,47579062,47579063,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1207,33.88435
chr11,47642462,47642463,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1208,45.33985
chr11,47767681,47767682,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1209,16.03109
chr11,47848308,47848309,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1210,54.10636
chr11,57325194,57325195,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1212,16.07011
chr11,57712625,57712626,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1213,48.62715
chr1,25232450,25232451,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1218,16.25941
chr11,61430140,61430141,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1228,44.47011
chr11,62646604,62646605,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1236,58.24429
chr11,62709651,62709652,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1237,75.7276
chr11,63839115,63839116,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1241,42.13031
chr11,63974616,63974617,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1245,30.40444
chr11,63986449,63986450,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1246,33.48552
chr11,64778717,64778718,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1255,39.79665
chr11,65333873,65333874,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1265,37.37986
chr11,65712263,65712264,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1268,34.36399
chr11,66052391,66052392,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1270,33.30297
chr11,66438813,66438814,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1272,31.08532
chr11,66510663,66510664,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1274,42.49208
chr11,66638683,66638684,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1275,49.98439
chr11,67006667,67006668,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1279,29.63038
chr11,67119298,67119299,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1280,54.31105
chr11,67401781,67401782,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1282,19.64366
chr11,67483056,67483057,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1285,34.32797
chr11,68213286,68213287,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1288,74.38104
chr11,68460779,68460780,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1290,36.50975
chr1,26306628,26306629,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1292,45.33787
chr11,71929037,71929038,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1302,29.7923
chr11,72434556,72434557,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1304,61.95954
chr11,72794066,72794067,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1307,30.64413
chr11,73779506,73779507,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1310,97.857
chr11,73877016,73877017,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1312,7.00664
chr11,74748887,74748888,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1313,60.54771
chr11,74949287,74949288,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1314,50.97255
chr11,75399531,75399532,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1316,28.55867
chr11,76236460,76236461,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1320,17.07681
chr11,76444665,76444666,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1321,47.25261
chr11,78683804,78683805,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1328,16.93061
chr1,26900432,26900433,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1332,79.89889
chr11,83072092,83072093,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1333,37.22386
chr11,83157187,83157188,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1334,54.03141
chr11,85647996,85647997,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1339,34.682
chr11,86069074,86069075,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1341,45.17913
chr11,93741599,93741600,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1349,30.61996
chr11,95089711,95089712,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1352,10.88537
chr11,95924086,95924087,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1354,23.45601
chr11,107565721,107565722,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1367,30.45366
chr11,108009346,108009347,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1371,12.84048
chr1,2526577,2526578,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1388,56.86745
chr11,118572451,118572452,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1394,41.46378
chr11,118791255,118791256,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1395,62.28597
chr11,119067817,119067818,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1398,55.59376
chr11,119334526,119334527,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1400,20.59808
chr11,121452314,121452315,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1405,30.15437
chr1,27726096,27726097,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1407,10.98078
chr1,27830839,27830840,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1411,82.77584
chr11,124800388,124800389,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1420,58.19687
chr1,28233002,28233003,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1422,47.55132
chr11,126211617,126211618,MM1_HSA_H1-hESC_YY1_peaks_with_motif_1424,24.38693
