chr,start,end,id,tag_fold_change
chr8,23084409,23084410,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_228,8.26841
chr1,247448209,247448210,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_231,27.36798
chr8,26291530,26291531,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_232,26.61023
chr8,27772684,27772685,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_233,36.14373
chr8,27774315,27774316,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_234,10.68003
chr8,28701527,28701528,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_235,18.84207
chr8,28890386,28890387,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_236,28.79169
chr8,30082964,30082965,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_239,9.349
chr8,30156341,30156342,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_240,9.63787
chr8,38105553,38105554,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_246,19.47199
chr8,42051983,42051984,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_252,36.28371
chr8,42843342,42843343,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_255,31.65702
chr8,43056286,43056287,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_256,14.69595
chr8,43093923,43093924,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_257,35.51924
chr8,48008439,48008440,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_259,17.14464
chr8,51899303,51899304,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_261,7.57626
chr8,58411387,58411388,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_266,16.29366
chr8,63168638,63168639,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_270,14.9861
chr8,67062115,67062116,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_273,22.43481
chr8,67343740,67343741,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_274,20.61849
chr8,73008891,73008892,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_276,22.69946
chr8,74350461,74350462,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_279,10.78538
chr8,75324221,75324222,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_281,34.99705
chr8,80030243,80030244,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_284,30.43235
chr8,81721261,81721262,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_285,17.12783
chr8,93740978,93740979,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_294,10.58309
chr1,31065706,31065707,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_296,22.08967
chr8,94823291,94823292,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_298,18.68531
chr8,95025002,95025003,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_299,19.83497
chr8,95269176,95269177,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_301,17.26344
chr8,96235520,96235521,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_302,20.16556
chr10,5813628,5813629,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_303,18.8347
chr8,97644204,97644205,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_304,17.38442
chr8,98045520,98045521,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_305,13.42797
chr8,102412691,102412692,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_307,13.80359
chr8,108248716,108248717,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_310,30.07644
chr8,108443651,108443652,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_311,16.05265
chr10,7818511,7818512,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_312,17.80005
chr8,116755784,116755785,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_318,20.2565
chr8,116874790,116874791,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_320,19.53896
chr8,118892441,118892442,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_325,11.11676
chr8,119832833,119832834,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_327,21.39396
chr8,123274251,123274252,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_333,21.70458
chr8,143609534,143609535,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_345,9.17528
chr8,143829314,143829315,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_346,15.13365
chr8,144095088,144095089,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_347,31.45539
chr8,144103794,144103795,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_348,9.47151
chr8,144291625,144291626,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_349,30.83248
chr8,144428522,144428523,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_350,29.69745
chr8,144462863,144462864,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_351,30.8411
chr9,15422853,15422854,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_359,10.84204
chr9,21986988,21986989,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_370,12.20452
chr9,29214298,29214299,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_373,9.7113
chr9,32552341,32552342,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_374,45.19184
chr10,14878879,14878880,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_377,24.44476
chr9,34179065,34179066,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_379,13.057
chr9,35814977,35814978,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_382,10.80645
chr9,39809442,39809443,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_384,32.26364
chr9,41358778,41358779,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_385,22.01877
chr9,69759933,69759934,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_390,13.41901
chr9,79570533,79570534,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_401,12.84838
chr1,32108051,32108052,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_403,17.43406
chr9,91361868,91361869,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_407,24.83558
chr9,92671529,92671530,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_409,17.98451
chr9,92878134,92878135,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_410,26.69339
chr9,97697279,97697280,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_417,7.49321
chr9,98255840,98255841,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_418,41.96241
chr9,101398585,101398586,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_420,16.10772
chr9,107283284,107283285,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_424,16.52914
chr9,111661666,111661667,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_427,10.87583
chr1,32292171,32292172,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_428,12.9484
chr9,113876693,113876694,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_430,16.72288
chr9,120580234,120580235,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_433,65.32477
chr9,120842916,120842917,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_434,20.82672
chr9,120877328,120877329,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_435,10.47236
chr9,121074979,121074980,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_436,18.38837
chr9,121201879,121201880,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_437,22.34613
chr9,124415433,124415434,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_441,43.34727
chr9,127451489,127451490,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_448,25.02087
chr9,128322494,128322495,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_450,34.35634
chr9,128371384,128371385,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_451,34.86436
chr9,128829777,128829778,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_456,12.53769
chr9,128882079,128882080,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_457,34.38062
chr9,128947607,128947608,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_458,13.11254
chr9,129081151,129081152,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_459,17.08012
chr9,129140169,129140170,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_461,19.61459
chr9,129803097,129803098,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_464,37.1667
chr9,129824189,129824190,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_465,38.32547
chr9,130053932,130053933,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_466,45.90326
chr9,130693612,130693613,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_468,34.4303
chr9,130713057,130713058,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_469,24.59026
chr9,132944605,132944606,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_475,34.7112
chr9,136052198,136052199,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_480,14.69595
chr9,136245803,136245804,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_481,37.77383
chr9,136410669,136410670,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_483,16.26845
chr9,136483014,136483015,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_484,18.08176
chr9,136807962,136807963,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_485,33.22191
chr9,136849429,136849430,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_486,9.39956
chr9,137083656,137083657,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_487,5.59116
chr9,137188572,137188573,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_490,5.5323
chr9,137241324,137241325,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_491,13.89552
chr10,22252097,22252098,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_496,15.45293
chrX,12978480,12978481,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_502,10.33082
chrX,13689130,13689131,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_504,15.83251
chrX,15675736,15675737,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_506,17.04414
chrX,15790502,15790503,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_507,17.88898
chrX,24054949,24054950,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_522,23.31233
chrX,24150244,24150245,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_523,66.92445
chrX,41086348,41086349,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_532,9.63787
chrX,44542843,44542844,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_538,16.73302
chrX,46447152,46447153,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_545,24.26353
chrX,47193818,47193819,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_549,22.66488
chrX,47233875,47233876,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_550,15.55788
chrX,47482697,47482698,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_553,48.60398
chrX,47561234,47561235,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_554,9.0536
chrX,47836701,47836702,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_557,51.52161
chrX,48071435,48071436,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_559,24.62316
chrX,48475948,48475949,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_560,37.46807
chrX,48597494,48597495,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_564,44.529
chrX,48696765,48696766,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_565,13.24088
chrX,48911632,48911633,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_566,19.85087
chrX,49002234,49002235,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_568,19.17812
chrX,53225195,53225196,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_572,40.74766
chrX,53434342,53434343,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_573,15.51815
chrX,54440380,54440381,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_578,24.46072
chrX,56729278,56729279,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_582,12.14338
chr10,27154347,27154348,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_594,21.36621
chrX,70133950,70133951,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_595,26.28505
chrX,71182016,71182017,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_600,13.24091
chrX,71283523,71283524,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_601,9.95109
chrX,71533113,71533114,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_603,23.21077
chrX,72277170,72277171,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_604,7.19356
chrX,73563314,73563315,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_605,11.18232
chrX,73852701,73852702,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_607,15.06395
chrX,73944341,73944342,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_608,36.08512
chrX,74290646,74290647,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_609,46.84351
chrX,74292334,74292335,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_610,12.23371
chrX,74614582,74614583,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_611,15.71449
chrX,75156274,75156275,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_612,36.65355
chrX,76173138,76173139,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_614,16.18801
chrX,77786198,77786199,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_616,29.72249
chrX,77895412,77895413,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_617,6.14282
chrX,77899451,77899452,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_619,19.63748
chrX,78139593,78139594,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_620,22.43203
chrX,85003905,85003906,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_622,28.09214
chrX,86047534,86047535,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_624,24.05964
chrX,101418291,101418292,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_629,18.1331
chrX,107628530,107628531,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_646,28.6983
chrX,110318063,110318064,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_648,26.43876
chrX,119236358,119236359,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_655,9.93718
chrX,119791584,119791585,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_656,15.35705
chrX,120561093,120561094,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_658,15.08104
chrX,123733019,123733020,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_659,23.73725
chrX,123859931,123859932,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_661,19.00404
chr1,33257151,33257152,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_663,29.97803
chrX,131578695,131578696,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_667,11.98967
chrX,131746539,131746540,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_671,30.17406
chrX,131763977,131763978,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_674,22.66369
chrX,131793311,131793312,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_676,21.13828
chrX,136251349,136251350,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_683,10.71973
chrX,136497251,136497252,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_684,24.65158
chrX,153971802,153971803,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_696,39.27495
chrX,154097671,154097672,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_698,13.78454
chrX,154437154,154437155,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_700,19.69853
chrX,154762964,154762965,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_702,7.37325
chrX,155071531,155071532,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_704,17.06223
chrX,155216478,155216479,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_705,19.38565
chr10,42691693,42691694,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_710,18.18003
chr10,56361240,56361241,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_721,12.78254
chr1,37514733,37514734,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_732,15.13247
chr10,67884704,67884705,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_734,9.84294
chr10,68600709,68600710,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_737,20.05252
chr10,72692157,72692158,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_742,10.94844
chr1,38012791,38012792,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_743,12.85291
chr10,73414053,73414054,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_745,8.30054
chr10,73626122,73626123,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_747,14.58436
chr10,73744235,73744236,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_748,28.04309
chr10,73772354,73772355,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_749,8.15759
chr10,74826620,74826621,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_755,15.12363
chr10,77926733,77926734,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_759,16.91504
chr1,6701820,6701821,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_760,41.65642
chr10,84139315,84139316,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_764,55.29193
chr10,84424883,84424884,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_765,8.45426
chr10,87863626,87863627,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_767,16.78496
chr1,39559658,39559659,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_768,17.02403
chr1,39738915,39738916,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_769,16.41116
chr1,39883473,39883474,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_772,14.20134
chr1,40097244,40097245,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_777,21.18213
chr10,91798247,91798248,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_778,14.67313
chr1,40161404,40161405,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_780,17.805
chr10,92848550,92848551,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_781,20.85728
chr10,96090209,96090210,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_783,32.58731
chr10,96832331,96832332,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_785,5.89433
chr1,40709399,40709400,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_787,6.70489
chr10,97292602,97292603,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_788,8.34091
chr10,97445974,97445975,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_791,16.39823
chr10,98134512,98134513,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_794,7.7136
chr10,98415142,98415143,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_795,7.17374
chr10,100529853,100529854,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_797,13.20537
chr10,100535955,100535956,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_798,16.66749
chr10,101588332,101588333,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_802,16.93695
chr10,102133070,102133071,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_804,23.72399
chr10,102432637,102432638,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_807,44.44271
chr10,102461282,102461283,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_808,58.89386
chr10,102854271,102854272,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_813,19.15383
chr10,102918521,102918522,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_814,32.44706
chr10,103367985,103367986,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_816,22.09177
chr10,110567693,110567694,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_819,27.62553
chr10,112951482,112951483,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_821,17.98813
chr10,113854880,113854881,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_822,26.4365
chr10,114174206,114174207,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_823,14.82902
chr10,118342294,118342295,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_824,33.48483
chr10,119104154,119104155,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_827,17.78311
chr10,119178778,119178779,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_828,14.56645
chr10,119686754,119686755,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_831,6.18934
chr10,121928103,121928104,MM1_HSA_SK-N-SH_YY1_peaks_with_motif_835,71.52947
